arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"yes, they are expensive ",have a great view.,comparison,but,mid,"yes, they are expensive but have a great view.",I bet.  Are the seats expensive.
"let them pick 1, 2, and 3 in the nba draft ",then make 5 selections from the best 5 teams in the league.,expansion,and,mid,"let them pick 1, 2, and 3 in the nba draft and then make 5 selections from the best 5 teams in the league.",How do you staff a team like that?
"ha, that description could apply to a lot of anime.","yeah, it's a basketball anime featuring talented basketball athletes with goofy hair.",comparison,but,begin,"ha, that description could apply to a lot of anime. but yeah, it's a basketball anime featuring talented basketball athletes with goofy hair.",Really? Is that the one with the boys with oddly colored hair?
does he at least look fairly typical ,that kind of make sense?,contingency,so,mid,...i'm really not sure how that works. does he at least look fairly typical so that kind of make sense?,As well as my absolute favorite: the player who no one really notices and who uses misdirection to basically be invisible!
"i do not really have one, ",maybe the lakers.,comparison,but,mid,"i do not really have one, but maybe the lakers.",I like the Jazz alot. How about you?
the warriors were down big time in the first half.,", i think they actually fell behind by like twenty five points.",expansion,in fact,begin,"the warriors were down big time in the first half. in fact, i think they actually fell behind by like twenty five points.","I sure did, it was game 1 of the Western Conference Finals and that crowd was going crazy!"
"i mean, they do have steph curry and kevin durant at their disposal ",anything is possible for them.,contingency,so,mid,"it did not really surprise me to be honest with you. i mean, they do have steph curry and kevin durant at their disposal so anything is possible for them.","I know, I could not believe that the warriors were able to come back and win the game!"
"that is true, ",i was still very surprised.,comparison,but,mid,"that is true, but i was still very surprised. it sure did not help things when kawhi leonard went down with that ankle injury though.","It did not really surprise me to be honest with you. I mean, they do have Steph Curry and Kevin Durant at their disposal so anything is possible for them."
"you may be right, ",i still do not think it's wise to doubt the spurs.,comparison,but,mid,"you may be right, but i still do not think it's wise to doubt the spurs. after all, they are a great organization that knows what it takes to be champions.","I feel ultimatley the warriors will just be to much and beat the spurs in five games. Mark my words, they will not need six games to end this series."
"you may be right, but i still do not think it's wise to doubt the spurs.","all, they are a great organization that knows what it takes to be champions.",temporal,after,begin,"you may be right, but i still do not think it's wise to doubt the spurs. after all, they are a great organization that knows what it takes to be champions.","I feel ultimatley the warriors will just be to much and beat the spurs in five games. Mark my words, they will not need six games to end this series."
i think he will get it ,it is going to be a battle.,comparison,but,mid,"yea me either, lebron will be going for his second straight nba championship. i think he will get it but it is going to be a battle.",It is going to be the warriors and cavs in the finals; I can not wait for that one!
"it's all about harden and westbrook this season, ",wall might be a more complete pure point guard.,comparison,but,mid,"agreed.  it's all about harden and westbrook this season, but wall might be a more complete pure point guard.",I don't think Wall gets the recognition he deserves like other point guards.
no unfortunately not i had to work ,how was it?,comparison,but,mid,no unfortunately not i had to work but how was it?,DID YOU WATCH THE SPURS AND WARRIORS GAME TODAY?
"i know, what was strange was that they made 4 out of 17 shot attempts ",we're still only down by 5 points at the end of the first quarter.,comparison,but,mid,"i know, what was strange was that they made 4 out of 17 shot attempts but we're still only down by 5 points at the end of the first quarter.",It seemed like the Celtics were really struggling to make their shots in the first quarter.
one of the reasons things didn't work out for them is ,john wall had a tremendous game.,contingency,because,mid,one of the reasons things didn't work out for them is because john wall had a tremendous game.,That was great to watch. I was so excited when the Celtics had the lead at halftime.
"true, his shooting was terrible in the first half ",he still came back as aggressive as ever in the second half.,comparison,but,mid,"true, his shooting was terrible in the first half but he still came back as aggressive as ever in the second half.",One of the reasons things didn't work out for them is because John Wall had a tremendous game.
wall wasn't able to make his  three point shots ,he had his jump shot down and it showed.,comparison,but,mid,wall wasn't able to make his  three point shots but he had his jump shot down and it showed.,It was Wall's 7-0 shooting run that brought the Wizard's back and tied the game.
"me too, i was hoping it didn't go in ",he drained that shot right over avery bradley like it was easy.,comparison,but,mid,"me too, i was hoping it didn't go in but he drained that shot right over avery bradley like it was easy.",My heart sunk when Wall put up that 3 pointer from way out there to take the lead.
who ever scores the most points ,the clock runs out is the winner.,temporal,before,mid,i think so.  points are scored when a player throws the ball through the hoop.  who ever scores the most points before the clock runs out is the winner.,Right.  Do you know the objective of the game?
