arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"he wasn't quite as good as he was for the bulls, ",he still had some of his game.,comparison,but,mid,"he wasn't quite as good as he was for the bulls, but he still had some of his game.","Yes, I remember that!"
i hate to say it ,i think cleveland will sweep.,comparison,but,mid,i hate to say it but i think cleveland will sweep.,That was their best shot and unfortunately they blew it.
i believe these guys are professionals and have great control ,in the same sense they are human.,comparison,but,mid,i believe these guys are professionals and have great control but in the same sense they are human.,"I agree, it was pretty phenomenal.  Do you think the pitcher hit him on purpose?"
"yes, humans make errors ",something in my gut says it was on purpose.,comparison,but,mid,"yes, humans make errors but something in my gut says it was on purpose.",I believe these guys are professionals and have great control but in the same sense they are human.
i would have to say cal ripkin ,i grew up watching him play for the orioles.,contingency,because,mid,i would have to say cal ripkin because i grew up watching him play for the orioles.  man could that boy play some ball.,"You know, I don't have to go back that far to say Derek Jieter.  Who is your all time favorite baseball player?"
i really enjoyed watching ripkin play ,i truly loved when earl weaver was their coach.,comparison,but,mid,i really enjoyed watching ripkin play but i truly loved when earl weaver was their coach.,I would have to say Cal Ripkin because I grew up watching him play for the Orioles.  Man could that boy play some ball.
i don't know ,thats a great comparison by calipari.,comparison,but,mid,i don't know but thats a great comparison by calipari.,Do you think De'Aaron Fox will be better than John Wall?
"it's possible, ",i don't think it's likely.,comparison,but,mid,"it's possible, but i don't think it's likely.",Do you think either the Cavs or Warriors will go 16-0 during this postseason?
"i don't, either.",", if you had to choose one of the two to go undefeated, who would it be?",comparison,but,begin,"i don't, either. but, if you had to choose one of the two to go undefeated, who would it be?","It's possible, but I don't think it's likely."
"i don't think either team will go undefeated, ",the warriors do have durrant.,comparison,but,mid,"don't get me wrong. i don't think either team will go undefeated, but the warriors do have durrant.",Even with LeBron James playing as well as he has been?
it's just that the cavs are up 2-0 while golden state are up 3-0 over the spurs ,it's easier to overcome a two game deficit than a three-game hole.,expansion,and,mid,it's not that. it's just that the cavs are up 2-0 while golden state are up 3-0 over the spurs and it's easier to overcome a two game deficit than a three-game hole.,You really don't think the Cavs are all that good!
"I would love to see the Warriors lose four straight, though.",you hate golden state?,contingency,because,begin,because you hate golden state?,"I get that. I would love to see the Warriors lose four straight, though."
i think he'd win this time ,duncan's gone and the team is old.,contingency,because,mid,i think he'd win this time because duncan's gone and the team is old.,"Well, I would like to see LeBron face the Spurs again."
i was really good in junior high.,by the time high school rolled around i had lost my motivation  a bit.,comparison,but,begin,i was really good in junior high. but by the time high school rolled around i had lost my motivation  a bit.,"At the same time, I played alot of basketball and became a good player myself. I was an all-star."
i was out of shape and gained some weight.,i continued to play in high school.,comparison,but,begin,i was out of shape and gained some weight. but i continued to play in high school.,I was really good in junior high. But by the time high school rolled around I had lost my motivation  a bit.
i wish i had staye din better shape as i look back at my life.,i have always had my weight issues.,comparison,but,begin,i wish i had staye din better shape as i look back at my life. but i have always had my weight issues.,"Even though I did not play much and was not that successful, I still had alot of fun."
"still, basketball, and the nba, is something i love.",it isn't the same as it was in the 80s.,comparison,but,begin,"still, basketball, and the nba, is something i love. but it isn't the same as it was in the 80s.",I wish I had staye din better shape as I look back at my life. But I have always had my weight issues.
that was sad to see ,it was a by-product of how hard he played the game.,comparison,but,mid,that was sad to see but it was a by-product of how hard he played the game.,Injuries cut back on his career though. It was because he played so hard.
"true, in previous years they didn't have to worry about harrison barnes offensively.",durant is one of the best in the league.,comparison,but,begin,"true, in previous years they didn't have to worry about harrison barnes offensively. but durant is one of the best in the league.",Probably not but now he will have to guard Durant which will wear him down.
"there's is something that i'd love to have, ","to purchase a season pass, i'm hesitant and unsure how many games i'd actually be able to attend.",comparison,but,mid,"there's is something that i'd love to have, but to purchase a season pass, i'm hesitant and unsure how many games i'd actually be able to attend.","Yeah, well I know someone, who knows someone, and they make sure I can purchase at a very reasonable price."
"there's is something that i'd love to have, but to purchase a season pass, i'm hesitant ",unsure how many games i'd actually be able to attend.,expansion,and,mid,"there's is something that i'd love to have, but to purchase a season pass, i'm hesitant and unsure how many games i'd actually be able to attend.","Yeah, well I know someone, who knows someone, and they make sure I can purchase at a very reasonable price."
"we don't win many championships, true, ",we are still good!,comparison,but,mid,"we don't win many championships, true, but we are still good!",That team is not very good!
"i like ucla, ",we win a lot of championships.,contingency,because,mid,"i like ucla, because we win a lot of championships.","We don't win many championships, true, but we are still good!"
i don't know anything about the players anymore ,i used to!,comparison,but,mid,i don't know anything about the players anymore but i used to!,"You should like the school, the players, the coach, etc"
i like them ,i went to ucla!,contingency,because,mid,i like them because i went to ucla! i dont know anything anymore though,Why do you say that?
oh i see.,that's why you like them so much!,contingency,so,begin,oh i see. so that's why you like them so much!,I like them because I went to UCLA! I dont know anything anymore though
"yeah, i used to even have classes with the players, ",that was cool.,contingency,so,mid,"yeah, i used to even have classes with the players, so that was cool.",Oh I see. So that's why you like them so much!
i like byu ,i know jimmer!,contingency,because,mid,awesome! i like byu because i know jimmer!,"Yeah, I used to even have classes with the players, so that was cool."
eventually things would work out ,it may take 20 years,comparison,but,mid,eventually things would work out but it may take 20 years,But they still have no cap with no problem
"i wanted the celtics to win, ",they're getting crushed right now.,comparison,but,mid,"i wanted the celtics to win, but they're getting crushed right now.",It starts at 8:30.  Who are you rooting for?
"maybe not, ",he really lit a fire under their butts.,comparison,but,mid,"maybe not, but he really lit a fire under their butts.","True, but he didn't score all those points by himself."
"i guess, ",they did have a good chance to be at the top.,comparison,but,mid,"i guess, but they did have a good chance to be at the top.","Well, it's hard to ignore that."
sucks for the sixers ,they would have gotten the lakers pick if it was lower than #3.,contingency,because,mid,sucks for the sixers because they would have gotten the lakers pick if it was lower than #3.,"I guess, but they did have a good chance to be at the top."
"yeah, i guess ",i think this draft will be a lot better.,comparison,but,mid,"yeah, i guess but i think this draft will be a lot better.","True, but the Sixers did move up to #3.  And they get the Lakers pick next year."
"then i guess the lakers take lonzo ball, ",i could see them passing.,comparison,but,mid,"then i guess the lakers take lonzo ball, but i could see them passing.",Oh I have no doubt.  Will be a force for the Celts.
"yep, the kid can ball ",what a nightmare.,comparison,but,mid,"yep, the kid can ball but what a nightmare.","Man, I wouldn't want to deal with the circus that is his dad."
He can distribute well.,"he's slow, long but slow.",comparison,but,begin,"but he's slow, long but slow.  i think he has trouble defending point gaurds.",Oh I think he will be pretty good.  He can distribute well.
"true, everyone is saying he's a big man ",that big man could've taken a step in any direction.,comparison,but,mid,"true, everyone is saying he's a big man but that big man could've taken a step in any direction.","I dunno, I've played defense like that and never got under anyone."
"that is true, ",there is only so much they can on their own.,comparison,but,mid,"that is true, but there is only so much they can on their own.",They got Demarcus Cousins and Anthony Davis!
"that is true, ",having the two best big men in the league is a great start!,comparison,but,mid,"that is true, but having the two best big men in the league is a great start!","That is true, but there is only so much they can on their own."
"i do, ",he really needs to show us fans something this year!,comparison,but,mid,"i do, but he really needs to show us fans something this year!","Wow, do you still have confidence in him?"
"i feel that we should not only be in the payoffs next year, ",at least a top 5 seed.,comparison,but,mid,"i feel that we should not only be in the payoffs next year, but at least a top 5 seed.",What are your expectations for next year to be a success.
"let's see the player with the most points over career is karem abdul jabbar, ",that's a bad metric.,comparison,but,mid,"let's see the player with the most points over career is karem abdul jabbar, but that's a bad metric.","Ok. Fine, whatever."
"me either, ",they might have to eventually.,comparison,but,mid,"me either, but they might have to eventually.","Yea, I just haven't seen them play against any elite talent."
"i think he is the player he is because he stayed, no he won't have the lifetime stats in the nba ",his ncaa experience has helped him so much.,comparison,but,mid,"i think he is the player he is because he stayed, no he won't have the lifetime stats in the nba but his ncaa experience has helped him so much.",Do you think Curry would be a different player if he didn't stay in college?
i think he is the player he is ,"he stayed, no he won't have the lifetime stats in the nba but his ncaa experience has helped him so much.",contingency,because,mid,"i think he is the player he is because he stayed, no he won't have the lifetime stats in the nba but his ncaa experience has helped him so much.",Do you think Curry would be a different player if he didn't stay in college?
"its easy to say shaq or jabbar, ","you also have to think of others like: malone, or ewing....can i pick 3.",comparison,but,mid,"its easy to say shaq or jabbar, but you also have to think of others like: malone, or ewing....can i pick 3.",Best big man of all time?
"yes, i do....i think his sisters death has effected him a lot ",that shouldn't make him slower off the dribble like he has been the past few weeks.,comparison,but,mid,"yes, i do....i think his sisters death has effected him a lot but that shouldn't make him slower off the dribble like he has been the past few weeks.",Do you think Thomas has been playing with his hip strain for awhile now?
"i'm torn, i think they could trade and get an established player ",also i would love to see fultz with this group of players.,comparison,but,mid,"i'm torn, i think they could trade and get an established player but also i would love to see fultz with this group of players.",Should the Celtics keep the #1 pick?
"yeah i mean they did pick up nerlens noel, ",has he already maximized his talent?,comparison,but,mid,"yeah i mean they did pick up nerlens noel, but has he already maximized his talent?",This roster has holes every where
i thought he would be a little bit better than he is ,maybe he needs more time.,comparison,but,mid,i thought he would be a little bit better than he is but maybe he needs more time.,"Yeah I mean they did pick up Nerlens Noel, but has he already maximized his talent?"
"you could be right, ",when i see him play i just don't see it.,comparison,but,mid,"you could be right, but when i see him play i just don't see it.",I thought he would be a little bit better than he is but maybe he needs more time.
yeah he is a decent piece ,they need star power,comparison,but,mid,yeah he is a decent piece but they need star power,"Perhaps, but they need way more than what he can offer"
i men they have some okay complimentary pieces ,it's just not enough.,comparison,but,mid,it really does. i men they have some okay complimentary pieces but it's just not enough.,That in lies the problem doesn't it.
"they got a lot of work to do, ","i do love their owner, mark cuban.",comparison,but,mid,"my thoughts exactly. they got a lot of work to do, but i do love their owner, mark cuban.",They need more scores and three point shooters on this team
"well, he is generally regarded as the best of all time.","if he is the greatest, where are all of the rings?",comparison,but,begin,"well, he is generally regarded as the best of all time. but if he is the greatest, where are all of the rings?",Hey do you think it's fair to say Michael Jordan is the greatest player of all time?
he might not have the most rings ,he helped bring basketball to mainstream america with his crossovers.,comparison,but,mid,he might not have the most rings but he helped bring basketball to mainstream america with his crossovers.,"Well, he is generally regarded as the best of all time. But if he is the greatest, where are all of the rings?"
this is logic that i've heard ,", and it's quite frankly ridiculous.",temporal,before,mid,"this is logic that i've heard before, and it's quite frankly ridiculous.","You know some people say though, ""If Jordan was the best player ever, why doesn't he have the scoring title or the most championships?"""
the pistons title team might have been able ,i wouldn't favor them,comparison,but,mid,the pistons title team might have been able but i wouldn't favor them,"I think a well rounded team can win the title, just not against a Lebron team"
this is a hard one ,"lebron, he is still the best and most dominate.",comparison,but,mid,"this is a hard one but lebron, he is still the best and most dominate.","If you had to pick one to start a team around, right now....Lebron or Curry."
i understand it ,i can't believe they took  kanters passport away and detained him.,comparison,but,mid,i understand it but i can't believe they took  kanters passport away and detained him.,"All the time how else do you explain how some teams end up with the top 3 pick when it just seems to ""fit""."
"i mean he played like garbage the majority of the year, ",look good in the playoffs.,comparison,but,mid,"i mean he played like garbage the majority of the year, but look good in the playoffs.",And what do they do with Rajon Rondo.
but you have to pay him max money ,you can't lose him.,contingency,because,mid,but you have to pay him max money because you can't lose him.,He is not the type of guy that can lead a team to the promise land
"yeah he would, ",you would think it's not about the money for him at this point,comparison,but,mid,"yeah he would, but you would think it's not about the money for him at this point",He would be leaving a lot of money on the table though
"the youngsters did a pretty good job trying to keep up the second half, ",just couldn't quite do it.,comparison,but,mid,"the youngsters did a pretty good job trying to keep up the second half, but just couldn't quite do it.","I had my doubts, as the Spurs are down two to one and don't have Leonard or Parker playing."
"everyone says he has the skills, ",somehow he is not performing up to par.,comparison,but,mid,"everyone says he has the skills, but somehow he is not performing up to par.",What did you think about Aldridge?
"way beyond expectations, ",he seemed to be off last night,comparison,although,mid,"way beyond expectations, although he seemed to be off last night",What do you think about what Ginobli is doing this season.
"also, ronny was just in paris, ",he may have assisted on this one...thanks mr. turiaf!,contingency,so,mid,"also, ronny was just in paris, so he may have assisted on this one...thanks mr. turiaf!",This kid has some NBA scouts drooling already. Huge pickup! Good job Tommy!
larsen redshirted primarily ,he got hurt.,contingency,because,mid,in the past we've been told that coaches preferred not to redshirt players from overseas. larsen redshirted primarily because he got hurt.,"Listed as 6'4"" with a 6'8"" wingspan. Wow! He's very young.. if we land Brown this weekend, is Ayayi a Redshirt candidate?"
"so he's long, quick, and a good shooter.","he's also skinny, not developed enough as a ball handler to be a point guard, and could improve on defense.",comparison,but,begin,"so he's long, quick, and a good shooter. but he's also skinny, not developed enough as a ball handler to be a point guard, and could improve on defense. i'm guessing he won't be a true point for us. very intriguing player though. i'm thrilled.",Could be a crowded backcourt next year!
larsen redshirted primarily ,he got hurt.,contingency,because,mid,in the past we've been told that coaches preferred not to redshirt players from overseas. larsen redshirted primarily because he got hurt.,"So he's long, quick, and a good shooter. But he's also skinny, not developed enough as a ball handler to be a point guard, and could improve on defense. I'm guessing he won't be a true point for us. Very intriguing player though. I'm thrilled."
"like domas and tille, if he played high school ball in the states he would possibly be a mickey d's aa.","to be clear, he is a 2017?",comparison,but,begin,"like domas and tille, if he played high school ball in the states he would possibly be a mickey d's aa. but to be clear, he is a 2017? he's super young, may plan to redshirt him and let him learn and physically mature. huge get nonetheless!",Do you mean that the team desperately needs defensive length now or that it appears that the Zags are actively recruiting lengthy players for defense and Ayayi is another example of that?
if we can polish it off with an immediate impact big (grad transfer) ,"maybe chase jeter to stash away for next year, we'll be set (jj jones to get the last scholly?",expansion,and,mid,"gu is set at the guard position. if we can polish it off with an immediate impact big (grad transfer) and maybe chase jeter to stash away for next year, we'll be set (jj jones to get the last scholly?).","Really, he can drive, shoot and handle the rock. This is another ""under the radar"" recruit by Tommy."
"everyone knows about dr. j, ",do you know his real name?,comparison,but,mid,"everyone knows about dr. j, but do you know his real name?",In my opinion it's LeBron james
he does go a long way.,can he beat an overall better team like the warriors?,comparison,but,begin,that is true. he does go a long way. but can he beat an overall better team like the warriors?,"No, but he goes a long way."
"okay, i've got that.",are there any other orders of business?,comparison,but,begin,"okay, i've got that. but are there any other orders of business?","Well, the first order of business is obviously that they need LeBron to play an excellent series."
"yes, more assists are good.",he also can't shoot the ball so much.,comparison,but,begin,"yes, more assists are good. but he also can't shoot the ball so much. wouldn't you agree?",Involved in what way? Just by getting more assists?
that is true ,so can lebron.,comparison,but,mid,that is true but so can lebron.,"Yes, he can dunk from the free throw line."
you can go ,catch some highlights for me though at least.,comparison,but,mid,you can go but catch some highlights for me though at least.,Thats a shame i was wanting to go tonight.
i will try to watch it ,i will most likely just listen as i will be busy.,comparison,but,mid,i will try to watch it but i will most likely just listen as i will be busy.,It will be airing on TBS at around seven is the time you should check it.
Curry is unstoppable.,what about lebron james?,comparison,but,begin,but what about lebron james?,"They have the best team, I think. Curry is unstoppable."
that's true.,i think the cavs will repeat this year.,comparison,but,begin,that's true. but i think the cavs will repeat this year.,"Well, the Warriors have Curry, Durant, and others. Cleveland can't rely on just LeBron!"
that's true.,now the cavs have a team that could win.,comparison,but,begin,that's true. but now the cavs have a team that could win.,He wanted to win a championship and he couldn't do it in Cleveland.
the celtics and the cavaliers are playing ,the cavaliers are ahead in 2 to 0.,comparison,but,mid,the celtics and the cavaliers are playing but the cavaliers are ahead in 2 to 0.,What about on the east coast?
that is what i'm thinking too ,i'd like it if the celtics made it to the finals instead of the cavaliers.,comparison,but,mid,that is what i'm thinking too but i'd like it if the celtics made it to the finals instead of the cavaliers.,Looks like it's going to be Golden State VS The Cavaliers in the finals then.
i can see why you'd think that ,it just limits teams that don't have those things.,comparison,but,mid,i can see why you'd think that but it just limits teams that don't have those things. i feelt if you work hard enough you can beat top talent.,Really? I think it comes down to having start players and proper coaching staff.
"i don't agree, i mean sure you can put in a large amount of effort and get better ",to beat the real professionals takes more.,comparison,but,mid,"i don't agree, i mean sure you can put in a large amount of effort and get better but to beat the real professionals takes more.",I can see why you'd think that but it just limits teams that don't have those things. I feelt if you work hard enough you can beat top talent.
that's true i honestly didn't think about it like that ,you are correct.,comparison,but,mid,that's true i honestly didn't think about it like that but you are correct.,That's what I mean. If you work hard enough in time you will become a start talent yourself and beat others.
the spurs...,theyll have a tough road...you know how the cavs just march through the east each year without any competiton...,comparison,but,mid,the spurs...but theyll have a tough road...you know how the cavs just march through the east each year without any competiton...,Who are you rooting for?
"yeah, me either ",i enjoy watching basketball.,comparison,but,mid,"yeah, me either but i enjoy watching basketball.",Oh cool.  I'm not a fan of either team.
i think the warriors right now ,it's anyone's game.,comparison,but,mid,i think the warriors right now but it's anyone's game.,Who is winning in the series?
