arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"yeah, their pitching staff is very young right now ",they have been doing okay.,comparison,but,mid,"yeah, their pitching staff is very young right now but they have been doing okay.","They have some pretty young players right now, don't they."
"i'm from boston, ",i love the red sox.,contingency,so,mid,"i'm from boston, so i love the red sox.","Hey, what's your favorite Major League Baseball team?"
"they're still third in the division, ",it's going to be close all year.,comparison,but,mid,"they're still third in the division, but it's going to be close all year.",Sure did. I'm glad they finally beat the Yankees.
"no, but i'd definitely like to visit there, ",it's one of the oldest stadiums in the league.,contingency,because,mid,"no, but i'd definitely like to visit there, because it's one of the oldest stadiums in the league.",Have you ever been to Fenway Park for a game?
could be.,"as long as barry bonds doesn't get in, i'm good with that.",comparison,but,begin,"could be. but as long as barry bonds doesn't get in, i'm good with that.",I think it's all a lot of political B.S.
was crazy he actually was perfect through 7 ,that one close pitch and he walked the pitcher of all people.,comparison,but,mid,was crazy he actually was perfect through 7 but that one close pitch and he walked the pitcher of all people.,"I quit watching in the 8th, thought for sure he'd blow it."
they left him in ,of the no hitter?,contingency,because,mid,they left him in because of the no hitter?,"The first batter up in the 9th, he actually hit  up on the shoulder...looked like he was done for...was his 111th pitch btw."
"that's good, ",this is really bad for chappy.,comparison,but,mid,"that's good, but this is really bad for chappy.","Yeah, but the Yankees at least have Betances to fill in as a reliable closer."
"well it could be managed, ",shoulder is serious opposed to elbow issues or other injuries.,comparison,but,mid,"well it could be managed, but shoulder is serious opposed to elbow issues or other injuries.",Now I'm worried.
"yeah, i thought my tv color was messed up ",everything looked pink.,contingency,because,mid,"yeah, i thought my tv color was messed up because everything looked pink.",Did you see the Orioles game yesterday?
he's not a liability defensively ,he's not living up to his reputation right now,comparison,but,mid,he's not a liability defensively but he's not living up to his reputation right now,"Yeah, I was starting to get worried about him."
"yes, not as many strikeouts, ",he held them to one run in 7 innings,comparison,but,mid,"yes, not as many strikeouts, but he held them to one run in 7 innings",Tanaka was masterful too
"i have always wanted to go to a game, ",just watch on tv,comparison,but,mid,"i'm jealous. i have always wanted to go to a game, but just watch on tv",I was at the game. Sat right behind home plate. It was awesome
"one thing i love to see never happens during the game, ",something we learn about after the fact.,comparison,but,mid,"one thing i love to see never happens during the game, but something we learn about after the fact.","Yeah, when a ball lands in their awful beer or their food and it explodes, I laugh my butt off."
"i wouldn't say they are my favorite team, ",they are hard not to hear about.,comparison,but,mid,"yes.  i wouldn't say they are my favorite team, but they are hard not to hear about.",Have you been following the New York Yankees this season?
"they had some bad seasons, ",they didn't seem to have a sustained span of being horrible.,comparison,but,mid,"i agree.  they had some bad seasons, but they didn't seem to have a sustained span of being horrible.","Yes, it seems like they rebuilt that team without truly rebuilding."
"people think it's all about spending money, ",you have to make smart decisions with that money.,comparison,but,mid,"agreed.  people think it's all about spending money, but you have to make smart decisions with that money.","Yes, I don't think the Yankees get enough credit for the smart front office decisions they do make."
yeah he has ,thats just how he is.,comparison,but,mid,yeah he has but thats just how he is. la will qualify for the postseason.,He has just been terrible in them.
"cleveland is good, ",i think detroit has a chance too.,comparison,but,mid,"cleveland is good, but i think detroit has a chance too.",I bet the Indians.
i meant to ,forgot to turn it on.,comparison,but,mid,i meant to but forgot to turn it on. did i miss anything?,Did you watch the game between the Braves and Marlins last night?
they played him 7 straight innings ,letting him rest his arm!,temporal,before,mid,not last night.. it was a stellar performance. they played him 7 straight innings before letting him rest his arm!,He has had some rough games lately. Only pitched 3 innings last week .
