arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"yeah,i did ",not the end.,comparison,but,mid,"yeah,i did but not the end.",Did you see the game last night Between the Astros and cubs?
Not sure how thats going to go based on reports.,"the team stayed in the family, so thats a good thing- you know when new owners come on, its always difficult for the players.. and it affects the game.",comparison,but,begin,"but the team stayed in the family, so thats a good thing- you know when new owners come on, its always difficult for the players.. and it affects the game.","Hey, speaking of the Tigers, they have a new owner.. guy named Ilitch. Not sure how thats going to go based on reports."
i was there a couple years ago- ,i prefer camden yards any day,comparison,but,mid,have you ever been to comerica park? i was there a couple years ago- but i prefer camden yards any day,"But the team stayed in the family, so thats a good thing- you know when new owners come on, its always difficult for the players.. and it affects the game."
"yea, i got to go for my birthday one year when the birds were in town ",i was there for work.. crystal clear view of the field and pitcher.,expansion,and,mid,"yea, i got to go for my birthday one year when the birds were in town and i was there for work.. crystal clear view of the field and pitcher. loved it.",Have you ever been to Comerica Park? I was there a couple years ago- but I prefer Camden Yards any day
"i'd like to get back to a game soon, ",its been so difficult with work.,comparison,but,mid,"i'd like to get back to a game soon, but its been so difficult with work. i think between trumbo, davis, and machado, it would be so much fun this season. they really are in their zone.","Yea, I got to go for my birthday one year when the birds were in town and I was there for work.. crystal clear view of the field and pitcher. Loved it."
"i hope to get to see the o's play tampa in june, ","depends on work.. i don't hear much about them or the marlins, and i live in florida!",comparison,but,mid,"i hope to get to see the o's play tampa in june, but depends on work.. i don't hear much about them or the marlins, and i live in florida! like they just dont exist in the news realm.",Well hopefully all that stuff has stopped and the Red Sox and O's will be civil in the next game against each other.
i heard they won ,didn't see who got the w.,comparison,but,mid,did matt harvey start last night?  i heard they won but didn't see who got the w.,I had to work late and missed the first half.  The second half was great.
"that guy should have been safe, ",sanchez put the glove in the right place.,comparison,but,mid,"he made that tag at home too.  that guy should have been safe, but sanchez put the glove in the right place.",Gary Sanchez caught a heck of a game last night.  I thought the ball was going to go right past him.
"i am not sure, ",would happy to look it up for you.,comparison,but,mid,"i am not sure, but would happy to look it up for you.  if you need someone to go with you, let me know.  i am free this weekend and would love to see the yanks.",Is Ben Heller pitching this weekend?  I want to go to a game and would really like to see him throw.
"so since 1994, that's 22 years, ",that's like 18 mill a year,contingency,so,mid,"alex rodriguez. he made over 399 million over his career. so since 1994, that's 22 years, so that's like 18 mill a year",I don't know. Whichever. What do they make? Who's the highest paid baseball player over his career?
"no he was born in new york, ",moved to dominican republic when he was young.,comparison,but,mid,"no he was born in new york, but moved to dominican republic when he was young.","That's an understatement. That's fantastic. That's the dream life for many. It's the American dream. Too bad he's a an immigrant from Dominican Republic, wait. that make it even more of the American Dream"
he definitely has it ,he pains people.,comparison,but,mid,he definitely has it but he pains people.,Yeah but his talent.
not only them ,the al central.,comparison,but,mid,not only them but the al central.,I am sure the White Sox are glad hes not around anymore.
"it really is, ",the brewers are looking good.,comparison,but,mid,"it really is, but the brewers are looking good. they have won 10 out of their last 12 games.",That is a long wait to try and complete a game.
baseball normally bores me ,this was awesome in the end.,comparison,but,mid,baseball normally bores me but this was awesome in the end.,This is the best game I've ever seen.
i like it ok ,you are right about this being one of the best games.,comparison,but,mid,i like it ok but you are right about this being one of the best games.,Baseball normally bores me but this was awesome in the end.
at first i thought the asteroids would win ,the vipers took it in the end.,comparison,but,mid,at first i thought the asteroids would win but the vipers took it in the end. can you believe how sudden the turn was?,I like it OK but you are right about this being one of the best games.
"yeah, one reason is ",center fielder starling marte is suspended until mid-july for violations.,contingency,because,mid,"yeah, one reason is because center fielder starling marte is suspended until mid-july for violations.","No, I didn't know that why?"
i had heard on nfl network that it had to do with some drug violation ,i don't know any details.,comparison,but,mid,i had heard on nfl network that it had to do with some drug violation but i don't know any details.,OH WOW! I did not know about all that. Why was Marte suspended?
you just never know what is going to happen in a season ,of injuries and whatnot!,contingency,because,mid,you just never know what is going to happen in a season because of injuries and whatnot! whats frazier's avg?,"Yep, Frazier is back after missing nearly three weeks with a strained left hamstring, and is on fire now!"
"frazier, the leadoff hitter, is 10 for 20 in his last four games, ",we will see what the rest of the season has to hold!,contingency,so,mid,"frazier, the leadoff hitter, is 10 for 20 in his last four games, so we will see what the rest of the season has to hold!","Oh okay, right on!"
"i'm originally from cleveland, ",i have always like the indians.,contingency,so,mid,"i'm originally from cleveland, so i have always like the indians.",I was rooting for the Cubs.
"the al central isn't too strong, ",they should be able to make it to the playoffs.,contingency,so,mid,"the al central isn't too strong, so they should be able to make it to the playoffs.",They seem to have a good chance to win it this year.
i grew up there and moved away.,i still like the red sox.,comparison,but,begin,i grew up there and moved away.  but i still like the red sox.,Is that where you live?
they've been saying that he won't be back in the game until after the all-star game.,i just read an article that says that he is rehabbing with them in st. louis and might be back on the field as early as june 1.,comparison,but,begin,sure is.  they've been saying that he won't be back in the game until after the all-star game.  but i just read an article that says that he is rehabbing with them in st. louis and might be back on the field as early as june 1.,Is Giants pitcher Madison Bumgarner still on the DL?
but i just read an article that says that he is rehabbing with them in st. louis ,might be back on the field as early as june 1.,expansion,and,mid,sure is.  they've been saying that he won't be back in the game until after the all-star game.  but i just read an article that says that he is rehabbing with them in st. louis and might be back on the field as early as june 1.,Is Giants pitcher Madison Bumgarner still on the DL?
i don't think so.,"grandahl told the press that they worked it out, apologized to each other, and it's over and done with.",comparison,but,begin,"i don't think so.  but grandahl told the press that they worked it out, apologized to each other, and it's over and done with.",Did anyone get thrown out?
he's only 21 and can hit anything.,that will all change as he gets older and the pitchers start to get him.,comparison,but,begin,he's doing great.  he looks like one of the dead end kids.  he's only 21 and can hit anything.  but that will all change as he gets older and the pitchers start to get him.,"How's the new kid, Christian Arroyo, doing?"
i dont think so ,what if theres no changes.,contingency,because,mid,i dont think so because what if theres no changes.,Then theres advertising dollars that are lost
they may be able to reduce some times in other places ,i am not sure what that would entail.,comparison,but,mid,they may be able to reduce some times in other places but i am not sure what that would entail.,I think you are on to something.
votto is always great ,where did cozart learn to hit all of the sudden?,comparison,but,mid,votto is always great but where did cozart learn to hit all of the sudden?,At least we have Votto and Cozart to watch.
he should be ,with all those cub and cardinals fans voting for their players he probably won't be.,comparison,but,mid,he should be but with all those cub and cardinals fans voting for their players he probably won't be.,Whatever he is doing is working.  He should be the All Star shortstop this year.
they start a series with colorado tonight ,that probably means a lot more runs scored.,contingency,so,mid,they start a series with colorado tonight so that probably means a lot more runs scored.  those guys can really hit.,He should be but with all those Cub and Cardinals fans voting for their players he probably won't be.
"and early 2000's sure, ",that was a different era,comparison,but,mid,"and early 2000's sure, but that was a different era","well, in the 90's..."
i like charlie hustle ,he's still tainted i suppose,comparison,but,mid,i like charlie hustle but he's still tainted i suppose,Not Pete Rose?
"i think it was dumb of him to do when they were losing, ",the braves should not been butthurt about it.,comparison,but,mid,"i think it was dumb of him to do when they were losing, but the braves should not been butthurt about it.",What do you think about his bat flip?
Was closer than the score showed though.,it was a good game?,contingency,so,begin,so it was a good game?,Five to Two. Was closer than the score showed though.
let's agree to disagree ,i gotta go the games about to start,comparison,but,mid,let's agree to disagree but i gotta go the games about to start,But they are not as good precisely.
"oh, i follow them a bit.","i follow the mariner more, did you catch any of that game.",comparison,but,begin,"oh, i follow them a bit. but i follow the mariner more, did you catch any of that game.",They were playing the Pirates.
"they lost though, ",not by a lot.,comparison,but,mid,"they lost though, but not by a lot. just one point.",They played again yesterday.
"same here, ",i don't think he's the greatest yankee player to play the game.,comparison,but,mid,"same here, but i don't think he's the greatest yankee player to play the game.",I'm so jealous! I used to love watching Derek play.
look man i'm not disagreeing with you ,derek jeter will never be on the same level of babe ruth.,comparison,but,mid,look man i'm not disagreeing with you but derek jeter will never be on the same level of babe ruth.,Derek Jeter was a 5x World Series Champion and won the Golden Glove 5x.
no i wasn't alive back then ,it's documented that he did.,comparison,but,mid,no i wasn't alive back then but it's documented that he did.,Your telling me you saw Babe Ruth hit 4 home runs in a single game?
yes i know ,the red sox arent exactly bad,comparison,but,mid,yes i know but the red sox arent exactly bad,lots of other baseball teams are still good
"Not consistently, anyway.",it does seem like they're getting their act together this year.,comparison,but,begin,but it does seem like they're getting their act together this year.,"They just haven't reached that level since then. Not consistently, anyway."
"yeah, but they shouldn't be jumping for joy ",they are only .500 at home.,contingency,because,mid,"yeah, but they shouldn't be jumping for joy because they are only .500 at home.",Not bad. Not bad at all. This is what has allowed them to be in first place.
well don't hold your breath ,the twins are going down.,contingency,because,mid,well don't hold your breath because the twins are going down.,It would be a really cool story though if they could pull it off.
i was exhausted ,"it was totally worth staying up for, he hit it in the black seats at the stadium.",comparison,but,mid,"i was exhausted but it was totally worth staying up for, he hit it in the black seats at the stadium.","Ha, by then I was fast asleep."
"i really wasn't sure why the yankees let brian mccann go to houston, ",now i see why watching sanchez.,comparison,but,mid,"i really wasn't sure why the yankees let brian mccann go to houston, but now i see why watching sanchez.","Yeah, I like the young core that the Yankees have with Judge, Gary Sanchez and Didi Gregorius."
"no, it was close ",someone hit a ball farther in miami.,comparison,but,mid,"no, it was close but someone hit a ball farther in miami.",Was that the longest homerun in the Major Leagues this year?
"yes, it was supposed to end after this season, ",they managed to sign him to one more year.,comparison,but,mid,"yes, it was supposed to end after this season, but they managed to sign him to one more year.","Bryce Harper's contract is ending soon, right?"
"well, i was worried about the cubs after last season, ",they seem to be underperforming so far.,comparison,but,mid,"well, i was worried about the cubs after last season, but they seem to be underperforming so far.","Yeah, making the postseason is just the first step. Think they can make it to the World Series?"
