arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"the trailer looked really awesome, ",i'm still not that excited to see it.,comparison,but,mid,"the trailer looked really awesome, but i'm still not that excited to see it.",The new Star Wars trailer that we just watched silly!
"yes, i know, i don't know if you know this, ",i even read all the non-canonical books as well.,comparison,but,mid,"yes, i know, i don't know if you know this, but i even read all the non-canonical books as well. i could never get enough.","Really, you? You are the biggest Star War fan that I know!"
"Oh and don't get me started on the ""convenient"" timing of everything.",it's star wars!,comparison,but,begin,but it's star wars!,"Also, she has never even seen a Millenium Falcon and fixes it better that Han! Oh and don't get me started on the ""convenient"" timing of everything."
"i remember al gore saying it was his favorite movie, ",i knew i loved him!,contingency,so,mid,"i love that movie!  i remember al gore saying it was his favorite movie, so i knew i loved him!  it has such an off beat, weird kind of humor!",Yes!  I was just thinking that I would love to see 'Local Hero' again.  Have you seen it?
"i never was a big  burt lancaster fan, ",he was great in this.,comparison,but,mid,"i never was a big  burt lancaster fan, but he was great in this.","I LOVE that movie!  I remember Al Gore saying it was his favorite movie, so I knew I loved him!  It has such an off beat, weird kind of humor!"
i didn't realize how many things were made from petroleum.,", dry cleaning fluid.",expansion,for instance,begin,"i know.  i didn't realize how many things were made from petroleum.  for instance, dry cleaning fluid.",I wonder how many beautiful places like that are destroyed by the oil industry.
i think you should watch the movie ,that you can find it out what story has made me like the movie,contingency,so,mid,i think you should watch the movie so that you can find it out what story has made me like the movie,and what is that?
"musicals are not my type either, ",they are pretty good when disney has a hand in them.,comparison,but,mid,"musicals are not my type either, but they are pretty good when disney has a hand in them.",Most of the time I do not go see those types of movies.
"i know, usually people say ""seven year itch"" or ""gentlemen prefer blondes""!",", i love her character in the movie, nell.",comparison,but,begin,"i know, usually people say ""seven year itch"" or ""gentlemen prefer blondes""! but, i love her character in the movie, nell.",That's not one I hear too often! What do you like the most about the movie?
she is a young woman who was just released from the mental hospital after attempting suicide ,her husband was lost overseas during world war two.,contingency,because,mid,very different from monroe's other characters! she is a young woman who was just released from the mental hospital after attempting suicide because her husband was lost overseas during world war two.,What is Nell Like?
she is a young woman who was just released from the mental hospital ,attempting suicide because her husband was lost overseas during world war two.,temporal,after,mid,very different from monroe's other characters! she is a young woman who was just released from the mental hospital after attempting suicide because her husband was lost overseas during world war two.,What is Nell Like?
"well, the main storyline is that her uncle works as a elevator man ",is letting nell have a gig babysitting one of the guest's childern while they attend some banquet.,expansion,and,mid,"it is very dramatic, almost a dark noir, sort of like ""niagra"" in a way. well, the main storyline is that her uncle works as a elevator man and is letting nell have a gig babysitting one of the guest's childern while they attend some banquet.","Wow, that sounds dramatic, not like the light hearted comedies she was in before. What is the main storyline, without giving away any spoilers!"
"of course, as is with these types of movies, nell doesn't simply do as she's told and watch the girl, ",her eyes wonder to a gentlemen across the hotel's next building.,comparison,but,mid,"yeah! of course, as is with these types of movies, nell doesn't simply do as she's told and watch the girl, but her eyes wonder to a gentlemen across the hotel's next building. i'll leave it there!",Seems interesting already!
"of course, as is with these types of movies, nell doesn't simply do as she's told ","watch the girl, but her eyes wonder to a gentlemen across the hotel's next building.",expansion,and,mid,"yeah! of course, as is with these types of movies, nell doesn't simply do as she's told and watch the girl, but her eyes wonder to a gentlemen across the hotel's next building. i'll leave it there!",Seems interesting already!
"no one as big a monroe, that's for sure.",", it does have anne bancroft playing a minor role as a hotel singer.",comparison,but,begin,"no one as big a monroe, that's for sure. but, it does have anne bancroft playing a minor role as a hotel singer.",Is there any other big  name stars in it?
"well, like i said, it is very early in her career, ","she is not all ""sexed"" up like she was in other films.",expansion,and,mid,"well, like i said, it is very early in her career, and she is not all ""sexed"" up like she was in other films. the theme is also dark, about suicide, and i think it might scare some people. i also admit, sometimes it borders on the melodramatic, but, i really love it! i love seeing her playing a serious role like that.",Why do you think it's one of her lesser known roles?
"i also admit, sometimes it borders on the melodramatic, ",", i really love it!",comparison,but,mid,"well, like i said, it is very early in her career, and she is not all ""sexed"" up like she was in other films. the theme is also dark, about suicide, and i think it might scare some people. i also admit, sometimes it borders on the melodramatic, but, i really love it! i love seeing her playing a serious role like that.",Why do you think it's one of her lesser known roles?
"no, i haven't, ",it looks really funny!,comparison,but,mid,"you mean snatched? no, i haven't, but it looks really funny!",Have you seen the new Amy Schumer movie?
i've been dying to see it ,everyone i know has already seen it and i hate going to the movies alone.,comparison,but,mid,i agree! i've been dying to see it but everyone i know has already seen it and i hate going to the movies alone.,Well this movie sounds like a total must-see.
"i've never heard of him, ","with this cast, i'm willing to take the chance on a director i've never heard of.",comparison,but,mid,"someone called jonathan levine. i've never heard of him, but with this cast, i'm willing to take the chance on a director i've never heard of.","Awesome, it's a date. Hey, out of curiosity, do you know who directed the movie?"
"it has 8 out of 10 stars, ",it the reviews have been phenomenal so far .,contingency,so,mid,"it has 8 out of 10 stars, so it the reviews have been phenomenal so far .",Sounds action packed.  What kind of reviews has it gotten so far?
they almost make it ,then get caught at the last minute.,comparison,but,mid,they almost make it but then get caught at the last minute.,Do they make it?
adam sandler was her co star in that one.,her first movie was et,comparison,but,begin,adam sandler was her co star in that one. but her first movie was et,"I love the Wedding SInger, that is one funny movie."
"oh i think it was a great movie, ",it had its time you know what i mean?,comparison,but,mid,"oh i think it was a great movie, but it had its time you know what i mean?",so what do you think of gone with the wind.
"no i know what you mean, back then it racism was accepted it was the norm,.",now it is very racist by our politically correct standards.,comparison,but,begin,"no i know what you mean, back then it racism was accepted it was the norm,. but now it is very racist by our politically correct standards.",ok but how is it racist if that how people really were back them.
its funny she's a british girl and had to do a southern girls accent ,clark refused to so a southern accent.,comparison,but,mid,its funny she's a british girl and had to do a southern girls accent but clark refused to so a southern accent. it you listen he has no accent at all.,ya i also heard that she and clark gable didn't like each other.
also clark had the original director removed ,he thought he was a lady director.,contingency,because,mid,also clark had the original director removed because he thought he was a lady director.,"hey that's right captain butler has no southern accent, i never thought about that."
yes  that's true ,isn't great they did such a good job on the trailer that it made you want to see it.,comparison,but,mid,yes  that's true but isn't great they did such a good job on the trailer that it made you want to see it.,Timothy Hutton is the only famous actor in it that I knew.
why is it we are not ,accepting of unknowns.,contingency,so,mid,i see where you are going with this. why is it we are not so accepting of unknowns.,That is true. Why is it we are always so ready to watch movies if they have one actor we know and it could be bad.
yeah think of some jewels we may have missed out on just ,"there wasn't a ""known"" actor?",contingency,because,mid,"yeah think of some jewels we may have missed out on just because there wasn't a ""known"" actor?",I see where you are going with this. Why is it we are not so accepting of unknowns.
not giving someone a chance ,you don't know them.,contingency,because,mid,wow isn't that a good metaphor for life. not giving someone a chance because you don't know them.,"Yeah think of some jewels we may have missed out on just because there wasn't a ""known"" actor?"
i remembered the name of the movie ,don knotts was not even on my mind.,comparison,but,mid,i had to look it up. i remembered the name of the movie but don knotts was not even on my mind.,Okay I am back. Did you get the answer without looking it up?
"this might sound weird, ",punch drunk love is my favorite of his.,comparison,but,mid,"this might sound weird, but punch drunk love is my favorite of his.",What's your favorite Adam Sandler movie?
i haven't seen that film in years ,"you're right, it was really good.",comparison,but,mid,"i haven't seen that film in years but you're right, it was really good.","This might sound weird, but Punch Drunk Love is my favorite of his."
philip seymour hoffman has played a lot of weird roles ,his mattress man role was even weird for him.,comparison,but,mid,philip seymour hoffman has played a lot of weird roles but his mattress man role was even weird for him.,"Yeah, it's a drama with some subtle, dysfunctional comedy."
"yeah, you really start to feel sorry for sandler's character ","almost everyone around him treats him like garbage, especially the mattress man.",contingency,because,mid,"yeah, you really start to feel sorry for sandler's character because almost everyone around him treats him like garbage, especially the mattress man.",Philip Seymour Hoffman has played a lot of weird roles but his mattress man role was even weird for him.
"no, i haven't ",i do plan to see it soon with my friends.,comparison,but,mid,"no, i haven't but i do plan to see it soon with my friends.",Have you seen the movie Lion which was released in 2017?
the entire movie is pretty much in english except for some initial scenes.,"don't worry, they have provided subtitles.",comparison,but,begin,"the entire movie is pretty much in english except for some initial scenes. but don't worry, they have provided subtitles.",Is the movie with English subtitles or are the dialogues in English?
"yeah, maybe a little bit, ",that's part of the charm.,comparison,but,mid,"yeah, maybe a little bit, but that's part of the charm.","Well, I felt like a good portion of people's lines were predictable."
"if you say so, ",i did like the new darth vader like guy.,comparison,but,mid,"if you say so, but i did like the new darth vader like guy.","Yeah, maybe a little bit, but that's part of the charm."
"he was kind of a brat, ",he was at least fun to watch.,comparison,but,mid,"he was kind of a brat, but he was at least fun to watch.","Yeah he was a cool character, a little whiny though."
"yeah i didn't like it either, ",i guess it had to be done.,comparison,but,mid,"yeah i didn't like it either, but i guess it had to be done.","I can't wait for the next movie to come out, I hated that cliffhanger ending."
"i'm sure it is cheesy, ",i have a soft spot for bad movies.,comparison,but,mid,"i'm sure it is cheesy, but i have a soft spot for bad movies.",I heard that movie was cheesy.
"it has made over $64 million dollars, ",not bad for a kids movie.,contingency,so,mid,"it has made over $64 million dollars, so not bad for a kids movie.",How much ahas the box office made so far?
there are so many good movies when it comes to love movies ,the notebook is one of my favorites.,comparison,but,mid,there are so many good movies when it comes to love movies but the notebook is one of my favorites.,I read that book also.
"me too, ",it is sad and bittersweet.,comparison,but,mid,"me too, but it is sad and bittersweet.",I like how they are in the nursing home together.
"not at all, i mean there is a dead kid and kiefer sutherland plays a really bad dude ",that's about it.,comparison,but,mid,"not at all, i mean there is a dead kid and kiefer sutherland plays a really bad dude but that's about it.","It most definitely was, and it's not really a horror film is it?"
you know who was in that movie ,looks completely different today?,comparison,but,mid,you know who was in that movie but looks completely different today?,"Yeah, he was kind of scary. He was definitely a mean dog, might have had rabies or something."
"well i don't want to give too much away, ",adams plays a linguist that learns how to communicate with the aliens.,comparison,but,mid,"well i don't want to give too much away, but adams plays a linguist that learns how to communicate with the aliens.","Interesting, so how do we communicate with them."
"i love that one, ",its not my favorite.,comparison,but,mid,"i love that one, but its not my favorite. why is it your favorite?",Probably Pokemon The Movie 2000.
"wow, he looks good for the role, ",that's a lack of commitment.,comparison,but,mid,"wow, he looks good for the role, but that's a lack of commitment.","Hahaha, no.  I'm pretty sure he just has regular hair, nothing special."
"i can't remember, ",i think rob lowe would have done well in that roll.,comparison,but,mid,"i can't remember, but i think rob lowe would have done well in that roll.",Who was the guy that played her boyfriend?
