arg1,arg2,relation,connective,type,original_utt,original_utt_prev
i liked nwa too ,it was just boring.,comparison,but,mid,i liked nwa too but it was just boring.,are you serious?
i'm a little late to the movie game.,wasn't it adorable?,comparison,but,begin,i'm a little late to the movie game. but wasn't it adorable?,I saw it when it first came out! You're only seeing it now?
"well, i think they have some kind of marvel deal, ",it makes sense.,contingency,so,mid,"well, i think they have some kind of marvel deal, so it makes sense.","Yep, I think they just got it recently."
"i love the marvel movies, ",i am glad netflix gets a lot of them.,contingency,so,mid,"i know. i love the marvel movies, so i am glad netflix gets a lot of them.","Well, I think they have some kind of Marvel deal, so it makes sense."
chronologically its tough ,there are so many comics.,contingency,because,mid,chronologically its tough because there are so many comics.,In what sense?
i love those movies ,why are they your favorites?,comparison,but,mid,i love those movies but why are they your favorites?,Well two actually. ET and Raiders of the Lost Arc.
there were a couple of funny parts ,i wouldn't describe it as hilarious.,comparison,but,mid,what do you mean hilarious? there were a couple of funny parts but i wouldn't describe it as hilarious.,"No not that one, it was just hilarious."
so my mom and i were having issues ,i was pissed she wouldn't let me come home early when i was miserable.,contingency,because,mid,so my mom and i were having issues because i was pissed she wouldn't let me come home early when i was miserable.,What do you mean hilarious? There were a couple of funny parts but I wouldn't describe it as hilarious.
"my mother who is petrified of snakes, cleared the chair and had her butt ",feet both on the back part of the chair where she stayed while watching the rest of the movie.,expansion,and,mid,"remember when harrison ford fell down into the chamber with the snakes and the cobra stood up in front of his face? my mother who is petrified of snakes, cleared the chair and had her butt and feet both on the back part of the chair where she stayed while watching the rest of the movie.",Ok so why was it so funny?
did you know his work dates back to the spaghetti westerns...,he was eating matzah balls in this movie.,comparison,although,mid,eli wallach. did you know his work dates back to the spaghetti westerns...although he was eating matzah balls in this movie.,Even the old guy next door was funny!
"the story overall wasn't that great, ",i just like these types of thrillers.,comparison,but,mid,"yeah that makes sense. the story overall wasn't that great, but i just like these types of thrillers.",But I guess they had to figure out some way to threaten them without actually being in the building right?
maybe it's ,"it was set in the old plotline, with darth vader even.",contingency,because,mid,"maybe it's because it was set in the old plotline, with darth vader even.",I totally agree. It felt more like one of the originals than the new ones like Force Awakens.
"i'm not sure who plays the sorcerer, ",idris elba plays the gunslinger.,comparison,but,mid,"i'm not sure who plays the sorcerer, but idris elba plays the gunslinger. and he's awesome!",Who plays the gunslinger and the sorcerer?
i could see it.,"for now, he's roland, the gunslinger.",comparison,but,begin,"i could see it. but for now, he's roland, the gunslinger.",Yep. I heard they might make him the next James Bond.
"well, i hadn't really thought about it like that, ","yeah, you are right, it does.",comparison,but,mid,"well, i hadn't really thought about it like that, but yeah, you are right, it does.",Sounds like your typical dying girl romance story.
"i am not going to get into spoilers, ","in the end, they end up together.",comparison,but,mid,"i am not going to get into spoilers, but in the end, they end up together.",So what happens?
the acting was great; ,", i don't recall seeing any of the actors before.",comparison,although,mid,"the acting was great; although, i don't recall seeing any of the actors before.",So how was the acting?
i think one of my favorite scenes was when he was playing ,"the ball wouldn't go in and he says, ""kiss my white ass ball!""",expansion,and,mid,"i think one of my favorite scenes was when he was playing and the ball wouldn't go in and he says, ""kiss my white ass ball!""",Yes! I had forgotten the name.I loved it.
And they have restored the films as well.,they look good up on the big screen?,contingency,so,begin,so they look good up on the big screen?,"Oh, definitely! And they have restored the films as well."
"yea, i like no country a little bit more ",it might just be because it is more modern.,comparison,but,mid,"yea, i like no country a little bit more but it might just be because it is more modern.",Both of those are classics.
"yea, i like no country a little bit more but it might just be ",it is more modern.,contingency,because,mid,"yea, i like no country a little bit more but it might just be because it is more modern.",Both of those are classics.
"hahaha i see, ",what were your suggestions?,contingency,so,mid,"hahaha i see, so what were your suggestions?","i think the girl loves movies and cinema so guess Danny probably doing it for her, he called asking me list of great movies as the girl wanted to watch whatever Danny chooses."
"yeah ive seen the full movie myself, though can't be compared with other faf for 1 - 7 ",still it has that action and intrigue that comes with previous faf.,comparison,but,mid,"yeah ive seen the full movie myself, though can't be compared with other faf for 1 - 7 but still it has that action and intrigue that comes with previous faf.","Oh i see , that seems like a great movie, i saw a teaser of it."
"oh no, i gave me little summary of all the suggested movies storyline ","he loved "" logan"" and believes his date would also.",expansion,and,mid,"oh no, i gave me little summary of all the suggested movies storyline and he loved "" logan"" and believes his date would also.",I guess Danny would watch that.
i've only seen totoro ,i loved it!,comparison,but,mid,i've only seen totoro but i loved it! it was such a cute film.,Yes that is! I love their films.
i wish i could make a suggestion ,i've only seen one studio ghibli film.,comparison,but,mid,i wish i could make a suggestion but i've only seen one studio ghibli film.,I agree. I'm not sure which one to watch though.
i would recommend all of them!,you could start with spirited away.,comparison,but,begin,i would recommend all of them! but you could start with spirited away.,Which other one would you recommend?
it can be biased ,it makes sense for women to see it with each other.,comparison,but,mid,i am neutral about it.  it can be biased but it makes sense for women to see it with each other.,What do you think of the female only screening that they had?
"tom cruise is a great actor, ",i didn't like him for that as well.,comparison,but,mid,"tom cruise is a great actor, but i didn't like him for that as well.",I did not like that one at all.
i heard the acting was good ,the ending was confusing.,comparison,but,mid,i heard the acting was good but the ending was confusing.,"No way, Christian Bale did an awesome job as Patrick Bateman."
i haven't seen it ,maybe i should check it out.,contingency,so,mid,"oh, cool.  i haven't seen it so maybe i should check it out.",It was supposed to be that way.  You were supposed to interpret it yourself instead of giving a concrete ending.
