arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"it's stuff that could happen, ",probably wont'.,comparison,but,mid,"well, for example sci-fi isn't reality to me.  it's stuff that could happen, but probably wont'.",What do you mean by that?
"It's stuff that could happen, but probably wont'.",", that's why i like it so much.",comparison,but,begin,"but, that's why i like it so much.  you sort of get taken away by the fantasty of it all.","Well, for example sci-fi isn't reality to me.  It's stuff that could happen, but probably wont'."
"yeah, i guess ",i just can't sit still watching that type of movie.,comparison,but,mid,"yeah, i guess but i just can't sit still watching that type of movie.  i just have to get up and do something else.","But, that's why I like it so much.  You sort of get taken away by the fantasty of it all."
"oh, yeah i saw that and it was scary, ",i really enjoyed watching it.,comparison,but,mid,"oh, yeah i saw that and it was scary, but i really enjoyed watching it.","I really liked Cape Fear, I think there are two versions.  This one had Robert Diniro"
very funny.,we've talked about some recent movies.,comparison,but,begin,very funny.  but we've talked about some recent movies.,"Well, do you like any movies from this century?"
"well there aren't car chases, ","the actress, someone named ronan i believe, is wonderful, and there is the conflict between her being irish and her italian boyfriend.",comparison,but,mid,"well there aren't car chases, but the actress, someone named ronan i believe, is wonderful, and there is the conflict between her being irish and her italian boyfriend.",That doesn't sound very exciting.
"well there aren't car chases, but the actress, someone named ronan i believe, is wonderful, ",there is the conflict between her being irish and her italian boyfriend.,expansion,and,mid,"well there aren't car chases, but the actress, someone named ronan i believe, is wonderful, and there is the conflict between her being irish and her italian boyfriend.",That doesn't sound very exciting.
"well, the main drama comes when she's called back to ireland ",must decide between an irish suitor and her boyfriend in america.,expansion,and,mid,"well, the main drama comes when she's called back to ireland and must decide between an irish suitor and her boyfriend in america.  i won't spoil the ending for you.",There must be more.
"marky mark, ",don't call him that.,comparison,but,mid,"marky mark, but don't call him that.",He is pretty terrible.
it was good ,i like the first one the best.,comparison,but,mid,it was good but i like the first one the best.,No I didn't see that one.
"not great, ",i liked that they had a lot of action,comparison,but,mid,"not great, but i liked that they had a lot of action",That movie surprised me with how well it came out.
"so you told me you don't  like traditional hollywood musicals, ",you like phantom of the opera and mama mia.,comparison,but,mid,"so you told me you don't  like traditional hollywood musicals, but you like phantom of the opera and mama mia.",I love any action with batman and Superman.
"yes, i saw a stage version with zero mostel, who was known for the part, ","to me, not as good.",comparison,but,mid,"yes, i saw a stage version with zero mostel, who was known for the part, but to me, not as good.",Topol was amazing as Tevye.
"well, tzeitel was plain ","you come to see her as beautiful, but hodel was a beauty.",comparison,but,mid,"well, tzeitel was plain but you come to see her as beautiful, but hodel was a beauty.",They were all beautiful.
"well, tzeitel was plain but you come to see her as beautiful, ",hodel was a beauty.,comparison,but,mid,"well, tzeitel was plain but you come to see her as beautiful, but hodel was a beauty.",They were all beautiful.
"i hate to watch his stuff because of that,",they are always great stories,comparison,but,mid,"i hate to watch his stuff because of that,but they are always great stories","That's true, I wonder why"
i hate to watch his stuff ,"of that,but they are always great stories",contingency,because,mid,"i hate to watch his stuff because of that,but they are always great stories","That's true, I wonder why"
"josh brolin's character is the one who's on the run during the whole movie, ",he's not the bad guy.,comparison,but,mid,"yeah, absolutely. josh brolin's character is the one who's on the run during the whole movie, but he's not the bad guy.",I love him. He's a great actor.
"josh brolin and tommy lee jones deserved oscars too, ",i think only bardem was nominated and won.,comparison,but,mid,"yeah, i think he did. josh brolin and tommy lee jones deserved oscars too, but i think only bardem was nominated and won.",Didn't he win an Oscar for that role?
"i have some free time next week, ",that's what i'll do.,contingency,so,mid,"thanks. i have some free time next week, so that's what i'll do.",I would definitely recommend you see it.
"i thought it was the best he could with the cirucmstances, good film ",i wish we could have gotten more.,comparison,but,mid,"i thought it was the best he could with the cirucmstances, good film but i wish we could have gotten more.",What did you think about Joss Whedon ending Firefly with Serenity?
"yeah bittersweet for sure, ",overall i thought it was a fitting ending.,comparison,but,mid,"yeah bittersweet for sure, but overall i thought it was a fitting ending.","I thought it was the best he could with the cirucmstances, good film but I wish we could have gotten more."
"yeah doomed to kind of fail in the money department, ",succeeded in a lot of ways.,comparison,but,mid,"yeah doomed to kind of fail in the money department, but succeeded in a lot of ways.","Yeah it relied heavily on knowledge of the show, was not good standalone."
"yeah you can tell it didn't have some of the same vibes as the show, ",that's due to the length.,comparison,but,mid,"yeah you can tell it didn't have some of the same vibes as the show, but that's due to the length.",The tone of the movie was kind of jarring.
i am not entirely sure ,i have not watched to many movies last year.,contingency,because,mid,i am not entirely sure because i have not watched to many movies last year.,What was the worst movie for you of last year?
i am too ,that art though!,comparison,but,mid,i am too but that art though!,I am looking forward to spiderman Homecoming
i know it looks horrible ,the trailer was awesome,comparison,but,mid,i know it looks horrible but the trailer was awesome,I am too but that art though!
"i gave it a try, ",the new freddy wasn't frightening at all.,comparison,but,mid,"totally. i gave it a try, but the new freddy wasn't frightening at all.",I completely agree. Robert Englund is the only Freddy Kruegar.
i was young when it came out ,i wasn't expecting the main girl to die.,comparison,but,mid,me too. i was young when it came out but i wasn't expecting the main girl to die.,I remember being completely shocked by that.
i saw the first one ,that's it.,comparison,but,mid,not really. i saw the first one but that's it.,"Are you into the ""Fast and Furious"" movies?"
"yeah, the book is great ",the movie even better.,comparison,but,mid,"yeah, the book is great but the movie even better.",They all were. That movie was based on a book you know.
my favorite type of movies are action ,they can keep my attention the most.,contingency,because,mid,my favorite type of movies are action because they can keep my attention the most.,I love movies. What genre are you in the mood to watch?
"not sure, ",i can watch his old movies over and over.,comparison,but,mid,"not sure, but i can watch his old movies over and over.",I love him. Has he done anything new lately?
"there were actors i recognized,",didn't know their names.,comparison,but,mid,"there were actors i recognized,but didn't know their names.","Yes, he can play so many different genres."
"amanda is getting married and wants her dad at her wedding, ",doesn't know who he is.,comparison,but,mid,"amanda is getting married and wants her dad at her wedding, but doesn't know who he is.",That's an interesting cast. What's it about?
"some better than others, ",all are good.,comparison,but,mid,"surprisingly, yes! some better than others, but all are good.",Can they all sing?
i liked it overall ,i just can't get into old movies for some reason.,comparison,but,mid,i liked it overall but i just can't get into old movies for some reason.,Oh cool what did you think?
i'm not sure if it's the way people acted back then ,if i just can't get into black and white film.,expansion,or,mid,i'm not sure if it's the way people acted back then or if i just can't get into black and white film.,What's the problem?
"for example i don't read a lot because i can't use my imagination as well, ",i turn to movies.,contingency,so,mid,"for example i don't read a lot because i can't use my imagination as well, so i turn to movies.",Without being confrontational yeah I know what you're saying.
for example i don't read a lot ,"i can't use my imagination as well, so i turn to movies.",contingency,because,mid,"for example i don't read a lot because i can't use my imagination as well, so i turn to movies.",Without being confrontational yeah I know what you're saying.
"yeah, and a really good one, ",it was an example based around how things are presented.,comparison,but,mid,"yeah, and a really good one, but it was an example based around how things are presented.",But It's A Wonderful Life is a movie.
i'd rather you not ,i likely won't get to them.,contingency,because,mid,i'd rather you not because i likely won't get to them.,"I see what you're saying, though I have some recommendations of older films you might like."
"it's about a woman that cancels her wedding a month before, ",another woman takes over the reservation even though she doesn't have a fiance.,expansion,and,mid,"it's about a woman that cancels her wedding a month before, and another woman takes over the reservation even though she doesn't have a fiance.","Oh, I've never heard of it. What's it about?"
it's about a woman that cancels her wedding a month ,", and another woman takes over the reservation even though she doesn't have a fiance.",temporal,before,mid,"it's about a woman that cancels her wedding a month before, and another woman takes over the reservation even though she doesn't have a fiance.","Oh, I've never heard of it. What's it about?"
"i went to see it expecting your average romantic comedy, ","this also had tastes of religious faith, loneliness, and culture.",comparison,but,mid,"it was really wonderful.  i went to see it expecting your average romantic comedy, but this also had tastes of religious faith, loneliness, and culture.",What did you think of it?
there are really strong characters ,it's easy to get sucked in.,contingency,so,mid,yeah he might!  there are really strong characters so it's easy to get sucked in.,I'll have to convince my boyfriend to go this weekend.  He might enjoy it.
"it's so quirky and dumb i can see why people might not like it, ",i love it.,comparison,but,mid,"it's so quirky and dumb i can see why people might not like it, but i love it.","Oh Hot Rod is a great choice, nobody I know has seen it."
i don't know enough about that to answer ,it seems like it.,comparison,but,mid,i don't know enough about that to answer but it seems like it.,This was the Lonely Island's first big movie I think right?
they both are in different movies ,seem like they could be a team,comparison,but,mid,they both are in different movies but seem like they could be a team,I think they both together could make a great team in movies
"i have no idea, ",i have seen the british guy in other movies.,comparison,but,mid,"i have no idea, but i have seen the british guy in other movies.",Do you know the names of the two male actors who she thinks may be the dad?
"i liked that movie, ",i wouldn't call it my favorite.,comparison,but,mid,"i liked that movie, but i wouldn't call it my favorite. my favorite is stranger than fiction.",Probably Juno. It is such a risky movie on teen pregnancy.
"i never saw those movies, ",i remember hearing about them.,comparison,but,mid,"oh, that's right!  i never saw those movies, but i remember hearing about them.",He was in Jurassic World and Passengers.
"i can understand that, ",really i love both.,comparison,but,mid,"i can understand that, but really i love both.","I might do that.  I'm afraid I won't like Jurassic World as much as the originals, though/"
"it makes you think and inspires a sense of curiosity and wonder the entire time, while amy adams was superb in her role, ",i would have to say she is now my favorite actress.,expansion,and,mid,"the way they developed the plot was unique. it makes you think and inspires a sense of curiosity and wonder the entire time, while amy adams was superb in her role, and i would have to say she is now my favorite actress.",Wow. What do you think makes it so great?
"i think she's a good actress, ",i haven't loved all of her movies.,comparison,but,mid,"that's cool. i think she's a good actress, but i haven't loved all of her movies.","The way they developed the plot was unique. It makes you think and inspires a sense of curiosity and wonder the entire time, while Amy Adams was superb in her role, and I would have to say she is now my favorite actress."
"she doesn't look like a supermodel, ","there is something sweet and charming about her, even though she gives an impression of being extremely smart.",comparison,but,mid,"i think i know what you mean. she doesn't look like a supermodel, but there is something sweet and charming about her, even though she gives an impression of being extremely smart.","I would say she brings a certain magic to the screen, even if she is not a knockout in the looks department. I do find her curiously very attractive somehow, nevertheless."
"she doesn't look like a supermodel, but there is something sweet ","charming about her, even though she gives an impression of being extremely smart.",expansion,and,mid,"i think i know what you mean. she doesn't look like a supermodel, but there is something sweet and charming about her, even though she gives an impression of being extremely smart.","I would say she brings a certain magic to the screen, even if she is not a knockout in the looks department. I do find her curiously very attractive somehow, nevertheless."
"well, it's not really a very original premise for a movie, ",it was just executed extremely well.,comparison,but,mid,"well, it's not really a very original premise for a movie, but it was just executed extremely well. the writing, directing, acting, etc. just made it a great overall movie.",What else do you think makes this movie so terrific?
"it was a really great movie, ",it wasn't truly ground breaking and it didn't make any social or political statements that usually leads to a best picture nomination.,comparison,but,mid,"it was a really great movie, but it wasn't truly ground breaking and it didn't make any social or political statements that usually leads to a best picture nomination.",Do you think this is the kind of movie that could win the Oscar for best picture?
"it was a really great movie, but it wasn't truly ground breaking ",it didn't make any social or political statements that usually leads to a best picture nomination.,expansion,and,mid,"it was a really great movie, but it wasn't truly ground breaking and it didn't make any social or political statements that usually leads to a best picture nomination.",Do you think this is the kind of movie that could win the Oscar for best picture?
"been wanting to see alien:covenant as well, ",i haven't had a chance to go to theaters.,comparison,but,mid,"been wanting to see alien:covenant as well, but i haven't had a chance to go to theaters.","Well, that's a given!"
"maybe a little, ",this seems like a complete overhaul.,comparison,but,mid,"maybe a little, but this seems like a complete overhaul.","Yeah, but that character needed a little updating."
"the humans were basically destroying their own lives, ",it was similar to the climate of society today.,contingency,so,mid,"it was a more modern take.  the humans were basically destroying their own lives, so it was similar to the climate of society today.",What was the story line?
"it was actually a simple movie, ","it was made well, so it made it better.",comparison,but,mid,"it really wasn't that complicated.  it was actually a simple movie, but it was made well, so it made it better.",Wow that sounds deep and kind of complicated.
"it was actually a simple movie, but it was made well, ",it made it better.,contingency,so,mid,"it really wasn't that complicated.  it was actually a simple movie, but it was made well, so it made it better.",Wow that sounds deep and kind of complicated.
"well the humans and aliens just want to procreate and make the world their own, ",it makes a battle.,contingency,so,mid,"well the humans and aliens just want to procreate and make the world their own, so it makes a battle.",What did you mean by humans destroying their own lives?
"yeah most of them did, ",you can't get too attached.,contingency,so,mid,"yeah most of them did, so you can't get too attached.",Did a lot of the characters die?
"that's always hard for me, ",i can try.,comparison,but,mid,"that's always hard for me, but i can try.","Yeah most of them did, so you can't get too attached."
oh yeah there is ,it was bad.,comparison,but,mid,oh yeah there is but it was bad.,I heard there is a sequel.
"well, you should definitely see it ",you see the first one.,temporal,before,mid,"well, you should definitely see it before you see the first one.","Believe it or not, I haven't!"
"i mean, you don't have to, ",", it's super fun and you'll get the characters more and stuff.",comparison,but,mid,"i mean, you don't have to, but, it's super fun and you'll get the characters more and stuff.",Ok.
"that would have to be the original halloween, ",rob zombie did a pretty good remake.,comparison,although,mid,"that would have to be the original halloween, although rob zombie did a pretty good remake.","I guess I get what you mean, which cult classic was the scariest for you then?"
"i can understand that, ","to me, the original is much scarier.",comparison,but,mid,"i can understand that, but to me, the original is much scarier.","I really liked that about his remake too, one of the reasons I liked the remake better."
"no, i really liked the plots of the saw movies too, ",i like the torture.,comparison,but,mid,"no, i really liked the plots of the saw movies too, but i like the torture.",So youre more into the gore than the actual plot of movies?
"i haven't seen that yet, ",it looks good.,comparison,but,mid,"i haven't seen that yet, but it looks good.  it has creatures in it , right, and the china wall?","Well, I wanted to go see the movie The Great Wall, with Matt Damon in it.  Have you seen the previews for it?"
yeah i saw the trailer and he looks pretty funny ,my fav villian in the series is scarlet overkill from the minion movie.,comparison,but,mid,yeah i saw the trailer and he looks pretty funny but my fav villian in the series is scarlet overkill from the minion movie.,End of June.  It looks really funny.  The villian is some 80s guy who wears shoulder pads and has dance offs.
well gru's twin has hair and dresses in white ,he is the total opposite of gru.,contingency,so,mid,well gru's twin has hair and dresses in white so he is the total opposite of gru.,That's weird since they never mentioned him having a brother.  Do they look alike?
it's a total departure for steve carell ,i've noticed he is doing more interesting movies.,comparison,but,mid,yes i've seen the movie the way way back.  it's a total departure for steve carell but i've noticed he is doing more interesting movies.,I think so.  Speaking of Steve Carell I recently watched a movie where he plays a jerk stepdad.
they must have had some chemistry ,they did lala land together too!,contingency,because,mid,they must have had some chemistry because they did lala land together too!,Yes and Emma Stone.  I thought they were so cute together.
yeah it was entertaining ,their were other oscar worthy films i liked better.,comparison,but,mid,yeah it was entertaining but their were other oscar worthy films i liked better.,I haven't seen that yet.  Was it any good?
i have plenty of them ,i would have to say starwars.,comparison,but,mid,i have plenty of them but i would have to say starwars.,What was your favorite movie growing up as a child?
new hope was great ,i'm a have to go with return of the jedi.,comparison,but,mid,new hope was great but i'm a have to go with return of the jedi.,Which Starwars movie are you talking about? The New Hope?
"yeah, i thought it was pretty good ",hated that han solo died.,comparison,but,mid,"yeah, i thought it was pretty good but hated that han solo died.",Did you get to see the newest Starwars movie The Force Awakens?
i mean he is a great actor ,their was something missing something not as good,comparison,but,mid,i mean he is a great actor but their was something missing something not as good,No way that is not true as far as actors go Nicholson wins
"i generally don't either, ",this one is a must see.,comparison,but,mid,"i generally don't either, but this one is a must see.",No. I don't go for subtitled movies.
"i didn't like it the first time i saw it, ","the more i watched, they more i enjoyed it.",comparison,but,mid,"they were so beautiful in that. i didn't like it the first time i saw it, but the more i watched, they more i enjoyed it.",I liked Into the Blue with him and Jessica Alba too.
"not so much, ",we will rent one off of dish once in awhile.,comparison,although,mid,"not so much, although we will rent one off of dish once in awhile.",What about rentals?
"well, you obviously know the movie better than i, ",i do remember a beautiful woman in it.,comparison,but,mid,"well, you obviously know the movie better than i, but i do remember a beautiful woman in it.","Well, you know the passing of the Old West from wild to civilization--the bicycle scene was part of showing that."
"yea, i don't know the actors names in the newer version, ",i've seen them in other things.,comparison,but,mid,"yea, i don't know the actors names in the newer version, but i've seen them in other things.",Then you know it was old.  He was a good actor though.
"because the ""it girl"" of the moment landed a role ","she's popular, and not because she has talent?",contingency,because,mid,"why? because the ""it girl"" of the moment landed a role because she's popular, and not because she has talent?","That was all Emma singing throughout the whole movie though, no voice doubles. You have to admire that?"
"because the ""it girl"" of the moment landed a role because she's popular, and not ",she has talent?,contingency,because,mid,"why? because the ""it girl"" of the moment landed a role because she's popular, and not because she has talent?","That was all Emma singing throughout the whole movie though, no voice doubles. You have to admire that?"
"When I watch a musical, I want to be wowed.",who would wow you then?,contingency,so,begin,so who would wow you then?,"That's just it. ""Good enough"" isn't good enough for me. When I watch a musical, I want to be wowed."
yea the look who's talking franchise ,fitted him perfectly.,expansion,for example,mid,yea the look who's talking franchise for example fitted him perfectly.,I always enjoy watching him when he plays a funny role.
i have heard of that one ,never actually seen it before.,comparison,but,mid,i have heard of that one but never actually seen it before.,The Punisher was a great movie and he was the villain in that one.
there is a sequel to it as well ,he is not in it.,comparison,but,mid,you should watch it it! there is a sequel to it as well but he is not in it.,I have heard of that one but never actually seen it before.
