arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"i just seen gone girl, i was a little late ",it was good.,comparison,but,mid,"i just seen gone girl, i was a little late but it was good.",Seen any good mystery films lately?
i liked it too ,not as well as the first 2 films,comparison,but,mid,i liked it too but not as well as the first 2 films,I loved the Goblet of Fire
"the biggest one for me is gary senise, he wasn't hugely popular back then, ",is almost a household name now.,comparison,but,mid,"the biggest one for me is gary senise, he wasn't hugely popular back then, but is almost a household name now.",Like who?
"yeah i know, ",i want it to be an english epic saga.,comparison,but,mid,"yeah i know, but i want it to be an english epic saga. based on facts until the executions, every action recreated. and the burial and the finding of their bones in... when was that?",They already made that. It's called Romanov's.
"we all experienced it, ",to see it pared down to 2 hours should be good.,comparison,but,mid,"we all experienced it, but to see it pared down to 2 hours should be good.",I think the plot line for it will be riveting.
"the action, suspense, and dialouge is flawless, ",not quiet as quotable as pulp fiction.,comparison,but,mid,"the action, suspense, and dialouge is flawless, but not quiet as quotable as pulp fiction.",I'm in the midst of watching all the Tarantino movies and so far Basterds is my favorite.
not a very quotable movie.,it has some of the most tense scenes.,comparison,but,begin,not a very quotable movie. but it has some of the most tense scenes. it is top 2 with reservoir dogs for me.,"The action, suspense, and dialouge is flawless, but not quiet as quotable as Pulp Fiction."
it wasn't my favorite when i first saw it ,"it is now, it's aged well and it's probably jackson's best performance too.",comparison,but,mid,"he should work from pulp novels more. it wasn't my favorite when i first saw it but it is now, it's aged well and it's probably jackson's best performance too.",It's his film that's most like a film and not a series of interesting scenes.
the third was okay ,i think i grew out of it.,comparison,but,mid,"the first was fun, the second as well, but less so. the third was okay but i think i grew out of it.",Did you like the original trilogy?
the plot is super complex ,easy to follow.,comparison,but,mid,"yeah, it is a really great back story. the plot is super complex but easy to follow.",Really? I did not know DC would want a movie then.
"it was, kind of ",more action and less moody stuff about their family.,comparison,but,mid,"not exactly. it was, kind of but more action and less moody stuff about their family.",Was it kind of like Batman Vs. Superman?
"okay, so there is only one black person in the movie, ",it is pretty obvious who they would be related to.,contingency,so,mid,"okay, so there is only one black person in the movie, so it is pretty obvious who they would be related to.",That actually would be very ironic if that were the case.
"i understand that,  ",what would be the significance of creating a universe if you were to just kill off the links to the universe.,comparison,but,mid,"i understand that,  but what would be the significance of creating a universe if you were to just kill off the links to the universe.",Then you cannot appreciate the brilliance of art and a Tarantino film. You know he does no do the ordinary.
