arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"ponyo is miyazaki, ",i also have a fullmetal alchemist movie i want to watch.,comparison,but,mid,"some of them! ponyo is miyazaki, but i also have a fullmetal alchemist movie i want to watch.",Miyzaki films?
I don't like to watch people get eaten.,it's a movie!,comparison,but,begin,but it's a movie!,Too scary. I don't like to watch people get eaten.
no i don't believe so ,"that would be awesome, i would love to see truckin up to buffalo on the silver screen.",comparison,but,mid,"no i don't believe so but that would be awesome, i would love to see truckin up to buffalo on the silver screen.",Have they done the same thing with the other DVD's they've put out.
me neither maybe one of the bat mans were ,im pretty sure they are all pg-13.,comparison,but,mid,me neither maybe one of the bat mans were but im pretty sure they are all pg-13.,You might be right i cant remember if suicide came out before that or not.  I cant even think of any other R rated comic book movies.
nah im pretty sure they are all pg-13.,do you think they are gonna replace wolverine with his clone daughter?,comparison,but,begin,nah im pretty sure they are all pg-13.  but do you think they are gonna replace wolverine with his clone daughter?,Me neither maybe one of the bat mans were but im pretty sure they are all pg-13.
i would imagine so.,anyways nerve came in the mail today you want to come over and watch it?,comparison,but,begin,i would imagine so.  but anyways nerve came in the mail today you want to come over and watch it?,Well he probably has a really good agent.
they were well choreographed ,almost seemed forced.,comparison,but,mid,it did. they were well choreographed but almost seemed forced.,I saw that it had some pretty intense fight secenes.
there really wasn't a love interest ,seemed to be like there would a glimmer of one but that never came to be.,comparison,but,mid,there really wasn't a love interest but seemed to be like there would a glimmer of one but that never came to be.,I heard some of it during the trailers for the movie.
there really wasn't a love interest but seemed to be like there would a glimmer of one ,that never came to be.,comparison,but,mid,there really wasn't a love interest but seemed to be like there would a glimmer of one but that never came to be.,I heard some of it during the trailers for the movie.
this is what i was thinking ,i did leave wondering about the movie.,comparison,but,mid,this is what i was thinking but i did leave wondering about the movie.,Yes there is a fine line if you don't care about the characters you have nothing vested if they are injured or wronged.
i hates it ,it was a total rip off of the original,contingency,because,mid,i hates it because it was a total rip off of the original,Why is that ?
"i liked it, ",i didn't love it.,comparison,but,mid,"i liked it, but i didn't love it.",So what did you think about it?
