arg1,arg2,relation,connective,type,original_utt,original_utt_prev
we never had a copy of it.,i rented it a lot.,comparison,but,begin,we never had a copy of it. but i rented it a lot.,I also had Milo and Otis! I watched it over and over again.
yes they said it would be released in june of 2017 then they pulled it.,i heard they are doing the sequel and possibly releasing it in 2018 or 2019,comparison,but,begin,yes they said it would be released in june of 2017 then they pulled it. but i heard they are doing the sequel and possibly releasing it in 2018 or 2019,You mean the one with  Brad Pitt in it?
i have not heard of any of the other actors that will be in the ovie ,they confirmed brad pitt would be returning to his role,comparison,but,mid,i have not heard of any of the other actors that will be in the ovie but they confirmed brad pitt would be returning to his role,Do you know any other actors that may be in the sequel or even what the plot is to this one.
im not to sure ,i think if anyone can pull it off and make a great david fincher can,comparison,but,mid,im not to sure but i think if anyone can pull it off and make a great david fincher can,And the plot since they kind of didnt leave room for a sequel
"it got really bad reviews, ",it was ok for a movie about transformers.,comparison,but,mid,"it got really bad reviews, but it was ok for a movie about transformers.",Was it any good?
"optimus prime, bumblebee, and megatron for sure, ",you would have to ask my son about the others.,comparison,but,mid,"optimus prime, bumblebee, and megatron for sure, but you would have to ask my son about the others.",Do all the original Transformers show up?
"i know, ","as kids grow up, they get more fans and sell more toys.",comparison,but,mid,"i know, but as kids grow up, they get more fans and sell more toys.",I can't believe they've made 5 of those movies!
"i hear that this is michael bay's last transformer movie, ",they left the door open for another one at the end of this last movie.,comparison,but,mid,"i hear that this is michael bay's last transformer movie, but they left the door open for another one at the end of this last movie.","Good point.  Hasbro loves it, I bet."
"more weird than funny, ",made me laugh out loud a bit.,comparison,but,mid,"more weird than funny, but made me laugh out loud a bit.",Was it funny.
the actors are recognizable ,i do not know the names.,comparison,but,mid,the actors are recognizable but i do not know the names.,Does it have famous actors? I haven't heard about it.
yes i've seen everything and i'd say it's for hardcore fans only ,"take a look at lifeboat, that holds up.",comparison,but,mid,"yes i've seen everything and i'd say it's for hardcore fans only but take a look at lifeboat, that holds up.",Have you seen his early stuff?
"me either, ",if she is playing wonder woman she has got to be pretty and tough.,comparison,but,mid,"me either, but if she is playing wonder woman she has got to be pretty and tough.","Gal Gadot, I've never heard of her."
"i know about it, ",i never watched it.,comparison,but,mid,"i know about it, but i never watched it.",Yes it is.
on one hand i liked how it felt like a modern day retelling of the original saga ,on the other i thought there were too many parallels.,comparison,but,mid,on one hand i liked how it felt like a modern day retelling of the original saga but on the other i thought there were too many parallels. did watch it three times so there's that.,Not bad. What'd you think of Episode 7.
"i really liked seeing luke at the end, ",i'm curious what's up with him being all isolated and stuff.,comparison,but,mid,"i really liked seeing luke at the end, but i'm curious what's up with him being all isolated and stuff.","Yeah... I mean... yeah, you're right. It did a good job at setting up future films though so Episode 8 should be a LOT more enjoyable."
