arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"i liked him in mallrats, and days of thunder, ",his role as yondu is my favorite.,comparison,but,mid,"yeah, he's solid.  i liked him in mallrats, and days of thunder, but his role as yondu is my favorite.",Everything comes full circle.  You like Michael Rooker?
people are hyping up wonder woman ,part of me thinks it will be ruined like ghost busters was.,comparison,but,mid,i agree. people are hyping up wonder woman but part of me thinks it will be ruined like ghost busters was.,"Actually now that I think about it, that film was the only movie as of late that has delivered on the entertainment scale."
well the fact that the film made it seem like the original never happened ,they every guy in the film was portrayed as a bumbling idiot.,expansion,and,mid,well the fact that the film made it seem like the original never happened and they every guy in the film was portrayed as a bumbling idiot.,"That doesn't sound too bad, what exactly ruined it for you?"
"yikes, that does sound a bit bad, ",i don't think wonder woman will be anything like that.,comparison,but,mid,"yikes, that does sound a bit bad, but i don't think wonder woman will be anything like that.",Yes every single one. Even stand ins.
"i have my doubts, i don't think it will be as bad as ghost busters ",i can already imagine there will be some kind of shot at men in the film.,comparison,but,mid,"i have my doubts, i don't think it will be as bad as ghost busters but i can already imagine there will be some kind of shot at men in the film.","Yikes, that does sound a bit bad, but I don't think Wonder Woman will be anything like that."
i'm sure there will be one or two ,i can over look it as long as the film is good.,comparison,but,mid,i'm sure there will be one or two but i can over look it as long as the film is good.,"I have my doubts, I don't think it will be as bad as Ghost Busters but I can already imagine there will be some kind of shot at men in the film."
i know it's surprising ,some people have never seen any of the movies.,comparison,but,mid,i know it's surprising but some people have never seen any of the movies.,Did you really just ask that question?
i am sure the new ones have great effects and everything ,they can't beat the plots of the original movies.,comparison,but,mid,that is a great point. i am sure the new ones have great effects and everything but they can't beat the plots of the original movies.,The new Star Wars movies wouldn't even exist if the old ones weren't made first.
yes we should probably watch the new star wars movies ,we can make a better opinion.,contingency,so,mid,yes we should probably watch the new star wars movies so we can make a better opinion.,So I guess we are just as bad as the people who have only seen the new ones yet claim they are better.
"the first one was tolerable, ",the last two were awful.,comparison,but,mid,"both i guess. the first one was tolerable, but the last two were awful.",Hate or dislike?
the first one was kind of the start of the new marvel movies ,it was unique.,contingency,so,mid,the first one was kind of the start of the new marvel movies so it was unique.,What made the first movie different from the rest?
"yeah miles plays vinny ""the pazmanian devil"" pazienza, a former boxer who is involved in a horrible car accident that critically injures his spine, ",he has it in his head to recover and enter the ring again.,comparison,but,mid,"yeah miles plays vinny ""the pazmanian devil"" pazienza, a former boxer who is involved in a horrible car accident that critically injures his spine, but he has it in his head to recover and enter the ring again.",The boxer movie with Miles Teller right?
"it's a very inspirational movie as you start off thinking miles character is pretty arrogant before the crash, ",you start to root for him to recover.,comparison,but,mid,"it's a very inspirational movie as you start off thinking miles character is pretty arrogant before the crash, but you start to root for him to recover.",I'll have to check out Bleed For This for the story as well as Miles and Aaron's performances.
it's a very inspirational movie as you start off thinking miles character is pretty arrogant ,"the crash, but you start to root for him to recover.",temporal,before,mid,"it's a very inspirational movie as you start off thinking miles character is pretty arrogant before the crash, but you start to root for him to recover.",I'll have to check out Bleed For This for the story as well as Miles and Aaron's performances.
"it sort of is, ","instead of working his way up from not having anything, as an underdog role in bleed for this, he already is kind of at the top but loses it all and has to battle back.",comparison,but,mid,"it sort of is, but instead of working his way up from not having anything, as an underdog role in bleed for this, he already is kind of at the top but loses it all and has to battle back.","It sounds like a Rocky type movie to me, with the boxing and all."
"it sort of is, but instead of working his way up from not having anything, as an underdog role in bleed for this, he already is kind of at the top ",loses it all and has to battle back.,comparison,but,mid,"it sort of is, but instead of working his way up from not having anything, as an underdog role in bleed for this, he already is kind of at the top but loses it all and has to battle back.","It sounds like a Rocky type movie to me, with the boxing and all."
"you have a point, it's more like rocky 3, where rocky has it all ",starts to lose things making him realize he needs to go back to his roots.,expansion,and,mid,"you have a point, it's more like rocky 3, where rocky has it all and starts to lose things making him realize he needs to go back to his roots.","Okay, this sounds like Rocky 3 then."
"i usually don't, ",i saw hidden figures and thought it was amazing.,comparison,but,mid,"i usually don't, but i saw hidden figures and thought it was amazing.",Sometimes.
i pretend i am watching them for the kids ,i enjoy them as much as the kids do.,comparison,but,mid,"yes, i think they are so funny. i pretend i am watching them for the kids but i enjoy them as much as the kids do.",Have you seen the first and second one.
i am not sure ,i think they would be good sellers.,comparison,but,mid,i am not sure but i think they would be good sellers.,I know they are adorable. Have they made dolls of the girls?
when i was a kid my parents treated us like minions ,i can't get my kids to make their own beds.,comparison,but,mid,when i was a kid my parents treated us like minions but i can't get my kids to make their own beds.,I would like to have some minions to do my housework for me.
