arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
i liked nwa too ,it was just boring.,comparison,but,mid,i liked nwa too but it was just boring.,are you serious?,Statement,Statement,None,None,"('Neutral', 1.0)","('Negative', 1.0)",[],[],['sport'],['sport'],['Music'],['Phatic'],None,None,[],[],['opinion_provide_pos_patterns_no:match'],[],None,None,"[{'name': None, 'id': 340, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['nwa'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c592f7ba8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': None, 'id': 340, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['nwa'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c592f7ba8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,nwa,,[],[],True,True
i'm a little late to the movie game.,wasn't it adorable?,comparison,but,begin,i'm a little late to the movie game. but wasn't it adorable?,I saw it when it first came out! You're only seeing it now?,Statement,ynQuestion,None,None,"('Negative', 1.0)","('Negative', 1.0)","[('Thing', 788.606, 'a little'), ('TVSeries', 768.3488917500001, 'The Movie Game')]",[],['sport'],['business'],['Movies_TV'],['Movies_TV'],None,None,['movie'],[],[],[],None,None,"[{'name': 'a little', 'id': 341, 'status': None, 'engaged': [], 'lexeme': 'a little', 'alias': ['a little'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c59e85ac8>}, 'gkg': 'kg:/g/11b7693m4p', 'granular_actor_types': {}, 'granular_entity_types': {'song by ella fitzgerald': 1}, 'gkg_name': 'a little', 'gkg_type': ['Thing']}, {'name': 'the movie game', 'id': 342, 'status': None, 'engaged': [], 'lexeme': 'the movie game', 'alias': ['the movie game'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c59306550>}, 'gkg': 'kg:/m/02qtd12', 'granular_actor_types': {}, 'granular_entity_types': {'game show': 1}, 'gkg_name': 'The Movie Game', 'gkg_type': ['TVSeries']}]","[{'name': 'a little', 'id': 341, 'status': None, 'engaged': [], 'lexeme': 'a little', 'alias': ['a little'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c59e85ac8>}, 'gkg': 'kg:/g/11b7693m4p', 'granular_actor_types': {}, 'granular_entity_types': {'song by ella fitzgerald': 1}, 'gkg_name': 'a little', 'gkg_type': ['Thing']}, {'name': 'the movie game', 'id': 342, 'status': None, 'engaged': [], 'lexeme': 'the movie game', 'alias': ['the movie game'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c59306550>}, 'gkg': 'kg:/m/02qtd12', 'granular_actor_types': {}, 'granular_entity_types': {'game show': 1}, 'gkg_name': 'The Movie Game', 'gkg_type': ['TVSeries']}]","The Movie Game, a little",,,,"[('Thing', 788.606, 'a little'), ('TVSeries', 768.3488917500001, 'The Movie Game')]",[],True,True
"well, i think they have some kind of marvel deal, ",it makes sense.,contingency,so,mid,"well, i think they have some kind of marvel deal, so it makes sense.","Yep, I think they just got it recently.",Reject,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('Movie', 531.91625, 'Some Kind of Wonderful')]","[('Thing', 403.766, 'makes sense')]",['business'],['business'],['Literature'],['Phatic'],None,None,[],[],['long_parse_time'],[],None,None,"[{'name': 'some kind', 'id': 343, 'status': None, 'engaged': [], 'lexeme': 'some kind', 'alias': ['some kind'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c592f7ef0>}, 'gkg': 'kg:/m/03458j', 'granular_actor_types': {'idea': 0.5}, 'granular_entity_types': {'1987 film': 1}, 'gkg_name': 'Some Kind of Wonderful', 'gkg_type': ['Movie']}, {'name': None, 'id': 344, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['of', 'deal'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572b2048>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'makes sense', 'id': 345, 'status': None, 'engaged': [], 'lexeme': 'makes sense', 'alias': ['makes sense'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5927f2e8>}, 'gkg': 'kg:/g/1q5jzjdvw', 'granular_actor_types': {}, 'granular_entity_types': {'song by leann rimes': 1}, 'gkg_name': 'makes sense', 'gkg_type': ['Thing']}, {'name': 'some kind', 'id': 343, 'status': None, 'engaged': [], 'lexeme': 'some kind', 'alias': ['some kind'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c592f7ef0>}, 'gkg': 'kg:/m/03458j', 'granular_actor_types': {'idea': 0.5}, 'granular_entity_types': {'1987 film': 1}, 'gkg_name': 'Some Kind of Wonderful', 'gkg_type': ['Movie']}, {'name': None, 'id': 344, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['of', 'deal'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572b2048>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",Some Kind of Wonderful,makes sense,of,,"[('Movie', 531.91625, 'Some Kind of Wonderful')]","[('Thing', 403.766, 'makes sense')]",True,True
"i love the marvel movies, ",i am glad netflix gets a lot of them.,contingency,so,mid,"i know. i love the marvel movies, so i am glad netflix gets a lot of them.","Well, I think they have some kind of Marvel deal, so it makes sense.",Statement,nAnswer,None,None,"('Positive', 1.0)","('Negative', 1.0)",[],"[('Corporation', 287.705, 'Netflix'), ('LocalBusiness', 402.765125, 'Save-A-Lot')]",['entertainment'],['sport'],['Literature'],['Other'],None,None,['movie'],[],['opinion_provide_pos_patterns_movie'],[],None,None,"[{'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5728f710>}, 'gkg': None, 'granular_actor_types': {'product': 0.42857142857142855, 'object': 0.09523809523809523}, 'granular_entity_types': {}}, {'name': 'makes sense', 'id': 345, 'status': None, 'engaged': [], 'lexeme': 'makes sense', 'alias': ['makes sense'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5927f2e8>}, 'gkg': 'kg:/g/1q5jzjdvw', 'granular_actor_types': {}, 'granular_entity_types': {'song by leann rimes': 1}, 'gkg_name': 'makes sense', 'gkg_type': ['Thing']}]","[{'name': 'netflix', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'netflix', 'alias': ['netflix'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57245860>}, 'gkg': 'kg:/m/017rf_', 'granular_actor_types': {}, 'granular_entity_types': {'company': 1}, 'gkg_name': 'Netflix', 'gkg_type': ['Thing', 'Corporation', 'Organization']}, {'name': 'a lot', 'id': 348, 'status': None, 'engaged': [], 'lexeme': 'a lot', 'alias': ['a lot'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57245f28>}, 'gkg': 'kg:/m/0209r2', 'granular_actor_types': {}, 'granular_entity_types': {'supermarket company': 1}, 'gkg_name': 'Save-A-Lot', 'gkg_type': ['LocalBusiness', 'Thing', 'Corporation', 'Organization']}, {'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5728f710>}, 'gkg': None, 'granular_actor_types': {'product': 0.42857142857142855, 'object': 0.09523809523809523}, 'granular_entity_types': {}}]",,"Netflix, Save-A-Lot",movie,,[],"[('Corporation', 287.705, 'Netflix'), ('LocalBusiness', 402.765125, 'Save-A-Lot')]",True,True
chronologically its tough ,there are so many comics.,contingency,because,mid,chronologically its tough because there are so many comics.,In what sense?,Emphasis,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],[],['business'],['entertainment'],['Literature'],['Movies_TV'],None,None,[],['comic_books'],[],[],None,None,"[{'name': 'netflix', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'netflix', 'alias': ['netflix'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57245860>}, 'gkg': 'kg:/m/017rf_', 'granular_actor_types': {}, 'granular_entity_types': {'company': 1}, 'gkg_name': 'Netflix', 'gkg_type': ['Thing', 'Corporation', 'Organization']}, {'name': 'a lot', 'id': 348, 'status': None, 'engaged': [], 'lexeme': 'a lot', 'alias': ['a lot'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57245f28>}, 'gkg': 'kg:/m/0209r2', 'granular_actor_types': {}, 'granular_entity_types': {'supermarket company': 1}, 'gkg_name': 'Save-A-Lot', 'gkg_type': ['LocalBusiness', 'Thing', 'Corporation', 'Organization']}]","[{'name': None, 'id': 349, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['comic'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5723ddd8>}, 'gkg': None, 'granular_actor_types': {'person': 0.3125}, 'granular_entity_types': {}}]",,,,comic,[],[],True,True
i love those movies ,why are they your favorites?,comparison,but,mid,i love those movies but why are they your favorites?,Well two actually. ET and Raiders of the Lost Arc.,Statement,whQuestion,None,None,"('Positive', 1.0)","('Negative', 1.0)",[],[],['entertainment'],['business'],['Movies_TV'],['Music'],None,None,['movie'],[],['opinion_provide_pos_patterns_those movies'],['opinion_request_pos_patterns_no:match'],None,None,"[{'name': None, 'id': 350, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['those movies'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5723d978>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 349, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['comic'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5723ddd8>}, 'gkg': None, 'granular_actor_types': {'person': 0.3125}, 'granular_entity_types': {}}]","[{'name': None, 'id': 350, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['those movies'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5723d978>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,those movies,,[],[],True,True
there were a couple of funny parts ,i wouldn't describe it as hilarious.,comparison,but,mid,what do you mean hilarious? there were a couple of funny parts but i wouldn't describe it as hilarious.,"No not that one, it was just hilarious.",Statement,Statement,None,None,"('Positive', 1.0)","('Negative', 1.0)","[('VisualArtwork', 399.5705, 'A Couple')]",[],['business'],['entertainment'],['Other'],['Other'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 352, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['part'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57230be0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'a couple', 'id': 351, 'status': None, 'engaged': [], 'lexeme': 'a couple', 'alias': ['a couple'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572307f0>}, 'gkg': 'kg:/g/121dw5t1', 'granular_actor_types': {}, 'granular_entity_types': {'painting by pierre-auguste renoir': 1}, 'gkg_name': 'A Couple', 'gkg_type': ['VisualArtwork']}]","[{'name': None, 'id': 352, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['part'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57230be0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'a couple', 'id': 351, 'status': None, 'engaged': [], 'lexeme': 'a couple', 'alias': ['a couple'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572307f0>}, 'gkg': 'kg:/g/121dw5t1', 'granular_actor_types': {}, 'granular_entity_types': {'painting by pierre-auguste renoir': 1}, 'gkg_name': 'A Couple', 'gkg_type': ['VisualArtwork']}]",A Couple,,part,,"[('VisualArtwork', 399.5705, 'A Couple')]",[],True,True
so my mom and i were having issues ,i was pissed she wouldn't let me come home early when i was miserable.,contingency,because,mid,so my mom and i were having issues because i was pissed she wouldn't let me come home early when i was miserable.,What do you mean hilarious? There were a couple of funny parts but I wouldn't describe it as hilarious.,Clarify,Clarify,None,None,"('Neutral', 1.0)","('Negative', 1.0)","[('Event', 366.8573, 'Mom and I')]",[],['sport'],['sport'],['Psychology'],['Other'],None,None,[],[],[],['long_parse_time'],None,None,"[{'name': 'mom and i', 'id': 353, 'status': None, 'engaged': [], 'lexeme': 'mom and i', 'alias': ['mom and i'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572669e8>}, 'gkg': 'kg:/g/11gs8_txq2', 'granular_actor_types': {}, 'granular_entity_types': {'event': 1}, 'gkg_name': 'Mom and I', 'gkg_type': ['Event']}, {'name': None, 'id': 354, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['issue'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572a9320>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'mom and i', 'id': 353, 'status': None, 'engaged': [], 'lexeme': 'mom and i', 'alias': ['mom and i'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572669e8>}, 'gkg': 'kg:/g/11gs8_txq2', 'granular_actor_types': {}, 'granular_entity_types': {'event': 1}, 'gkg_name': 'Mom and I', 'gkg_type': ['Event']}, {'name': None, 'id': 354, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['issue'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572a9320>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",Mom and I,,issue,,"[('Event', 366.8573, 'Mom and I')]",[],True,True
"my mother who is petrified of snakes, cleared the chair and had her butt ",feet both on the back part of the chair where she stayed while watching the rest of the movie.,expansion,and,mid,"remember when harrison ford fell down into the chamber with the snakes and the cobra stood up in front of his face? my mother who is petrified of snakes, cleared the chair and had her butt and feet both on the back part of the chair where she stayed while watching the rest of the movie.",Ok so why was it so funny?,nAnswer,Clarify,None,None,"('Negative', 1.0)","('Negative', 1.0)","[('Movie', 802.19475, 'My Mother'), ('MusicAlbum', 188.22541587499998, 'Circle of Snakes'), ('Movie', 553.8031695, 'The Chair')]","[('Thing', 440.59925, 'part of'), ('Movie', 1107.6065, 'The Chair'), ('VisualArtwork', 407.39825, 'The rest'), ('Movie', 738.626, 'Garfield: The Movie')]",['sport'],['entertainment'],['Other'],['Movies_TV'],None,None,['animals'],['movie'],['long_parse_time'],['emphasize_long_parse_time'],None,None,"[{'name': 'mother', 'id': 355, 'status': None, 'engaged': [], 'lexeme': 'mother', 'alias': ['mother'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c571b7cc0>}, 'gkg': 'kg:/m/0134ct49', 'granular_actor_types': {'person': 0.20833333333333334}, 'granular_entity_types': {'2015 film': 1}, 'gkg_name': 'My Mother', 'gkg_type': ['Movie']}, {'name': 'of snakes', 'id': 356, 'status': None, 'engaged': [], 'lexeme': 'of snakes', 'alias': ['of snakes'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572621d0>}, 'gkg': 'kg:/m/03t6t1', 'granular_actor_types': {}, 'granular_entity_types': {'studio album by danzig': 1}, 'gkg_name': 'Circle of Snakes', 'gkg_type': ['MusicAlbum']}, {'name': 'the chair', 'id': 357, 'status': None, 'engaged': [], 'lexeme': 'the chair', 'alias': ['the chair'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5718d390>}, 'gkg': 'kg:/m/0g5prkg', 'granular_actor_types': {'object': 0.125}, 'granular_entity_types': {'2007 film': 1}, 'gkg_name': 'The Chair', 'gkg_type': ['Movie']}]","[{'name': None, 'id': 344, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['of', 'deal', 'feet', 'on'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572b2048>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'part of', 'id': 360, 'status': None, 'engaged': [], 'lexeme': 'part of', 'alias': ['part of'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57187748>}, 'gkg': 'kg:/g/1s05vbj5n', 'granular_actor_types': {}, 'granular_entity_types': {'song by dan fogelberg': 1}, 'gkg_name': 'part of', 'gkg_type': ['Thing']}, {'name': 'the chair', 'id': 357, 'status': None, 'engaged': [], 'lexeme': 'the chair', 'alias': ['the chair'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5718d390>}, 'gkg': 'kg:/m/0g5prkg', 'granular_actor_types': {'object': 0.125}, 'granular_entity_types': {'2007 film': 1}, 'gkg_name': 'The Chair', 'gkg_type': ['Movie']}, {'name': 'the rest', 'id': 361, 'status': None, 'engaged': [], 'lexeme': 'the rest', 'alias': ['the rest'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57187f98>}, 'gkg': 'kg:/g/122n5c35', 'granular_actor_types': {}, 'granular_entity_types': {'artwork': 1}, 'gkg_name': 'The rest', 'gkg_type': ['VisualArtwork']}, {'name': 'the movie', 'id': 362, 'status': None, 'engaged': [], 'lexeme': 'the movie', 'alias': ['the movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c571875f8>}, 'gkg': 'kg:/m/01yzvd', 'granular_actor_types': {'product': 0.42857142857142855, 'object': 0.09523809523809523}, 'granular_entity_types': {'2004 film': 1}, 'gkg_name': 'Garfield: The Movie', 'gkg_type': ['Movie']}, {'name': 'mother', 'id': 355, 'status': None, 'engaged': [], 'lexeme': 'mother', 'alias': ['mother'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c571b7cc0>}, 'gkg': 'kg:/m/0134ct49', 'granular_actor_types': {'person': 0.20833333333333334}, 'granular_entity_types': {'2015 film': 1}, 'gkg_name': 'My Mother', 'gkg_type': ['Movie']}, {'name': 'of snakes', 'id': 356, 'status': None, 'engaged': [], 'lexeme': 'of snakes', 'alias': ['of snakes'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572621d0>}, 'gkg': 'kg:/m/03t6t1', 'granular_actor_types': {}, 'granular_entity_types': {'studio album by danzig': 1}, 'gkg_name': 'Circle of Snakes', 'gkg_type': ['MusicAlbum']}]","Circle of Snakes, The Chair, My Mother","The rest, part of, Garfield: The Movie, The Chair",,of,"[('Movie', 802.19475, 'My Mother'), ('MusicAlbum', 188.22541587499998, 'Circle of Snakes'), ('Movie', 553.8031695, 'The Chair')]","[('Thing', 440.59925, 'part of'), ('Movie', 1107.6065, 'The Chair'), ('VisualArtwork', 407.39825, 'The rest'), ('Movie', 738.626, 'Garfield: The Movie')]",True,True
did you know his work dates back to the spaghetti westerns...,he was eating matzah balls in this movie.,comparison,although,mid,eli wallach. did you know his work dates back to the spaghetti westerns...although he was eating matzah balls in this movie.,Even the old guy next door was funny!,Statement,nAnswer,None,None,"('Neutral', 1.0)","('Negative', 1.0)","[('Book', 169.30043, 'Spaghetti Westerns')]","[('Thing', 210.7387085, 'Matzah ball'), ('Movie', 494.61125, 'Steal This Movie!')]",['sport'],['entertainment'],['Other'],['Movies_TV'],None,None,[],['movie'],[],[],None,None,"[{'name': 'spaghetti westerns', 'id': 363, 'status': None, 'engaged': [], 'lexeme': 'spaghetti westerns', 'alias': ['spaghetti westerns'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57187588>}, 'gkg': 'kg:/m/04w9xtq', 'granular_actor_types': {'product': 0.34615384615384615, 'object': 0.07692307692307693}, 'granular_entity_types': {'book by christopher frayling': 1}, 'gkg_name': 'Spaghetti Westerns', 'gkg_type': ['Book']}, {'name': None, 'id': 344, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['of', 'deal', 'feet', 'on'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c572b2048>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'part of', 'id': 360, 'status': None, 'engaged': [], 'lexeme': 'part of', 'alias': ['part of'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57187748>}, 'gkg': 'kg:/g/1s05vbj5n', 'granular_actor_types': {}, 'granular_entity_types': {'song by dan fogelberg': 1}, 'gkg_name': 'part of', 'gkg_type': ['Thing']}, {'name': 'the chair', 'id': 357, 'status': None, 'engaged': [], 'lexeme': 'the chair', 'alias': ['the chair'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5718d390>}, 'gkg': 'kg:/m/0g5prkg', 'granular_actor_types': {'object': 0.125}, 'granular_entity_types': {'2007 film': 1}, 'gkg_name': 'The Chair', 'gkg_type': ['Movie']}, {'name': 'the rest', 'id': 361, 'status': None, 'engaged': [], 'lexeme': 'the rest', 'alias': ['the rest'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57187f98>}, 'gkg': 'kg:/g/122n5c35', 'granular_actor_types': {}, 'granular_entity_types': {'artwork': 1}, 'gkg_name': 'The rest', 'gkg_type': ['VisualArtwork']}, {'name': 'the movie', 'id': 362, 'status': None, 'engaged': [], 'lexeme': 'the movie', 'alias': ['the movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c571875f8>}, 'gkg': 'kg:/m/01yzvd', 'granular_actor_types': {'product': 0.42857142857142855, 'object': 0.09523809523809523}, 'granular_entity_types': {'2004 film': 1}, 'gkg_name': 'Garfield: The Movie', 'gkg_type': ['Movie']}]","[{'name': None, 'id': 365, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['ball'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5717cfd0>}, 'gkg': None, 'granular_actor_types': {'object': 0.15384615384615385}, 'granular_entity_types': {}}, {'name': 'matzah', 'id': 364, 'status': None, 'engaged': [], 'lexeme': 'matzah', 'alias': ['matzah'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c5717c5c0>}, 'gkg': 'kg:/m/057mkg', 'granular_actor_types': {'food': 0.2857142857142857}, 'granular_entity_types': {'food': 1}, 'gkg_name': 'Matzah ball', 'gkg_type': ['Thing']}, {'name': 'this movie', 'id': 366, 'status': None, 'engaged': [], 'lexeme': 'this movie', 'alias': ['this movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c571983c8>}, 'gkg': 'kg:/m/05fw0j', 'granular_actor_types': {'product': 0.42857142857142855, 'object': 0.09523809523809523}, 'granular_entity_types': {'2000 film': 1}, 'gkg_name': 'Steal This Movie!', 'gkg_type': ['Movie']}, {'name': 'spaghetti westerns', 'id': 363, 'status': None, 'engaged': [], 'lexeme': 'spaghetti westerns', 'alias': ['spaghetti westerns'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f7c57187588>}, 'gkg': 'kg:/m/04w9xtq', 'granular_actor_types': {'product': 0.34615384615384615, 'object': 0.07692307692307693}, 'granular_entity_types': {'book by christopher frayling': 1}, 'gkg_name': 'Spaghetti Westerns', 'gkg_type': ['Book']}]",Spaghetti Westerns,"Matzah ball, Steal This Movie!",,ball,"[('Book', 169.30043, 'Spaghetti Westerns')]","[('Thing', 210.7387085, 'Matzah ball'), ('Movie', 494.61125, 'Steal This Movie!')]",True,True
