arg1,arg2,relation,connective,type,original_utt,original_utt_prev
i think she was great as the role of belle ,i counldn't help but think about harry potter!,comparison,but,mid,i think she was great as the role of belle but i counldn't help but think about harry potter!,Yes! I never knew she could sing.
i think she was great as the role of belle but i counldn't help ,think about harry potter!,comparison,but,mid,i think she was great as the role of belle but i counldn't help but think about harry potter!,Yes! I never knew she could sing.
So The Little mermaid is up there.,is it your favorite disney movie?,comparison,but,begin,but is it your favorite disney movie?,I love Ariel as well. So The Little mermaid is up there.
not many people know about it.,", it is disney.",comparison,but,begin,"it's a great movie though. not many people know about it. but, it is disney.",I wouldn't either.
"i used to think they could not replicate their old films, ",then frozen came out.,comparison,but,mid,"i used to think they could not replicate their old films, but then frozen came out.",I know! I feel like everything they make is good.
me too - now i am still watching the new ones ,they are so good!,contingency,because,mid,me too - now i am still watching the new ones because they are so good!,Those old movies were great! They defined my childhood!
"they could, ",no need with the success they have in the children's genre.,comparison,but,mid,"they could, but no need with the success they have in the children's genre.",I wonder if they would make a more mature film.
i loved that part too ,my favorite part was when belle ran through the village singing in the opening scene.,comparison,but,mid,i loved that part too but my favorite part was when belle ran through the village singing in the opening scene.,I think my favorite part was the remake of the formal dance in the library. It was so romantic.
that is hard ,it seems i always like the newest one i see more than the others.,contingency,because,mid,that is hard because it seems i always like the newest one i see more than the others.,What is your favorite Disney film?
i like that one too ,it isn't my favorite.,comparison,but,mid,really? i like that one too but it isn't my favorite.,"It is Tangled, the one about Rapunzel."
"at first, i kept comparing the two in my head, ","after a while, i really got into it.",comparison,but,mid,"at first, i kept comparing the two in my head, but after a while, i really got into it.","Oh, yeah, me, too."
"that's so strange, ",she's know as one.,contingency,because,mid,"that's so strange, because she's know as one.",Some people don't think she is and in technicality she isn't.
this is why i always ask ,i love to hear people's opinions.,contingency,because,mid,this is why i always ask because i love to hear people's opinions.,Well she becomes a warrior.
yes even though i love snow white also.. jasmine ,is far more developed in personality and depth.,expansion,for example,mid,yes even though i love snow white also.. jasmine for example is far more developed in personality and depth.,Don't forget characters too. I think they have come a long way in developing characters.
"yeah, it is a hidden classic in a way.",", the story is great.",comparison,but,begin,"yeah, it is a hidden classic in a way. but, the story is great.",I don't think many people know about that one.
i can't watch the lion king ,it makes me cry.,contingency,because,mid,i can't watch the lion king because it makes me cry.,I always loved The Lion King.
"i cry when mufasa gets trampled, ",the rest of the movie is so good.,comparison,but,mid,"i cry when mufasa gets trampled, but the rest of the movie is so good.",I can't watch The Lion King because it makes me cry.
"i wish they would make a remake of lion king, and not in the musical way.",a real actor play.,comparison,but,begin,"i wish they would make a remake of lion king, and not in the musical way. but a real actor play.","They get it done, i promise. Emma Watson is a perfect Belle."
"i was really nervous when the first announced another sequel, ",they really knew what they were doing.,comparison,but,mid,"i was really nervous when the first announced another sequel, but they really knew what they were doing.","And it was really sentimental for me, too, since I was about the same age as Woody."
oh i know ,you didn't know what to expect.,contingency,because,mid,oh i know because you didn't know what to expect.,The first time I saw Up I was full of such emotion.
"i wonder if they're planning on making a sequel, ",we can see what the characters are up to now.,contingency,so,mid,"i wonder if they're planning on making a sequel, so we can see what the characters are up to now.",I agree. The chemistry between Moana and Maui was great.
"not only was the scenery beautiful, ",the characters are so endearing.,comparison,but,mid,"not only was the scenery beautiful, but the characters are so endearing.","Oh, yes, I thought the scenery in Bambi was so pretty."
i was a big fan of the incredibles ,"of the whole family, each with their own special talent.",contingency,because,mid,"i was a big fan of the incredibles because of the whole family, each with their own special talent.","My favorite was Flower, the skunk! He was so bashful and sweet."
i generally like super hero movies ,the one was different because disney storylines don't usually go there.,comparison,but,mid,i generally like super hero movies but the one was different because disney storylines don't usually go there.,"I was a big fan of The Incredibles because of the whole family, each with their own special talent."
i generally like super hero movies but the one was different ,disney storylines don't usually go there.,contingency,because,mid,i generally like super hero movies but the one was different because disney storylines don't usually go there.,"I was a big fan of The Incredibles because of the whole family, each with their own special talent."
"i know, i love the story ",i also love how beautiful the film is.,comparison,but,mid,"i know, i love the story but i also love how beautiful the film is.","That is a good story, and they did such an amazing job with the animation."
"well, they did turn it into a broadway show, ",they have that.,contingency,so,mid,"well, they did turn it into a broadway show, so they have that.",I wish they would do something like that for Lion King.
"i mean, she thanks the animals for helping her, ",seems like she's short on gratitude.,comparison,but,mid,"i mean, she thanks the animals for helping her, but seems like she's short on gratitude.",What are you talking about?
"not sure, ","it's the same director and he said he'd never do a sequel unless he had an idea, so i'm excited.",comparison,but,mid,"not sure, but it's the same director and he said he'd never do a sequel unless he had an idea, so i'm excited.","I hope they don't mess it up with a sequel, do you know what it's going to be about yet?"
