arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"yes, i did.",i watch it all the time with my children.,expansion,in fact,begin,"yes, i did. in fact i watch it all the time with my children.",Did you like Finding Nemo?
"yes, my son is 8 now, ",he is still scared from a movie he saw at a noon showing a couple years ago- finding nemo.,comparison,but,mid,"yes, my son is 8 now, but he is still scared from a movie he saw at a noon showing a couple years ago- finding nemo.","No, why? Have you?"
"my husband was talking about a friend's aquarium he admired, ","said he'd really like to get one for the living room, and my son threw a fit.",expansion,and,mid,"yes. my husband was talking about a friend's aquarium he admired, and said he'd really like to get one for the living room, and my son threw a fit.","Oh, all the big fish trying to eat everyone?"
"well, fish do eat each other sometimes, and they die really easily, ",i told my husband it would be too traumatic.,contingency,so,mid,"well, fish do eat each other sometimes, and they die really easily, so i told my husband it would be too traumatic.",Oh my. Maybe he would learn it's not so scary if you just got a few nice fish?
we had to leave during the movie ,"he started crying when marlin's wife and their eggs were eaten, and then with the big fish with all the teeth, he kept crying and saying he didn't like it, so we left.",contingency,because,mid,"we had to leave during the movie because he started crying when marlin's wife and their eggs were eaten, and then with the big fish with all the teeth, he kept crying and saying he didn't like it, so we left.",Is your son still really sensitive about that?
we had to leave during the movie because he started crying when marlin's wife ,"their eggs were eaten, and then with the big fish with all the teeth, he kept crying and saying he didn't like it, so we left.",expansion,and,mid,"we had to leave during the movie because he started crying when marlin's wife and their eggs were eaten, and then with the big fish with all the teeth, he kept crying and saying he didn't like it, so we left.",Is your son still really sensitive about that?
"we had to leave during the movie because he started crying when marlin's wife and their eggs were eaten, ","then with the big fish with all the teeth, he kept crying and saying he didn't like it, so we left.",expansion,and,mid,"we had to leave during the movie because he started crying when marlin's wife and their eggs were eaten, and then with the big fish with all the teeth, he kept crying and saying he didn't like it, so we left.",Is your son still really sensitive about that?
the whole point of the movie is to not pick sides ,to be friends and work together.,comparison,but,mid,the whole point of the movie is to not pick sides but to be friends and work together.,Yes now pick!
"i like it enough, ",it doesn't compare to the lion king for me.,comparison,but,mid,"i like it enough, but it doesn't compare to the lion king for me.","Yeah, I did the same. It transported me to a magical place. What do you make of Aladdin?"
and you can't help ,"think, ""what could be better than this?""",comparison,but,mid,"yeah! and you can't help but think, ""what could be better than this?""","Every year, Disney's animation team always makes something better and better."
i thought so too.,what about planes?,comparison,but,begin,i thought so too. but what about planes?,"I think so... Honestly, I thought Cars ended on its second film."
that's what i was saying ,you never know.,comparison,but,mid,that's what i was saying but you never know.,What are you talking about. You can't do the incredibles 2 without frozone.
"not really a musical, ",it has a bit of singing in it.,comparison,although,mid,"not really a musical, although it has a bit of singing in it.","Not really, for some reason i wasn't interested in it, is it a musical?"
"yeah, i know it has dwayne johnson, ",i look for more action animations.,comparison,but,mid,"yeah, i know it has dwayne johnson, but i look for more action animations.","Not really a musical, although it has a bit of singing in it."
"yes i know, she is helene stanley ",i doubt on the story line,comparison,but,mid,"yes i know, she is helene stanley but i doubt on the story line","Oh my goodness how can you forgot this movie characters, did you remember who is the leading actor in this movie"
yes i know she was a very kind and gentle young woman ,her stepsister were jealous i guess from her,comparison,but,mid,yes i know she was a very kind and gentle young woman but her stepsister were jealous i guess from her,"Ok let me help you, In beginning Cinderella lives a miserable life as she lost her parents in her early age. Now did you catch something"
yes the stepsister were jealous because of her beauty ,the cinderella loves a prince you know?,comparison,but,mid,yes the stepsister were jealous because of her beauty but the cinderella loves a prince you know?,Yes I know she was a very kind and gentle young woman but her stepsister were jealous I guess from her
yes the stepsister were jealous ,of her beauty but the cinderella loves a prince you know?,contingency,because,mid,yes the stepsister were jealous because of her beauty but the cinderella loves a prince you know?,Yes I know she was a very kind and gentle young woman but her stepsister were jealous I guess from her
yes something i know that they wants to marry each other ,"there both are facing some difficulty, please tell me the climax",comparison,but,mid,"yes something i know that they wants to marry each other but there both are facing some difficulty, please tell me the climax",Yes the stepsister were jealous because of her beauty but the Cinderella loves a prince you know?
"i do now, ",for a while i viewed them as separate things.,comparison,but,mid,"i do now, but for a while i viewed them as separate things.",Do you consider Pixar movies the same as Disney movies?
