arg1,arg2,relation,connective,type,original_utt,original_utt_prev
pocahontas was a chief's daughter and mulan can be a princess if she wanted to ,she saved all of china.,contingency,because,mid,pocahontas was a chief's daughter and mulan can be a princess if she wanted to because she saved all of china.,Neither of those are princesses!
"haha, is that ",you're blonde like lizards?,contingency,because,mid,"haha, is that because you're blonde like lizards?","Fine, fine, I almost regret I asked. My favorite is Rapunzel."
"no not yet, ",i want too.,comparison,but,mid,"no not yet, but i want too.",Did you see the new one that just came out?
"it's going to be good, just ",jack sparrow is the main pirate.,contingency,because,mid,"it's going to be good, just because jack sparrow is the main pirate.",Me too. I don't know how good it's going to be though.
"a lot of people like frozen more, ",i am rather fond of tangled.,comparison,but,mid,"it's a pretty funny movie as well. a lot of people like frozen more, but i am rather fond of tangled.","Me, too."
"lotso-huggin bear was pretty conniving, ",his story was sad.,comparison,but,mid,"lotso-huggin bear was pretty conniving, but his story was sad. i could see why he was so cold-hearted.",The Toy Story movies sure have followed us throughout our lives.
"some things were added, ",they fit in very well.,comparison,but,mid,"no, they didn't mess with the story. some things were added, but they fit in very well.",I think I'd be upset if they changed it too much.
It's a coming of age and revenge story for him.,"the ending was a little less bleak, right?",comparison,but,begin,"but the ending was a little less bleak, right?",That's right. It's a coming of age and revenge story for him.
"i just thought the movie had a good concept, ",got old quick.,comparison,but,mid,"i just thought the movie had a good concept, but got old quick.",I'm sure there are others.
"i don't think it got old, ",preferred the kid not go into the monster world.,comparison,but,mid,"i don't think it got old, but preferred the kid not go into the monster world.","I just thought the movie had a good concept, but got old quick."
"that's true, taking this movie ",", it's trying to promote social realization of female's importance in the world",expansion,for example,mid,"that's true, taking this movie for example, it's trying to promote social realization of female's importance in the world",Disney is really trying to give the troubled world a lot of good vibe
cinderella is a disney classic ,there are so many versions out there.,comparison,but,mid,cinderella is a disney classic but there are so many versions out there.,What do you think about the Cinderella Disney movies?
"wasn't it great when her mom  was turned into a bear, ","she still kept her personality, down to wearing her crown?",comparison,but,mid,"wasn't it great when her mom  was turned into a bear, but she still kept her personality, down to wearing her crown?","Also, I loved her relationship with her mom"
i definitely recommend going and seeing it ,it had some great comedic moments and a great story line.,contingency,because,mid,i definitely recommend going and seeing it because it had some great comedic moments and a great story line.,I do too he really makes Mater believable and funny.
disney has created some high quality movies over recent years ,the lion king still takes the cake.,comparison,but,mid,disney has created some high quality movies over recent years but the lion king still takes the cake.,Any particular movie you liked?
i think it was ,they were trying to give sound a visual.,contingency,because,mid,i think it was because they were trying to give sound a visual.  i think the music was written first then they drew the movie to fit.,Yes just like that.  Just weird things that don't happen normally.
i liked it a lot ,what did you think?,comparison,but,mid,yup that's the one. i liked it a lot but what did you think?,It's about that Giant that is actually smaller than the other giants and a good one right?
it was pretty funny though ,i feel like slightly tacky.,comparison,but,mid,it was pretty funny though but i feel like slightly tacky.,"True, the having them fart in the Queen of England's presence was a bit much."
i loved how they forced the evil giants to be on a rock island with nothing ,the horrible vegetable to eat.,comparison,but,mid,i loved how they forced the evil giants to be on a rock island with nothing but the horrible vegetable to eat.,The best part was the ending though.
hey when you think about it arial was a fish ,i am technically right.,contingency,so,mid,hey when you think about it arial was a fish so i am technically right.,Nope i'm almost a hundred percent sure that Arial was the name of the main character.
but she did have a human top half ,i think it's still different,contingency,so,mid,but she did have a human top half so i think it's still different,Oh come on she had a fish tail and breathed under water.
i like the newer version better than the animated film ,yes that too.,comparison,but,mid,i like the newer version better than the animated film but yes that too.,"They both have a jungle them, do you also love The Jungle Book?"
"i'll give it credit for being iconic, ",the actual movie is dumb.,comparison,but,mid,"i'll give it credit for being iconic, but the actual movie is dumb.",Heavens no.
