arg1,arg2,relation,connective,type,original_utt,original_utt_prev
yeah that was really weird ,it's not like she had anywhere else to go due to the aforementioned homicidal witch.,comparison,but,mid,yeah that was really weird but it's not like she had anywhere else to go due to the aforementioned homicidal witch.,Didn't they just make her their maid or something.
possibly but ill just wish ,i can become a mermaid,contingency,so,mid,possibly but ill just wish so i can become a mermaid,"oh that sucks to hear, i can teach you"
"it sounds like you do, ",it was a good movie,comparison,but,mid,"it sounds like you do, but it was a good movie","yes from the little mermaid, i love that movie"
"the bad guys will never succeed, ",once i become a mermaid ill talk to you about swimming,comparison,but,mid,"the bad guys will never succeed, but once i become a mermaid ill talk to you about swimming",oh yeah she was up to no good
belle is beautiful too.,", my number one is ariel",comparison,but,begin,"belle is beautiful too. but, my number one is ariel",What about Belle?
"it was great, ",definitely the first one has my heart!,comparison,but,mid,"it was great, but definitely the first one has my heart!",I think i liked that one even more than the first one.
"scar was very manipulative, ",simba looked up to him,comparison,but,mid,"scar was very manipulative, but simba looked up to him","Yes, but his thinking hurt him, believing that he caused Mufassa's death"
"it wasn't animated, ",it was disney all the same.,comparison,but,mid,"yes, it was. it wasn't animated, but it was disney all the same.",That was a Disney movie?
i liked it ,it showed a man who cared about rescuing these other men that were stuck out on a sinking ship in the middle of a storm.,contingency,because,mid,i liked it because it showed a man who cared about rescuing these other men that were stuck out on a sinking ship in the middle of a storm.,Why did you like it?
"yeah, it makes it seem more real ",you know this sort of thing really happened and isn't just totally made up for dramatics.,contingency,because,mid,"yeah, it makes it seem more real because you know this sort of thing really happened and isn't just totally made up for dramatics.",I do like to see movies that are based on a true story.
that's tough ,i have to go with mulpets christmas carol.,comparison,but,mid,that's tough but i have to go with mulpets christmas carol.,What's your favorite Christmas movie?
it's amazing anyway ,that's why it's my favorite.,comparison,but,mid,we watch it every year on christmas eve. it's amazing anyway but that's why it's my favorite.,Oh good choice. Why?
Why do you ask?,i think i'm getting a bit too large just like the people in that movie.,contingency,because,begin,because i think i'm getting a bit too large just like the people in that movie.,Yes! I love that movie. Why do you ask?
but that's okay ,disney movies are great.,contingency,because,mid,but that's okay because disney movies are great.,Well I do like to sit in my chair a lot and watch Disney movies! Haha.
"yes, they use top talent ",they know having great actors is important even if they are only heard and not seen.,contingency,because,mid,"yes, they use top talent because they know having great actors is important even if they are only heard and not seen.",Disney really knows how to do animation right.
i can't imagine anyone else ,jeremy irons in the role of scar.,comparison,but,mid,i can't imagine anyone else but jeremy irons in the role of scar.,I'd say it's even more important if they are only heard and not seem. A great actor can covney a lot with their voice that a lesser talent cannot.
"he is being sort of obnoxious during that song, ",it is adorable!,comparison,but,mid,"he is being sort of obnoxious during that song, but it is adorable!","My favorite scene is when Simba sings ""I Just Can't Wait to be King."""
it's interesting because fred and vera find out they can't have children ,they consider the scout troop their children.,contingency,so,mid,it's interesting because fred and vera find out they can't have children so they consider the scout troop their children.,His Dad dies and he's adopted by Fred MacMurray and Vera Miles.
it's interesting ,fred and vera find out they can't have children so they consider the scout troop their children.,contingency,because,mid,it's interesting because fred and vera find out they can't have children so they consider the scout troop their children.,His Dad dies and he's adopted by Fred MacMurray and Vera Miles.
