arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
"the scythe, hands down, ",they have some really good songs.,comparison,but,mid,"the scythe, hands down, but they have some really good songs.","That's new... It could be interesting, what's your favorite album?",Statement,Reject,None,None,"('Negative', 1.0)","('Positive', 1.0)","[('MusicAlbum', 319.70136275000004, 'The Scythe')]",[],['sport'],['sport'],['Games'],['Music'],None,None,[],['music'],[],[],None,None,"[{'name': 'the scythe', 'id': 340, 'status': None, 'engaged': [], 'lexeme': 'the scythe', 'alias': ['the scythe'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2e16dd8>}, 'gkg': 'kg:/m/03jhsfx', 'granular_actor_types': {'object': 0.1111111111111111}, 'granular_entity_types': {'studio album by elvenking': 1}, 'gkg_name': 'The Scythe', 'gkg_type': ['MusicAlbum']}, {'name': None, 'id': 341, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['hand'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2e16588>}, 'gkg': None, 'granular_actor_types': {'body_part': 0.4166666666666667}, 'granular_entity_types': {}}]","[{'name': None, 'id': 342, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2dfda58>}, 'gkg': None, 'granular_actor_types': {'communication': 0.23076923076923078}, 'granular_entity_types': {}}, {'name': 'the scythe', 'id': 340, 'status': None, 'engaged': [], 'lexeme': 'the scythe', 'alias': ['the scythe'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2e16dd8>}, 'gkg': 'kg:/m/03jhsfx', 'granular_actor_types': {'object': 0.1111111111111111}, 'granular_entity_types': {'studio album by elvenking': 1}, 'gkg_name': 'The Scythe', 'gkg_type': ['MusicAlbum']}, {'name': None, 'id': 341, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['hand'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2e16588>}, 'gkg': None, 'granular_actor_types': {'body_part': 0.4166666666666667}, 'granular_entity_types': {}}]",The Scythe,,hand,song,"[('MusicAlbum', 319.70136275000004, 'The Scythe')]",[],True,True
"well, the scythe of course, ",have you heard skywards yet?,comparison,but,mid,"well, the scythe of course, but have you heard skywards yet?",Oh? Like?,Statement,ynQuestion,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('MusicAlbum', 319.70050000000003, 'The Scythe'), ('TVEpisode', 489.916, 'Of Course')]",[],['entertainment'],['sport'],['Games'],['Other'],None,None,[],[],[],[],None,None,"[{'name': 'the scythe', 'id': 340, 'status': None, 'engaged': [], 'lexeme': 'the scythe', 'alias': ['the scythe'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2e16dd8>}, 'gkg': 'kg:/m/03jhsfx', 'granular_actor_types': {'object': 0.1111111111111111}, 'granular_entity_types': {'studio album by elvenking': 1}, 'gkg_name': 'The Scythe', 'gkg_type': ['MusicAlbum']}, {'name': 'of course', 'id': 343, 'status': None, 'engaged': [], 'lexeme': 'of course', 'alias': ['of course'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2dfdc18>}, 'gkg': 'kg:/m/0bb_0cd', 'granular_actor_types': {}, 'granular_entity_types': {'how i met your mother episode': 1}, 'gkg_name': 'Of Course', 'gkg_type': ['TVEpisode']}, {'name': None, 'id': 342, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2dfda58>}, 'gkg': None, 'granular_actor_types': {'communication': 0.23076923076923078}, 'granular_entity_types': {}}]","[{'name': 'the scythe', 'id': 340, 'status': None, 'engaged': [], 'lexeme': 'the scythe', 'alias': ['the scythe'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2e16dd8>}, 'gkg': 'kg:/m/03jhsfx', 'granular_actor_types': {'object': 0.1111111111111111}, 'granular_entity_types': {'studio album by elvenking': 1}, 'gkg_name': 'The Scythe', 'gkg_type': ['MusicAlbum']}, {'name': 'of course', 'id': 343, 'status': None, 'engaged': [], 'lexeme': 'of course', 'alias': ['of course'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2dfdc18>}, 'gkg': 'kg:/m/0bb_0cd', 'granular_actor_types': {}, 'granular_entity_types': {'how i met your mother episode': 1}, 'gkg_name': 'Of Course', 'gkg_type': ['TVEpisode']}]","The Scythe, Of Course",,,,"[('MusicAlbum', 319.70050000000003, 'The Scythe'), ('TVEpisode', 489.916, 'Of Course')]",[],True,True
I can't get enough of them.,of the music?,contingency,because,begin,because of the music?,"When in doubt, they have stuff on youtube. I can't get enough of them.",Statement,whQuestion,None,None,"('Negative', 1.0)","('Neutral', 1.0)",[],[],['tech'],['entertainment'],['Phatic'],['Music'],None,None,[],['music'],[],['long_parse_time'],None,None,[],"[{'name': None, 'id': 344, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['the music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2d9b668>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,,the music,[],[],True,True
"they have been making music for longer than just the 90s, ",they were definitely most popular then.,comparison,but,mid,"they have been making music for longer than just the 90s, but they were definitely most popular then.","Sure, they're that 90s band, right?",Reject,Other,None,None,"('Neutral', 1.0)","('Positive', 1.0)",[],[],['entertainment'],['sport'],['Music'],['Celebrities'],None,None,['music'],[],['long_parse_time'],[],None,None,"[{'name': None, 'id': 345, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['have been making music for longer than', '90s'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0df4b00>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 344, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['the music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e2d9b668>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': None, 'id': 345, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['have been making music for longer than', '90s'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0df4b00>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,have been making music for longer than,,[],[],True,True
it's a band i really used to like when i was younger.,it's been a while since i've listened to them.,comparison,but,begin,it's a band i really used to like when i was younger. but it's been a while since i've listened to them.,I've heard some of their music. Why do you ask?,Statement,Emphasis,None,None,"('Negative', 1.0)","('Neutral', 1.0)","[('Thing', 770.36862175, 'When I Was Younger')]","[('Thing', 511.29, 'a while')]",['entertainment'],['sport'],['Music'],['Music'],None,None,[],[],['long_parse_time'],['emphasize_long_parse_time'],None,None,"[{'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a band i really used to like'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0de7080>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'when i was younger', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'when i was younger', 'alias': ['when i was younger'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0de7f98>}, 'gkg': 'kg:/g/1q5jfb45k', 'granular_actor_types': {}, 'granular_entity_types': {'song by liz lawrence': 1}, 'gkg_name': 'When I Was Younger', 'gkg_type': ['Thing']}]","[{'name': 'a while', 'id': 349, 'status': None, 'engaged': [], 'lexeme': 'a while', 'alias': ['a while'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0de7438>}, 'gkg': 'kg:/g/11b_3f06cg', 'granular_actor_types': {'time': 0.6875, 'time_period': 0.5}, 'granular_entity_types': {'song by dimitri vegas &amp; like mike': 1}, 'gkg_name': 'a while', 'gkg_type': ['Thing']}, {'name': None, 'id': 348, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['since', 'listened'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0de7b00>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a band i really used to like'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0de7080>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'when i was younger', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'when i was younger', 'alias': ['when i was younger'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0de7f98>}, 'gkg': 'kg:/g/1q5jfb45k', 'granular_actor_types': {}, 'granular_entity_types': {'song by liz lawrence': 1}, 'gkg_name': 'When I Was Younger', 'gkg_type': ['Thing']}]",When I Was Younger,a while,a band i really used to like,since,"[('Thing', 770.36862175, 'When I Was Younger')]","[('Thing', 511.29, 'a while')]",True,True
"i can see why you'd be a bit apprehensive, though.",that kind of thing can become a bad thing very easily.,contingency,because,begin,"i can see why you'd be a bit apprehensive, though. because that kind of thing can become a bad thing very easily.","For sure. They made a lot of jokes and said goofy, absurd stuff in their songs.",Statement,nAnswer,None,None,"('Negative', 1.0)","('Negative', 1.0)","[('Book', 214.031125, 'A Bit Lost')]","[('Thing', 767.676, 'that kind'), ('Thing', 151.5902, 'Thing'), ('Thing', 928.1195, 'a bad thing')]",['sport'],['sport'],['Pets_Animals'],['Psychology'],None,None,[],[],[],[],None,None,"[{'name': 'a bit', 'id': 350, 'status': None, 'engaged': [], 'lexeme': 'a bit', 'alias': ['a bit'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0d8a748>}, 'gkg': 'kg:/m/0pcp_ld', 'granular_actor_types': {}, 'granular_entity_types': {'book by chris haughton': 1}, 'gkg_name': 'A Bit Lost', 'gkg_type': ['Book']}, {'name': 'a while', 'id': 349, 'status': None, 'engaged': [], 'lexeme': 'a while', 'alias': ['a while'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0de7438>}, 'gkg': 'kg:/g/11b_3f06cg', 'granular_actor_types': {'time': 0.6875, 'time_period': 0.5}, 'granular_entity_types': {'song by dimitri vegas &amp; like mike': 1}, 'gkg_name': 'a while', 'gkg_type': ['Thing']}, {'name': None, 'id': 348, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['since', 'listened'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0de7b00>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'that kind', 'id': 351, 'status': None, 'engaged': [], 'lexeme': 'that kind', 'alias': ['that kind'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0bc6ef0>}, 'gkg': 'kg:/g/1s0661s4m', 'granular_actor_types': {}, 'granular_entity_types': {'song by walter hawkins': 1}, 'gkg_name': 'that kind', 'gkg_type': ['Thing']}, {'name': 'thing', 'id': 353, 'status': None, 'engaged': [], 'lexeme': 'thing', 'alias': ['thing'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0e01668>}, 'gkg': 'kg:/m/0k1r0', 'granular_actor_types': {}, 'granular_entity_types': {'fictional superhero': 1}, 'gkg_name': 'Thing', 'gkg_type': ['Thing']}, {'name': None, 'id': 352, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['of'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0e010f0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'a bad thing', 'id': 354, 'status': None, 'engaged': [], 'lexeme': 'a bad thing', 'alias': ['a bad thing'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0e01588>}, 'gkg': 'kg:/g/1q5jzbg32', 'granular_actor_types': {}, 'granular_entity_types': {""song by funk d'void"": 1}, 'gkg_name': 'a bad thing', 'gkg_type': ['Thing']}, {'name': 'a bit', 'id': 350, 'status': None, 'engaged': [], 'lexeme': 'a bit', 'alias': ['a bit'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0d8a748>}, 'gkg': 'kg:/m/0pcp_ld', 'granular_actor_types': {}, 'granular_entity_types': {'book by chris haughton': 1}, 'gkg_name': 'A Bit Lost', 'gkg_type': ['Book']}]",A Bit Lost,"Thing, that kind, a bad thing",,of,"[('Book', 214.031125, 'A Bit Lost')]","[('Thing', 767.676, 'that kind'), ('Thing', 151.5902, 'Thing'), ('Thing', 928.1195, 'a bad thing')]",True,True
"no, we were given this song title, ",we gotta use this with what we have for our dance materials.,contingency,so,mid,"no, we were given this song title, so we gotta use this with what we have for our dance materials.","And what, we can't change it up a bit?",nAnswer,Other,None,None,"('Negative', 1.0)","('Positive', 1.0)","[('MusicRecording', 285.721314, 'Song Title')]",[],['entertainment'],['sport'],['Music'],['Entertainment'],None,None,['music'],[],[],[],None,None,"[{'name': 'song title', 'id': 355, 'status': None, 'engaged': [], 'lexeme': 'song title', 'alias': ['song title'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0bf52e8>}, 'gkg': 'kg:/g/11fjs4y40r', 'granular_actor_types': {}, 'granular_entity_types': {'song': 1}, 'gkg_name': 'Song Title', 'gkg_type': ['MusicRecording']}, {'name': 'that kind', 'id': 351, 'status': None, 'engaged': [], 'lexeme': 'that kind', 'alias': ['that kind'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0bc6ef0>}, 'gkg': 'kg:/g/1s0661s4m', 'granular_actor_types': {}, 'granular_entity_types': {'song by walter hawkins': 1}, 'gkg_name': 'that kind', 'gkg_type': ['Thing']}, {'name': 'thing', 'id': 353, 'status': None, 'engaged': [], 'lexeme': 'thing', 'alias': ['thing'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0e01668>}, 'gkg': 'kg:/m/0k1r0', 'granular_actor_types': {}, 'granular_entity_types': {'fictional superhero': 1}, 'gkg_name': 'Thing', 'gkg_type': ['Thing']}, {'name': None, 'id': 352, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['of'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0e010f0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'a bad thing', 'id': 354, 'status': None, 'engaged': [], 'lexeme': 'a bad thing', 'alias': ['a bad thing'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0e01588>}, 'gkg': 'kg:/g/1q5jzbg32', 'granular_actor_types': {}, 'granular_entity_types': {""song by funk d'void"": 1}, 'gkg_name': 'a bad thing', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 356, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['ta use'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0c54a58>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'song title', 'id': 355, 'status': None, 'engaged': [], 'lexeme': 'song title', 'alias': ['song title'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0bf52e8>}, 'gkg': 'kg:/g/11fjs4y40r', 'granular_actor_types': {}, 'granular_entity_types': {'song': 1}, 'gkg_name': 'Song Title', 'gkg_type': ['MusicRecording']}]",Song Title,,,ta use,"[('MusicRecording', 285.721314, 'Song Title')]",[],True,True
i have heard it ,i do not know the title.,comparison,but,mid,i have heard it but i do not know the title.,I like that one too. What about his newest hit?,Statement,Reject,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('Thing', 444.549, 'heard it')]",[],['sport'],['sport'],['Phatic'],['Music'],None,None,[],[],[],[],None,None,"[{'name': 'heard', 'id': 357, 'status': None, 'engaged': [], 'lexeme': 'heard', 'alias': ['heard'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0b9aeb8>}, 'gkg': 'kg:/g/1s05swvc0', 'granular_actor_types': {}, 'granular_entity_types': {'song by zz top': 1}, 'gkg_name': 'heard it', 'gkg_type': ['Thing']}, {'name': None, 'id': 356, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['ta use'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0c54a58>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': None, 'id': 358, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['the title'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0e3aef0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'heard', 'id': 357, 'status': None, 'engaged': [], 'lexeme': 'heard', 'alias': ['heard'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0b9aeb8>}, 'gkg': 'kg:/g/1s05swvc0', 'granular_actor_types': {}, 'granular_entity_types': {'song by zz top': 1}, 'gkg_name': 'heard it', 'gkg_type': ['Thing']}]",heard it,,,the title,"[('Thing', 444.549, 'heard it')]",[],True,True
i like that one too ,i think it is called something else.,comparison,but,mid,i like that one too but i think it is called something else.,That's what I like?,Statement,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],"[('MusicGroup', 776.544, 'Something Else')]",['sport'],['sport'],['Phatic'],['Phatic'],None,None,[],[],['opinion_provide_pos_patterns_that one too'],['switch_intent'],None,None,"[{'name': None, 'id': 358, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['the title'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0e3aef0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'something else', 'id': 359, 'status': None, 'engaged': [], 'lexeme': 'something else', 'alias': ['something else'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0e01a58>}, 'gkg': 'kg:/m/01snxxt', 'granular_actor_types': {}, 'granular_entity_types': {'japanese band': 1}, 'gkg_name': 'Something Else', 'gkg_type': ['MusicGroup']}]",,Something Else,,,[],"[('MusicGroup', 776.544, 'Something Else')]",True,True
i like that ,no its not that one.,comparison,but,mid,i like that but no its not that one.,The Lazy song?,Statement,Reject,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('Thing', 665.05, 'I Like That')]",[],['tech'],['business'],['Phatic'],['Other'],None,None,[],[],['opinion_provide_pos_patterns_that'],[],None,None,"[{'name': 'i like that', 'id': 360, 'status': None, 'engaged': [], 'lexeme': 'i like that', 'alias': ['i like that'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0bf5b38>}, 'gkg': 'kg:/g/11bz__6x35', 'granular_actor_types': {}, 'granular_entity_types': {'song by sistar': 1}, 'gkg_name': 'I Like That', 'gkg_type': ['Thing']}, {'name': 'something else', 'id': 359, 'status': None, 'engaged': [], 'lexeme': 'something else', 'alias': ['something else'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0e01a58>}, 'gkg': 'kg:/m/01snxxt', 'granular_actor_types': {}, 'granular_entity_types': {'japanese band': 1}, 'gkg_name': 'Something Else', 'gkg_type': ['MusicGroup']}]","[{'name': 'i like that', 'id': 360, 'status': None, 'engaged': [], 'lexeme': 'i like that', 'alias': ['i like that'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f97e0bf5b38>}, 'gkg': 'kg:/g/11bz__6x35', 'granular_actor_types': {}, 'granular_entity_types': {'song by sistar': 1}, 'gkg_name': 'I Like That', 'gkg_type': ['Thing']}]",I Like That,,,,"[('Thing', 665.05, 'I Like That')]",[],True,True
