arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
"we saw them in va beach, ",they play all over the country.,comparison,but,mid,"we saw them in va beach, but they play all over the country.",That's cool. Where do they play?,nAnswer,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('City', 222.233597, 'Virginia Beach')]","[('Movie', 306.579875, 'The Country Bears')]",['sport'],['sport'],['Movies_TV'],['Music'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 340, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['in va'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15bea4048>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'beach', 'id': 341, 'status': None, 'engaged': [], 'lexeme': 'beach', 'alias': ['beach'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15be8f908>}, 'gkg': 'kg:/m/0mn0v', 'granular_actor_types': {'object': 0.2857142857142857}, 'granular_entity_types': {'city in virginia': 1}, 'gkg_name': 'Virginia Beach', 'gkg_type': ['Thing', 'Place', 'AdministrativeArea', 'City']}]","[{'name': 'the country', 'id': 342, 'status': None, 'engaged': [], 'lexeme': 'the country', 'alias': ['the country'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1639449b0>}, 'gkg': 'kg:/m/06n95j', 'granular_actor_types': {}, 'granular_entity_types': {'2002 film': 1}, 'gkg_name': 'The Country Bears', 'gkg_type': ['Movie']}, {'name': None, 'id': 340, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['in va'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15bea4048>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'beach', 'id': 341, 'status': None, 'engaged': [], 'lexeme': 'beach', 'alias': ['beach'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15be8f908>}, 'gkg': 'kg:/m/0mn0v', 'granular_actor_types': {'object': 0.2857142857142857}, 'granular_entity_types': {'city in virginia': 1}, 'gkg_name': 'Virginia Beach', 'gkg_type': ['Thing', 'Place', 'AdministrativeArea', 'City']}]",Virginia Beach,The Country Bears,in va,,"[('City', 222.233597, 'Virginia Beach')]","[('Movie', 306.579875, 'The Country Bears')]",True,True
"yeah, ajj actually stands for andrew jackson jihad.",they decided to be more politically correct.,comparison,but,begin,"yeah, ajj actually stands for andrew jackson jihad. but they decided to be more politically correct.",That's an interesting name for a band...,Accept,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('MusicGroup', 523.764404, 'AJJ')]",[],['entertainment'],['business'],['Politics'],['Politics'],None,None,[],[],[],['long_parse_time'],None,None,"[{'name': 'ajj', 'id': 343, 'status': None, 'engaged': [], 'lexeme': 'ajj', 'alias': ['ajj'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1526c3e10>}, 'gkg': 'kg:/m/03f53ld', 'granular_actor_types': {}, 'granular_entity_types': {'band': 1}, 'gkg_name': 'AJJ', 'gkg_type': ['MusicGroup']}, {'name': None, 'id': 344, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['andrew jackson jihad'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1586a3898>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'the country', 'id': 342, 'status': None, 'engaged': [], 'lexeme': 'the country', 'alias': ['the country'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1639449b0>}, 'gkg': 'kg:/m/06n95j', 'granular_actor_types': {}, 'granular_entity_types': {'2002 film': 1}, 'gkg_name': 'The Country Bears', 'gkg_type': ['Movie']}]","[{'name': 'ajj', 'id': 343, 'status': None, 'engaged': [], 'lexeme': 'ajj', 'alias': ['ajj'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1526c3e10>}, 'gkg': 'kg:/m/03f53ld', 'granular_actor_types': {}, 'granular_entity_types': {'band': 1}, 'gkg_name': 'AJJ', 'gkg_type': ['MusicGroup']}, {'name': None, 'id': 344, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['andrew jackson jihad'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1586a3898>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",AJJ,,andrew jackson jihad,,"[('MusicGroup', 523.764404, 'AJJ')]",[],True,True
he had a huge book ,really they are interpretations of others songs.,comparison,but,mid,he had a huge book but really they are interpretations of others songs. what is your favorite?,he did have enough hits for two or three lifetimes.,Other,Reject,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],[],['entertainment'],['entertainment'],['Literature'],['Music'],None,None,['books'],['music'],[],[],None,None,"[{'name': None, 'id': 345, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['book'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15264b588>}, 'gkg': None, 'granular_actor_types': {'product': 0.6, 'object': 0.13333333333333333}, 'granular_entity_types': {}}]","[{'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['interpretations of others songs'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152664fd0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 345, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['book'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15264b588>}, 'gkg': None, 'granular_actor_types': {'product': 0.6, 'object': 0.13333333333333333}, 'granular_entity_types': {}}]",,,book,interpretations of others songs,[],[],True,True
i used to really like country music.,lately it just doesn't feel the same.,comparison,but,begin,i used to really like country music. but lately it just doesn't feel the same.,"sorry, at least his music lives on.",Statement,Statement,None,None,"('Negative', 1.0)","('Neutral', 1.0)","[('Thing', 667.980062, 'Country Music Association Awards')]","[('Thing', 598.49, 'Feel the Same')]",['entertainment'],['sport'],['Music'],['Other'],None,None,['music'],[],['long_parse_time'],[],None,None,"[{'name': 'country music', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'country music', 'alias': ['country music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15266a128>}, 'gkg': 'kg:/m/05ly03', 'granular_actor_types': {'communication': 0.16666666666666666}, 'granular_entity_types': {'award': 1}, 'gkg_name': 'Country Music Association Awards', 'gkg_type': ['Thing']}, {'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['interpretations of others songs'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152664fd0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'feel the same', 'id': 348, 'status': None, 'engaged': [], 'lexeme': 'feel the same', 'alias': ['feel the same'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15264b240>}, 'gkg': 'kg:/g/1q5jzs6c0', 'granular_actor_types': {}, 'granular_entity_types': {'song by battle tapes': 1}, 'gkg_name': 'Feel the Same', 'gkg_type': ['Thing']}, {'name': 'country music', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'country music', 'alias': ['country music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15266a128>}, 'gkg': 'kg:/m/05ly03', 'granular_actor_types': {'communication': 0.16666666666666666}, 'granular_entity_types': {'award': 1}, 'gkg_name': 'Country Music Association Awards', 'gkg_type': ['Thing']}]",Country Music Association Awards,Feel the Same,,,"[('Thing', 667.980062, 'Country Music Association Awards')]","[('Thing', 598.49, 'Feel the Same')]",True,True
His song Try Not to Look so Pretty was one of my favourites.,that was so long ago.,comparison,but,begin,but that was so long ago.,"Yes, Dwight Yoakum was fantastic. His song Try Not to Look so Pretty was one of my favourites.",Statement,Statement,None,None,"('Negative', 1.0)","('Neutral', 1.0)","[('Thing', 964.97252775, 'Try Not to Look So Pretty'), ('MusicRecording', 257.01341225000004, 'His Song'), ('MusicAlbum', 597.1457905, 'My Favourites')]","[('MusicAlbum', 476.9385225, 'So Long Ago')]",['entertainment'],['sport'],['Music'],['Phatic'],None,None,['music'],[],['long_parse_time'],[],None,None,"[{'name': 'Try Not to Look so', 'id': 350, 'status': None, 'engaged': [], 'lexeme': 'Try Not to Look so', 'alias': ['try not to look so'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1526647f0>}, 'gkg': 'kg:/g/1q5jxn0z1', 'granular_actor_types': {}, 'granular_entity_types': {'song by dwight yoakam': 1}, 'gkg_name': 'Try Not to Look So Pretty', 'gkg_type': ['Thing']}, {'name': 'song', 'id': 349, 'status': None, 'engaged': [], 'lexeme': 'song', 'alias': ['song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1526643c8>}, 'gkg': 'kg:/m/0q164c', 'granular_actor_types': {'communication': 0.23076923076923078}, 'granular_entity_types': {'song by stina nordenstam': 1}, 'gkg_name': 'His Song', 'gkg_type': ['MusicRecording']}, {'name': None, 'id': 351, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['pretty'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1586ac470>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'favourites', 'id': 352, 'status': None, 'engaged': [], 'lexeme': 'favourites', 'alias': ['favourites'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1586acf98>}, 'gkg': 'kg:/m/01jjh1l', 'granular_actor_types': {'person': 0.25}, 'granular_entity_types': {'compilation album by sandra': 1}, 'gkg_name': 'My Favourites', 'gkg_type': ['MusicAlbum']}, {'name': 'feel the same', 'id': 348, 'status': None, 'engaged': [], 'lexeme': 'feel the same', 'alias': ['feel the same'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15264b240>}, 'gkg': 'kg:/g/1q5jzs6c0', 'granular_actor_types': {}, 'granular_entity_types': {'song by battle tapes': 1}, 'gkg_name': 'Feel the Same', 'gkg_type': ['Thing']}]","[{'name': 'so long ago', 'id': 353, 'status': None, 'engaged': [], 'lexeme': 'so long ago', 'alias': ['so long ago'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152656a90>}, 'gkg': 'kg:/m/02qs2p9', 'granular_actor_types': {}, 'granular_entity_types': {'album by ricky ross': 1}, 'gkg_name': 'So Long Ago', 'gkg_type': ['MusicAlbum']}, {'name': 'Try Not to Look so', 'id': 350, 'status': None, 'engaged': [], 'lexeme': 'Try Not to Look so', 'alias': ['try not to look so'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1526647f0>}, 'gkg': 'kg:/g/1q5jxn0z1', 'granular_actor_types': {}, 'granular_entity_types': {'song by dwight yoakam': 1}, 'gkg_name': 'Try Not to Look So Pretty', 'gkg_type': ['Thing']}, {'name': 'song', 'id': 349, 'status': None, 'engaged': [], 'lexeme': 'song', 'alias': ['song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1526643c8>}, 'gkg': 'kg:/m/0q164c', 'granular_actor_types': {'communication': 0.23076923076923078}, 'granular_entity_types': {'song by stina nordenstam': 1}, 'gkg_name': 'His Song', 'gkg_type': ['MusicRecording']}, {'name': None, 'id': 351, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['pretty'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1586ac470>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'favourites', 'id': 352, 'status': None, 'engaged': [], 'lexeme': 'favourites', 'alias': ['favourites'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1586acf98>}, 'gkg': 'kg:/m/01jjh1l', 'granular_actor_types': {'person': 0.25}, 'granular_entity_types': {'compilation album by sandra': 1}, 'gkg_name': 'My Favourites', 'gkg_type': ['MusicAlbum']}]","His Song, My Favourites, Try Not to Look So Pretty",So Long Ago,pretty,,"[('Thing', 964.97252775, 'Try Not to Look So Pretty'), ('MusicRecording', 257.01341225000004, 'His Song'), ('MusicAlbum', 597.1457905, 'My Favourites')]","[('MusicAlbum', 476.9385225, 'So Long Ago')]",True,True
"i liked him too, ","only his earlier stuff, he got weird after awhile.",comparison,but,mid,"i liked him too, but only his earlier stuff, he got weird after awhile.",It was. I also really liked Gary Allen.,Statement,Other,None,None,"('Positive', 1.0)","('Negative', 1.0)",[],[],['sport'],['sport'],['Other'],['Other'],None,None,[],[],['opinion_provide_pos_patterns_no:match'],[],None,None,"[{'name': 'so long ago', 'id': 353, 'status': None, 'engaged': [], 'lexeme': 'so long ago', 'alias': ['so long ago'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152656a90>}, 'gkg': 'kg:/m/02qs2p9', 'granular_actor_types': {}, 'granular_entity_types': {'album by ricky ross': 1}, 'gkg_name': 'So Long Ago', 'gkg_type': ['MusicAlbum']}]",[],,,,,[],[],True,True
"and their solo stuff, ",now i prefer his acting over his music.,comparison,but,mid,"me too. and their solo stuff, but now i prefer his acting over his music.",It is terrible! I used to love their songs together.,Statement,Clarify,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('Thing', 291.711822, 'Solo Stuff')]",[],['sport'],['entertainment'],['Music'],['Music'],None,None,[],['music'],[],['emphasize_long_parse_time'],None,None,"[{'name': 'solo stuff', 'id': 354, 'status': None, 'engaged': [], 'lexeme': 'solo stuff', 'alias': ['solo stuff'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152678be0>}, 'gkg': 'kg:/g/1s05vfrvs', 'granular_actor_types': {}, 'granular_entity_types': {'song by dufus': 1}, 'gkg_name': 'Solo Stuff', 'gkg_type': ['Thing']}]","[{'name': 'solo stuff', 'id': 354, 'status': None, 'engaged': [], 'lexeme': 'solo stuff', 'alias': ['solo stuff'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152678be0>}, 'gkg': 'kg:/g/1s05vfrvs', 'granular_actor_types': {}, 'granular_entity_types': {'song by dufus': 1}, 'gkg_name': 'Solo Stuff', 'gkg_type': ['Thing']}]",Solo Stuff,,,,"[('Thing', 291.711822, 'Solo Stuff')]",[],True,True
"it sounds like a lot of modern rap, ",there's definitely a quirky and sort of nerdy personality in his lyrics.,comparison,but,mid,"it sounds like a lot of modern rap, but there's definitely a quirky and sort of nerdy personality in his lyrics.","Oh, that's cool. He's pretty funny on ""Community."" What's his music like?",nAnswer,Statement,None,None,"('Positive', 1.0)","('Positive', 1.0)","[('LocalBusiness', 402.765125, 'Save-A-Lot')]","[('Thing', 431.84225, 'sort of')]",['entertainment'],['entertainment'],['Music'],['Music'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 356, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['rap'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15264b5c0>}, 'gkg': None, 'granular_actor_types': {'communication': 0.15789473684210525}, 'granular_entity_types': {}}, {'name': 'a lot', 'id': 355, 'status': None, 'engaged': [], 'lexeme': 'a lot', 'alias': ['a lot'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15264bd68>}, 'gkg': 'kg:/m/0209r2', 'granular_actor_types': {}, 'granular_entity_types': {'supermarket company': 1}, 'gkg_name': 'Save-A-Lot', 'gkg_type': ['LocalBusiness', 'Thing', 'Corporation', 'Organization']}]","[{'name': 'sort of', 'id': 357, 'status': None, 'engaged': [], 'lexeme': 'sort of', 'alias': ['sort of'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152678240>}, 'gkg': 'kg:/g/11bw1zs79j', 'granular_actor_types': {}, 'granular_entity_types': {'song by u2': 1}, 'gkg_name': 'sort of', 'gkg_type': ['Thing']}, {'name': None, 'id': 358, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['personality'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152678908>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 356, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['rap'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15264b5c0>}, 'gkg': None, 'granular_actor_types': {'communication': 0.15789473684210525}, 'granular_entity_types': {}}, {'name': 'a lot', 'id': 355, 'status': None, 'engaged': [], 'lexeme': 'a lot', 'alias': ['a lot'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15264bd68>}, 'gkg': 'kg:/m/0209r2', 'granular_actor_types': {}, 'granular_entity_types': {'supermarket company': 1}, 'gkg_name': 'Save-A-Lot', 'gkg_type': ['LocalBusiness', 'Thing', 'Corporation', 'Organization']}]",Save-A-Lot,sort of,rap,personality,"[('LocalBusiness', 402.765125, 'Save-A-Lot')]","[('Thing', 431.84225, 'sort of')]",True,True
"it seems like so much music on the radio right now is catchy, ",pretty dumb when you get down to it.,comparison,but,mid,"that's impressive. it seems like so much music on the radio right now is catchy, but pretty dumb when you get down to it.","Well, he never really loses the complexity and subtlety when he's going in that direction. Even the radio hits are still appealing on many different levels.",Statement,Statement,None,None,"('Positive', 1.0)","('Negative', 1.0)","[('Thing', 551.47843575, 'So Much Music'), ('Thing', 727.6425, 'On The Radio')]","[('TVSeries', 296.637630625, 'The Get Down')]",['entertainment'],['sport'],['Music'],['Phatic'],None,None,['music'],[],[],[],None,None,"[{'name': 'so much music', 'id': 359, 'status': None, 'engaged': [], 'lexeme': 'so much music', 'alias': ['so much music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152678518>}, 'gkg': 'kg:/g/11c3mtm07d', 'granular_actor_types': {}, 'granular_entity_types': {'song by donnwell': 1}, 'gkg_name': 'So Much Music', 'gkg_type': ['Thing']}, {'name': 'on the radio', 'id': 360, 'status': None, 'engaged': [], 'lexeme': 'on the radio', 'alias': ['on the radio'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1526c7860>}, 'gkg': 'kg:/g/11c37zhlz8', 'granular_actor_types': {}, 'granular_entity_types': {'song by donna summer': 1}, 'gkg_name': 'On The Radio', 'gkg_type': ['Thing']}, {'name': 'sort of', 'id': 357, 'status': None, 'engaged': [], 'lexeme': 'sort of', 'alias': ['sort of'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152678240>}, 'gkg': 'kg:/g/11bw1zs79j', 'granular_actor_types': {}, 'granular_entity_types': {'song by u2': 1}, 'gkg_name': 'sort of', 'gkg_type': ['Thing']}, {'name': None, 'id': 358, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['personality'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152678908>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'get down', 'id': 361, 'status': None, 'engaged': [], 'lexeme': 'get down', 'alias': ['get down'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1586a3390>}, 'gkg': 'kg:/m/012snspg', 'granular_actor_types': {}, 'granular_entity_types': {'american drama series': 1}, 'gkg_name': 'The Get Down', 'gkg_type': ['TVSeries']}, {'name': 'so much music', 'id': 359, 'status': None, 'engaged': [], 'lexeme': 'so much music', 'alias': ['so much music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff152678518>}, 'gkg': 'kg:/g/11c3mtm07d', 'granular_actor_types': {}, 'granular_entity_types': {'song by donnwell': 1}, 'gkg_name': 'So Much Music', 'gkg_type': ['Thing']}, {'name': 'on the radio', 'id': 360, 'status': None, 'engaged': [], 'lexeme': 'on the radio', 'alias': ['on the radio'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1526c7860>}, 'gkg': 'kg:/g/11c37zhlz8', 'granular_actor_types': {}, 'granular_entity_types': {'song by donna summer': 1}, 'gkg_name': 'On The Radio', 'gkg_type': ['Thing']}]","So Much Music, On The Radio",The Get Down,,,"[('Thing', 551.47843575, 'So Much Music'), ('Thing', 727.6425, 'On The Radio')]","[('TVSeries', 296.637630625, 'The Get Down')]",True,True
"sometimes it seems like you can't have music that's both catchy and smart, ",i think childish gambino manages to pull it off.,comparison,but,mid,"i agree! sometimes it seems like you can't have music that's both catchy and smart, but i think childish gambino manages to pull it off.","That's impressive. It seems like so much music on the radio right now is catchy, but pretty dumb when you get down to it.",Reject,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)",[],"[('Event', 576.234498, 'Childish Gambino'), ('Thing', 672.7925, 'Pull It Off')]",['entertainment'],['sport'],['Music'],['Psychology'],None,None,['music'],[],[],[],None,None,"[{'name': 'music', 'id': 221, 'status': None, 'engaged': [], 'lexeme': 'music', 'alias': ['music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1593cbef0>}, 'gkg': None, 'granular_actor_types': {'communication': 0.5}, 'granular_entity_types': {}}, {'name': 'get down', 'id': 361, 'status': None, 'engaged': [], 'lexeme': 'get down', 'alias': ['get down'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1586a3390>}, 'gkg': 'kg:/m/012snspg', 'granular_actor_types': {}, 'granular_entity_types': {'american drama series': 1}, 'gkg_name': 'The Get Down', 'gkg_type': ['TVSeries']}]","[{'name': 'childish gambino', 'id': 362, 'status': None, 'engaged': [], 'lexeme': 'childish gambino', 'alias': ['childish gambino'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15265dcf8>}, 'gkg': 'kg:/g/11ffw9463_', 'granular_actor_types': {}, 'granular_entity_types': {'event': 1}, 'gkg_name': 'Childish Gambino', 'gkg_type': ['Event']}, {'name': 'pull off', 'id': 363, 'status': None, 'engaged': [], 'lexeme': 'pull off', 'alias': ['pull off'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff15266ad30>}, 'gkg': 'kg:/g/11c5bg80zk', 'granular_actor_types': {}, 'granular_entity_types': {'song by kane brown': 1}, 'gkg_name': 'Pull It Off', 'gkg_type': ['Thing']}, {'name': 'music', 'id': 221, 'status': None, 'engaged': [], 'lexeme': 'music', 'alias': ['music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7ff1593cbef0>}, 'gkg': None, 'granular_actor_types': {'communication': 0.5}, 'granular_entity_types': {}}]",,"Childish Gambino, Pull It Off",music,,[],"[('Event', 576.234498, 'Childish Gambino'), ('Thing', 672.7925, 'Pull It Off')]",True,True
