arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
"yeah sure love them, ",also newer ones as well?,comparison,but,mid,"yeah sure love them, but also newer ones as well?",Oh okay.  The Grateful Dead?,yAnswer,Other,None,None,"('Positive', 1.0)","('Positive', 1.0)",[],[],['entertainment'],['sport'],['Phatic'],['Music'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 340, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['love'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fed084f98>}, 'gkg': None, 'granular_actor_types': {'feeling': 0.625}, 'granular_entity_types': {}}]","[{'name': None, 'id': 341, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['one'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe98e1860>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 340, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['love'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fed084f98>}, 'gkg': None, 'granular_actor_types': {'feeling': 0.625}, 'granular_entity_types': {}}]",,,love,one,[],[],True,True
"yes, i did ",it is worth it.,comparison,but,mid,"yes, i did but it is worth it.",You must have spent a fortune!,yAnswer,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)","[('MusicRecording', 415.412694875, 'Yes, I Did')]","[('MusicRecording', 632.042333, 'It Is Worth It')]",['sport'],['business'],['Other'],['Travel_Geo'],None,None,[],[],[],[],None,None,"[{'name': 'i did', 'id': 342, 'status': None, 'engaged': [], 'lexeme': 'i did', 'alias': ['i did'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fed07cf28>}, 'gkg': 'kg:/m/017mc99', 'granular_actor_types': {}, 'granular_entity_types': {'song by dreams come true': 1}, 'gkg_name': 'Yes, I Did', 'gkg_type': ['MusicRecording']}, {'name': None, 'id': 341, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['one'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe98e1860>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'is worth', 'id': 343, 'status': None, 'engaged': [], 'lexeme': 'is worth', 'alias': ['is worth'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe988b978>}, 'gkg': 'kg:/m/0ffn3qy', 'granular_actor_types': {}, 'granular_entity_types': {'song by barbara haščáková': 1}, 'gkg_name': 'It Is Worth It', 'gkg_type': ['MusicRecording']}, {'name': 'i did', 'id': 342, 'status': None, 'engaged': [], 'lexeme': 'i did', 'alias': ['i did'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fed07cf28>}, 'gkg': 'kg:/m/017mc99', 'granular_actor_types': {}, 'granular_entity_types': {'song by dreams come true': 1}, 'gkg_name': 'Yes, I Did', 'gkg_type': ['MusicRecording']}]","Yes, I Did",It Is Worth It,,,"[('MusicRecording', 415.412694875, 'Yes, I Did')]","[('MusicRecording', 632.042333, 'It Is Worth It')]",True,True
"i know, yeezus is a close second ",it doesn't beat graduation.,comparison,but,mid,"i know, yeezus is a close second but it doesn't beat graduation.","I sure hope so, those are his best songs.",nAnswer,Reject,None,None,"('Neutral', 1.0)","('Negative', 1.0)",[],[],['sport'],['sport'],['SciTech'],['Games'],None,None,[],[],['long_parse_time'],[],None,None,"[{'name': None, 'id': 345, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['second'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe783d940>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 344, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['yeezus'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe993d2b0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'is worth', 'id': 343, 'status': None, 'engaged': [], 'lexeme': 'is worth', 'alias': ['is worth'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe988b978>}, 'gkg': 'kg:/m/0ffn3qy', 'granular_actor_types': {}, 'granular_entity_types': {'song by barbara haščáková': 1}, 'gkg_name': 'It Is Worth It', 'gkg_type': ['MusicRecording']}]","[{'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['graduation'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ce668>}, 'gkg': None, 'granular_actor_types': {'act': 0.23809523809523808, 'event': 0.19047619047619047}, 'granular_entity_types': {}}, {'name': None, 'id': 345, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['second'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe783d940>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 344, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['yeezus'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe993d2b0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,"second, yeezus",graduation,[],[],True,True
that is a fantastic song and it was amazing it got played on the radio ,it is so long.,contingency,because,mid,that is a fantastic song and it was amazing it got played on the radio because it is so long.,My favorite is Scenes From an Italian Restaurant.,nAnswer,Statement,None,None,"('Verypositive', 1.0)","('Neutral', 1.0)","[('Thing', 727.6425, 'On The Radio')]","[('Movie', 216.943629875, 'So Long, Stooge')]",['entertainment'],['sport'],['Movies_TV'],['Phatic'],None,None,['music'],[],['long_parse_time'],[],None,None,"[{'name': None, 'id': 347, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a fantastic song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe783d390>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'on the radio', 'id': 348, 'status': None, 'engaged': [], 'lexeme': 'on the radio', 'alias': ['on the radio'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe98b7e48>}, 'gkg': 'kg:/g/11c37zhlz8', 'granular_actor_types': {}, 'granular_entity_types': {'song by donna summer': 1}, 'gkg_name': 'On The Radio', 'gkg_type': ['Thing']}, {'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['graduation'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ce668>}, 'gkg': None, 'granular_actor_types': {'act': 0.23809523809523808, 'event': 0.19047619047619047}, 'granular_entity_types': {}}]","[{'name': 'so long', 'id': 349, 'status': None, 'engaged': [], 'lexeme': 'so long', 'alias': ['so long'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77c1400>}, 'gkg': 'kg:/m/07xmxn', 'granular_actor_types': {'communication': 0.1111111111111111}, 'granular_entity_types': {'1983 film': 1}, 'gkg_name': 'So Long, Stooge', 'gkg_type': ['Movie']}, {'name': None, 'id': 347, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a fantastic song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe783d390>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'on the radio', 'id': 348, 'status': None, 'engaged': [], 'lexeme': 'on the radio', 'alias': ['on the radio'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe98b7e48>}, 'gkg': 'kg:/g/11c37zhlz8', 'granular_actor_types': {}, 'granular_entity_types': {'song by donna summer': 1}, 'gkg_name': 'On The Radio', 'gkg_type': ['Thing']}]",On The Radio,"So Long, Stooge",a fantastic song,,"[('Thing', 727.6425, 'On The Radio')]","[('Movie', 216.943629875, 'So Long, Stooge')]",True,True
"i love that not only did he use pianos in his music, ",also used a multitude of instruments like wind.,comparison,but,mid,"i love that not only did he use pianos in his music, but also used a multitude of instruments like wind.","Yep, Billy Joel is a true artistic genius.",nAnswer,Continuer,None,None,"('Neutral', 1.0)","('Negative', 1.0)","[('Book', 256.339125, 'Love That Dog')]","[('MusicAlbum', 249.17577749999998, 'A Multitude of Angels')]",['entertainment'],['sport'],['Music'],['Music'],None,None,['music'],[],"['opinion_provide_pos_patterns_piano', 'long_parse_time']",[],None,None,"[{'name': 'love that', 'id': 350, 'status': None, 'engaged': [], 'lexeme': 'love that', 'alias': ['love that'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ee438>}, 'gkg': 'kg:/m/0479c86', 'granular_actor_types': {}, 'granular_entity_types': {'book by sharon creech': 1}, 'gkg_name': 'Love That Dog', 'gkg_type': ['Book']}, {'name': None, 'id': 351, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['piano'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ee860>}, 'gkg': None, 'granular_actor_types': {'musical_instrument': 0.6470588235294118, 'object': 0.11764705882352941}, 'granular_entity_types': {}}, {'name': 'so long', 'id': 349, 'status': None, 'engaged': [], 'lexeme': 'so long', 'alias': ['so long'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77c1400>}, 'gkg': 'kg:/m/07xmxn', 'granular_actor_types': {'communication': 0.1111111111111111}, 'granular_entity_types': {'1983 film': 1}, 'gkg_name': 'So Long, Stooge', 'gkg_type': ['Movie']}]","[{'name': None, 'id': 353, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['instrument'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ee780>}, 'gkg': None, 'granular_actor_types': {'object': 0.16666666666666666}, 'granular_entity_types': {}}, {'name': 'a multitude', 'id': 352, 'status': None, 'engaged': [], 'lexeme': 'a multitude', 'alias': ['a multitude'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77c1518>}, 'gkg': 'kg:/g/11c6dls24t', 'granular_actor_types': {}, 'granular_entity_types': {'album by keith jarrett': 1}, 'gkg_name': 'A Multitude of Angels', 'gkg_type': ['MusicAlbum']}, {'name': None, 'id': 354, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['wind'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ce390>}, 'gkg': None, 'granular_actor_types': {'phenomenon': 0.26666666666666666}, 'granular_entity_types': {}}, {'name': 'love that', 'id': 350, 'status': None, 'engaged': [], 'lexeme': 'love that', 'alias': ['love that'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ee438>}, 'gkg': 'kg:/m/0479c86', 'granular_actor_types': {}, 'granular_entity_types': {'book by sharon creech': 1}, 'gkg_name': 'Love That Dog', 'gkg_type': ['Book']}, {'name': None, 'id': 351, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['piano'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ee860>}, 'gkg': None, 'granular_actor_types': {'musical_instrument': 0.6470588235294118, 'object': 0.11764705882352941}, 'granular_entity_types': {}}]",Love That Dog,A Multitude of Angels,piano,"instrument, wind","[('Book', 256.339125, 'Love That Dog')]","[('MusicAlbum', 249.17577749999998, 'A Multitude of Angels')]",True,True
i like her as an actress ,not a singer.,comparison,but,mid,i like her as an actress but not a singer.,Do you like hilary duff?,Statement,Reject,None,None,"('Neutral', 1.0)","('Negative', 1.0)",[],[],['entertainment'],['entertainment'],['Movies_TV'],['Music'],None,None,[],[],['opinion_provide_pos_patterns_her as an actress'],[],None,None,"[{'name': None, 'id': 353, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['instrument'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ee780>}, 'gkg': None, 'granular_actor_types': {'object': 0.16666666666666666}, 'granular_entity_types': {}}, {'name': 'a multitude', 'id': 352, 'status': None, 'engaged': [], 'lexeme': 'a multitude', 'alias': ['a multitude'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77c1518>}, 'gkg': 'kg:/g/11c6dls24t', 'granular_actor_types': {}, 'granular_entity_types': {'album by keith jarrett': 1}, 'gkg_name': 'A Multitude of Angels', 'gkg_type': ['MusicAlbum']}, {'name': None, 'id': 354, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['wind'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ce390>}, 'gkg': None, 'granular_actor_types': {'phenomenon': 0.26666666666666666}, 'granular_entity_types': {}}]","[{'name': None, 'id': 355, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a singer'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77d55f8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,,a singer,[],[],True,True
"it always felt pop like even in the original playful, ",duff's was so overproduced.,comparison,but,mid,"it always felt pop like even in the original playful, but duff's was so overproduced.","oh yes, our lips are sealed. It was very pop in their version.",Clarify,Statement,None,None,"('Positive', 1.0)","('Negative', 1.0)",[],[],['entertainment'],['sport'],['Music'],['Celebrities'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 356, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['always felt pop', 'in', 'playful'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe76f0d68>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 355, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a singer'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77d55f8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': None, 'id': 357, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['duff'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77e20b8>}, 'gkg': None, 'granular_actor_types': {'food': 0.2}, 'granular_entity_types': {}}, {'name': None, 'id': 356, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['always felt pop', 'in', 'playful'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe76f0d68>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,always felt pop,duff,[],[],True,True
i know there is not much to her singing ,i do enjoy it.,comparison,but,mid,i know there is not much to her singing but i do enjoy it.,I think she should stick to acting.,Statement,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)","[('Thing', 257.87110825, 'Her Singing')]","[('MusicRecording', 264.2395, 'Enjoy It')]",['sport'],['sport'],['Music'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': 'singing', 'id': 291, 'status': None, 'engaged': [], 'lexeme': 'singing', 'alias': ['singing'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fea037f98>}, 'gkg': 'kg:/g/1q5jc12_q', 'granular_actor_types': {'performance': 0.8181818181818182, 'act': 0.22727272727272727, 'event': 0.18181818181818182}, 'granular_entity_types': {'song by ketil bjørnstad': 1}, 'gkg_name': 'Her Singing', 'gkg_type': ['Thing']}, {'name': None, 'id': 357, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['duff'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77e20b8>}, 'gkg': None, 'granular_actor_types': {'food': 0.2}, 'granular_entity_types': {}}]","[{'name': 'enjoy', 'id': 358, 'status': None, 'engaged': [], 'lexeme': 'enjoy', 'alias': ['enjoy'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe7801e10>}, 'gkg': 'kg:/m/0qrt63', 'granular_actor_types': {}, 'granular_entity_types': {'song by richard m. sherman and robert b. sherman': 1}, 'gkg_name': 'Enjoy It', 'gkg_type': ['MusicRecording']}, {'name': 'singing', 'id': 291, 'status': None, 'engaged': [], 'lexeme': 'singing', 'alias': ['singing'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fea037f98>}, 'gkg': 'kg:/g/1q5jc12_q', 'granular_actor_types': {'performance': 0.8181818181818182, 'act': 0.22727272727272727, 'event': 0.18181818181818182}, 'granular_entity_types': {'song by ketil bjørnstad': 1}, 'gkg_name': 'Her Singing', 'gkg_type': ['Thing']}]",Her Singing,Enjoy It,,,"[('Thing', 257.87110825, 'Her Singing')]","[('MusicRecording', 264.2395, 'Enjoy It')]",True,True
she had to turn down a big song ,she could not hit the high notes.,contingency,because,mid,she had to turn down a big song because she could not hit the high notes.,I know there is not much to her singing but I do enjoy it.,Clarify,nAnswer,None,None,"('Negative', 1.0)","('Negative', 1.0)",[],"[('MusicRecording', 394.29499999999996, 'The High Notes')]",['entertainment'],['entertainment'],['Music'],['Music'],None,None,['music'],[],[],[],None,None,"[{'name': None, 'id': 359, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77c1898>}, 'gkg': None, 'granular_actor_types': {'communication': 0.23076923076923078}, 'granular_entity_types': {}}, {'name': 'enjoy', 'id': 358, 'status': None, 'engaged': [], 'lexeme': 'enjoy', 'alias': ['enjoy'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe7801e10>}, 'gkg': 'kg:/m/0qrt63', 'granular_actor_types': {}, 'granular_entity_types': {'song by richard m. sherman and robert b. sherman': 1}, 'gkg_name': 'Enjoy It', 'gkg_type': ['MusicRecording']}]","[{'name': 'the high notes', 'id': 360, 'status': None, 'engaged': [], 'lexeme': 'the high notes', 'alias': ['the high notes'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe76f0390>}, 'gkg': 'kg:/m/0ft2v3t', 'granular_actor_types': {}, 'granular_entity_types': {'song by str': 1}, 'gkg_name': 'The High Notes', 'gkg_type': ['MusicRecording']}, {'name': None, 'id': 359, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77c1898>}, 'gkg': None, 'granular_actor_types': {'communication': 0.23076923076923078}, 'granular_entity_types': {}}]",,The High Notes,song,,[],"[('MusicRecording', 394.29499999999996, 'The High Notes')]",True,True
so have i.  i like that type of music ,it always puts me in a good mood.,contingency,because,mid,so have i.  i like that type of music because it always puts me in a good mood.,I have actually. I have been listening to new pop music recently.,Statement,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)","[('MusicRecording', 247.93953275, 'That Type'), ('Thing', 509.16177200000004, 'That Type of Music')]","[('MusicRecording', 435.395814, 'In a Good Mood')]",['entertainment'],['sport'],['Music'],['Psychology'],None,None,['music'],[],"['opinion_provide_pos_patterns_that type of music', 'emphasize_long_parse_time']",[],None,None,"[{'name': None, 'id': 361, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['that type of music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77e2240>}, 'gkg': 'kg:/g/11f01xvr5t', 'granular_actor_types': {}, 'granular_entity_types': {'song by gangsta pat': 1}, 'gkg_name': 'That Type', 'gkg_type': ['MusicRecording']}, {'name': 'the high notes', 'id': 360, 'status': None, 'engaged': [], 'lexeme': 'the high notes', 'alias': ['the high notes'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe76f0390>}, 'gkg': 'kg:/m/0ft2v3t', 'granular_actor_types': {}, 'granular_entity_types': {'song by str': 1}, 'gkg_name': 'The High Notes', 'gkg_type': ['MusicRecording']}]","[{'name': 'in a good mood', 'id': 362, 'status': None, 'engaged': [], 'lexeme': 'in a good mood', 'alias': ['in a good mood'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77ee5c0>}, 'gkg': 'kg:/m/0xgwlf', 'granular_actor_types': {}, 'granular_entity_types': {'song by georges arvanitas': 1}, 'gkg_name': 'In a Good Mood', 'gkg_type': ['MusicRecording']}, {'name': None, 'id': 361, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['that type of music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1fe77e2240>}, 'gkg': 'kg:/g/11f01xvr5t', 'granular_actor_types': {}, 'granular_entity_types': {'song by gangsta pat': 1}, 'gkg_name': 'That Type', 'gkg_type': ['MusicRecording']}]","That Type, That Type of Music",In a Good Mood,,,"[('MusicRecording', 247.93953275, 'That Type'), ('Thing', 509.16177200000004, 'That Type of Music')]","[('MusicRecording', 435.395814, 'In a Good Mood')]",True,True
