arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
"my dad was into classical music, ",i ignored it.,comparison,but,mid,"my dad was into classical music, but i ignored it.","Oh, Rimsky Korsakov is the only russian composer I know.",Statement,Statement,None,None,"('Neutral', 1.0)","('Negative', 1.0)","[('Thing', 588.14175, 'My Dad')]",[],['entertainment'],['business'],['Movies_TV'],['Phatic'],None,None,['music'],[],['long_parse_time'],[],None,None,"[{'name': 'music', 'id': 221, 'status': None, 'engaged': [], 'lexeme': 'music', 'alias': ['music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa976df1ba8>}, 'gkg': None, 'granular_actor_types': {'communication': 0.5}, 'granular_entity_types': {}}, {'name': 'dad', 'id': 340, 'status': None, 'engaged': [], 'lexeme': 'dad', 'alias': ['dad'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa9798b3c88>}, 'gkg': 'kg:/g/1s05t256t', 'granular_actor_types': {'person': 0.15625}, 'granular_entity_types': {'song by paul petersen': 1}, 'gkg_name': 'My Dad', 'gkg_type': ['Thing']}]","[{'name': 'music', 'id': 221, 'status': None, 'engaged': [], 'lexeme': 'music', 'alias': ['music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa976df1ba8>}, 'gkg': None, 'granular_actor_types': {'communication': 0.5}, 'granular_entity_types': {}}, {'name': 'dad', 'id': 340, 'status': None, 'engaged': [], 'lexeme': 'dad', 'alias': ['dad'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa9798b3c88>}, 'gkg': 'kg:/g/1s05t256t', 'granular_actor_types': {'person': 0.15625}, 'granular_entity_types': {'song by paul petersen': 1}, 'gkg_name': 'My Dad', 'gkg_type': ['Thing']}]",My Dad,,music,,"[('Thing', 588.14175, 'My Dad')]",[],True,True
"yeah i really don't like that song, ",i think he's great.,comparison,although,mid,"yeah i really don't like that song, although i think he's great.",Well the newest I heard was that song about a Guy with a Girl.,Reject,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)","[('Thing', 539.77175, 'That Song')]",[],['entertainment'],['sport'],['Other'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': 'that song', 'id': 341, 'status': None, 'engaged': [], 'lexeme': 'that song', 'alias': ['that song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97d19e3c8>}, 'gkg': 'kg:/g/1q5jxnj_s', 'granular_actor_types': {}, 'granular_entity_types': {'song by big wreck': 1}, 'gkg_name': 'That Song', 'gkg_type': ['Thing']}]","[{'name': 'that song', 'id': 341, 'status': None, 'engaged': [], 'lexeme': 'that song', 'alias': ['that song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97d19e3c8>}, 'gkg': 'kg:/g/1q5jxnj_s', 'granular_actor_types': {}, 'granular_entity_types': {'song by big wreck': 1}, 'gkg_name': 'That Song', 'gkg_type': ['Thing']}]",That Song,,,,"[('Thing', 539.77175, 'That Song')]",[],True,True
i love most of his music ,i feel like that one is weak.,comparison,but,mid,i know!  i love most of his music but i feel like that one is weak.,"Yeah I really don't like that song, although I think he's great.",Statement,Statement,None,None,"('Positive', 1.0)","('Negative', 1.0)",[],"[('Thing', 348.3445, 'is weak')]",['entertainment'],['sport'],['Music'],['Psychology'],None,None,['music'],[],"['opinion_provide_pos_patterns_most of his music', 'long_parse_time']",[],None,None,[],"[{'name': 'is weak', 'id': 342, 'status': None, 'engaged': [], 'lexeme': 'is weak', 'alias': ['is weak'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97401ecc0>}, 'gkg': 'kg:/g/1q5jfb8q6', 'granular_actor_types': {}, 'granular_entity_types': {'song by cock robin': 1}, 'gkg_name': 'is weak', 'gkg_type': ['Thing']}]",,is weak,,,[],"[('Thing', 348.3445, 'is weak')]",True,True
"yeah, i agree.",most of his music is incredible.,comparison,but,begin,"yeah, i agree.  but most of his music is incredible.",That and the lyrics are just kinda blah to me.,Accept,Statement,None,None,"('Positive', 1.0)","('Positive', 1.0)","[('Thing', 267.88475, 'I Agree')]",[],['business'],['entertainment'],['Politics'],['Music'],None,None,[],['music'],[],['long_parse_time'],None,None,"[{'name': 'i agree', 'id': 343, 'status': None, 'engaged': [], 'lexeme': 'i agree', 'alias': ['i agree'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97401ed30>}, 'gkg': 'kg:/g/11c3knrpk5', 'granular_actor_types': {}, 'granular_entity_types': {'song by krezip': 1}, 'gkg_name': 'I Agree', 'gkg_type': ['Thing']}, {'name': 'is weak', 'id': 342, 'status': None, 'engaged': [], 'lexeme': 'is weak', 'alias': ['is weak'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97401ecc0>}, 'gkg': 'kg:/g/1q5jfb8q6', 'granular_actor_types': {}, 'granular_entity_types': {'song by cock robin': 1}, 'gkg_name': 'is weak', 'gkg_type': ['Thing']}]","[{'name': 'i agree', 'id': 343, 'status': None, 'engaged': [], 'lexeme': 'i agree', 'alias': ['i agree'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97401ed30>}, 'gkg': 'kg:/g/11c3knrpk5', 'granular_actor_types': {}, 'granular_entity_types': {'song by krezip': 1}, 'gkg_name': 'I Agree', 'gkg_type': ['Thing']}]",I Agree,,,,"[('Thing', 267.88475, 'I Agree')]",[],True,True
"me too, ",i think he was making music long before that.,comparison,but,mid,"me too, but i think he was making music long before that.","Yeah, I first started hearing him just a few years ago.",Statement,Statement,None,None,"('Negative', 1.0)","('Neutral', 1.0)",[],[],['sport'],['entertainment'],['Other'],['Music'],None,None,[],['music'],[],['emphasize_long_parse_time'],None,None,[],"[{'name': 'music', 'id': 221, 'status': None, 'engaged': [], 'lexeme': 'music', 'alias': ['music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa976df1ba8>}, 'gkg': None, 'granular_actor_types': {'communication': 0.5}, 'granular_entity_types': {}}]",,,,music,[],[],True,True
i hope he keeps producing new music and albums ,we can get more of him.,contingency,so,mid,i hope he keeps producing new music and albums so we can get more of him.,"Me too, but I think he was making music long before that.",nAnswer,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('Thing', 531.61675, 'I Hope')]","[('Book', 338.29479225, 'More of Him')]",['entertainment'],['sport'],['Music'],['Phatic'],None,None,['music'],[],[],[],None,None,"[{'name': 'i hope', 'id': 344, 'status': None, 'engaged': [], 'lexeme': 'i hope', 'alias': ['i hope'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa973fc2278>}, 'gkg': 'kg:/g/1s05syqry', 'granular_actor_types': {}, 'granular_entity_types': {'song by rebecca ferguson': 1}, 'gkg_name': 'I Hope', 'gkg_type': ['Thing']}, {'name': 'music', 'id': 221, 'status': None, 'engaged': [], 'lexeme': 'music', 'alias': ['music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa976df1ba8>}, 'gkg': None, 'granular_actor_types': {'communication': 0.5}, 'granular_entity_types': {}}, {'name': None, 'id': 345, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['album'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa974026cf8>}, 'gkg': None, 'granular_actor_types': {'object': 0.15384615384615385}, 'granular_entity_types': {}}]","[{'name': 'more of', 'id': 346, 'status': None, 'engaged': [], 'lexeme': 'more of', 'alias': ['more of'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97403a1d0>}, 'gkg': 'kg:/m/06gr6tm', 'granular_actor_types': {}, 'granular_entity_types': {'book by george g. bloomer': 1}, 'gkg_name': 'More of Him', 'gkg_type': ['Book']}, {'name': 'i hope', 'id': 344, 'status': None, 'engaged': [], 'lexeme': 'i hope', 'alias': ['i hope'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa973fc2278>}, 'gkg': 'kg:/g/1s05syqry', 'granular_actor_types': {}, 'granular_entity_types': {'song by rebecca ferguson': 1}, 'gkg_name': 'I Hope', 'gkg_type': ['Thing']}, {'name': 'music', 'id': 221, 'status': None, 'engaged': [], 'lexeme': 'music', 'alias': ['music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa976df1ba8>}, 'gkg': None, 'granular_actor_types': {'communication': 0.5}, 'granular_entity_types': {}}, {'name': None, 'id': 345, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['album'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa974026cf8>}, 'gkg': None, 'granular_actor_types': {'object': 0.15384615384615385}, 'granular_entity_types': {}}]",I Hope,More of Him,"music, album",,"[('Thing', 531.61675, 'I Hope')]","[('Book', 338.29479225, 'More of Him')]",True,True
ya i just bought it recently ,i've been listening to it all the way through.,contingency,so,mid,ya i just bought it recently so i've been listening to it all the way through.,Ya I listened to that album a lot when it first came out.,Statement,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],"[('TVSeries', 1204.53, 'All the Way')]",['business'],['sport'],['Other'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': 'more of', 'id': 346, 'status': None, 'engaged': [], 'lexeme': 'more of', 'alias': ['more of'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97403a1d0>}, 'gkg': 'kg:/m/06gr6tm', 'granular_actor_types': {}, 'granular_entity_types': {'book by george g. bloomer': 1}, 'gkg_name': 'More of Him', 'gkg_type': ['Book']}]","[{'name': 'all the way', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'all the way', 'alias': ['all the way'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97401ab38>}, 'gkg': 'kg:/g/11bwdv1_j0', 'granular_actor_types': {}, 'granular_entity_types': {'american television film': 1}, 'gkg_name': 'All the Way', 'gkg_type': ['Thing', 'TVSeries', 'Movie']}]",,All the Way,,,[],"[('TVSeries', 1204.53, 'All the Way')]",True,True
"well, i was a bit nervous, ",i like afi so much.,contingency,because,mid,"well, i was a bit nervous, because i like afi so much.","Oh, that is so cool! WHat do you think of them?",Statement,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('MusicRecording', 396.44819225000003, 'A Bit Nervous')]",[],['sport'],['sport'],['Other'],['Celebrities'],None,None,[],[],[],['opinion_provide_pos_patterns_afi'],None,None,"[{'name': 'a bit nervous', 'id': 348, 'status': None, 'engaged': [], 'lexeme': 'a bit nervous', 'alias': ['a bit nervous'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa973fd17b8>}, 'gkg': 'kg:/m/019pl89', 'granular_actor_types': {}, 'granular_entity_types': {'song by misha mengelberg': 1}, 'gkg_name': 'A Bit Nervous', 'gkg_type': ['MusicRecording']}, {'name': 'all the way', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'all the way', 'alias': ['all the way'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97401ab38>}, 'gkg': 'kg:/g/11bwdv1_j0', 'granular_actor_types': {}, 'granular_entity_types': {'american television film': 1}, 'gkg_name': 'All the Way', 'gkg_type': ['Thing', 'TVSeries', 'Movie']}]","[{'name': None, 'id': 349, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['afi'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa974000828>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'a bit nervous', 'id': 348, 'status': None, 'engaged': [], 'lexeme': 'a bit nervous', 'alias': ['a bit nervous'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa973fd17b8>}, 'gkg': 'kg:/m/019pl89', 'granular_actor_types': {}, 'granular_entity_types': {'song by misha mengelberg': 1}, 'gkg_name': 'A Bit Nervous', 'gkg_type': ['MusicRecording']}]",A Bit Nervous,,,afi,"[('MusicRecording', 396.44819225000003, 'A Bit Nervous')]",[],True,True
"yes, i always wanted to see them in concert ",i never got the chance.,comparison,but,mid,"yes, i always wanted to see them in concert but i never got the chance.","So you are a really big fan, huh?",Statement,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('MusicAlbum', 625.67225, 'In Concert')]","[('CivicStructure', 640.99525, 'the chance')]",['entertainment'],['sport'],['Art_Event'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': 'in concert', 'id': 350, 'status': None, 'engaged': [], 'lexeme': 'in concert', 'alias': ['in concert'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa973fd1940>}, 'gkg': 'kg:/m/026_q_t', 'granular_actor_types': {}, 'granular_entity_types': {'live album by the doors': 1}, 'gkg_name': 'In Concert', 'gkg_type': ['MusicAlbum']}, {'name': None, 'id': 349, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['afi'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa974000828>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'the chance', 'id': 351, 'status': None, 'engaged': [], 'lexeme': 'the chance', 'alias': ['the chance'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa974026978>}, 'gkg': 'kg:/m/0k0v3nl', 'granular_actor_types': {}, 'granular_entity_types': {'theater in poughkeepsie, new york': 1}, 'gkg_name': 'the chance', 'gkg_type': ['CivicStructure', 'Thing', 'Place']}, {'name': 'in concert', 'id': 350, 'status': None, 'engaged': [], 'lexeme': 'in concert', 'alias': ['in concert'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa973fd1940>}, 'gkg': 'kg:/m/026_q_t', 'granular_actor_types': {}, 'granular_entity_types': {'live album by the doors': 1}, 'gkg_name': 'In Concert', 'gkg_type': ['MusicAlbum']}]",In Concert,the chance,,,"[('MusicAlbum', 625.67225, 'In Concert')]","[('CivicStructure', 640.99525, 'the chance')]",True,True
the new album sounds so happy ,hayley is so sad there.,comparison,but,mid,the new album sounds so happy but hayley is so sad there.,hard times is my jam.,Statement,Statement,None,None,"('Positive', 1.0)","('Negative', 1.0)","[('MusicAlbum', 699.468, 'The New Album')]",[],['entertainment'],['sport'],['Music'],['Music'],None,None,[],[],[],[],None,None,"[{'name': 'the new album', 'id': 352, 'status': None, 'engaged': [], 'lexeme': 'the new album', 'alias': ['the new album'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa974000320>}, 'gkg': 'kg:/m/04n3dn_', 'granular_actor_types': {}, 'granular_entity_types': {'album by the everly brothers': 1}, 'gkg_name': 'The New Album', 'gkg_type': ['MusicAlbum']}, {'name': 'the chance', 'id': 351, 'status': None, 'engaged': [], 'lexeme': 'the chance', 'alias': ['the chance'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa974026978>}, 'gkg': 'kg:/m/0k0v3nl', 'granular_actor_types': {}, 'granular_entity_types': {'theater in poughkeepsie, new york': 1}, 'gkg_name': 'the chance', 'gkg_type': ['CivicStructure', 'Thing', 'Place']}]","[{'name': None, 'id': 353, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['hayley'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa974000dd8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'the new album', 'id': 352, 'status': None, 'engaged': [], 'lexeme': 'the new album', 'alias': ['the new album'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa974000320>}, 'gkg': 'kg:/m/04n3dn_', 'granular_actor_types': {}, 'granular_entity_types': {'album by the everly brothers': 1}, 'gkg_name': 'The New Album', 'gkg_type': ['MusicAlbum']}]",The New Album,,,hayley,"[('MusicAlbum', 699.468, 'The New Album')]",[],True,True
we had seats pretty far back ,it was still great.,comparison,but,mid,"yeah, i know.  we had seats pretty far back but it was still great.",That's great.  Sometimes it doesn't sound so great live.,Clarify,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)",[],[],['sport'],['sport'],['Phatic'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 354, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['seat'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97401eb00>}, 'gkg': None, 'granular_actor_types': {'region': 0.45454545454545453, 'location': 0.36363636363636365, 'object': 0.18181818181818182}, 'granular_entity_types': {}}, {'name': None, 'id': 353, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['hayley'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa974000dd8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': None, 'id': 354, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['seat'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fa97401eb00>}, 'gkg': None, 'granular_actor_types': {'region': 0.45454545454545453, 'location': 0.36363636363636365, 'object': 0.18181818181818182}, 'granular_entity_types': {}}]",,,seat,,[],[],True,True
