arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
"yes, i suppose most of the stuff i listen to is progressive rock, ",i am also pretty eclectic in my tastes as well.,comparison,but,mid,"yes, i suppose most of the stuff i listen to is progressive rock, but i am also pretty eclectic in my tastes as well.",If you mean stuff like Pink Floyd and Emerson Lake and Palmer then yes. Is that your favorite kind of music?,yAnswer,Clarify,None,None,"('Negative', 1.0)","('Neutral', 1.0)","[('Movie', 269.20425, 'Listen to Me'), ('Movie', 714.336, 'The Stuff'), ('Thing', 291.711822, 'Progressive Rock')]",[],['entertainment'],['sport'],['Psychology'],['Phatic'],None,None,[],[],['long_parse_time'],[],None,None,"[{'name': 'listen to', 'id': 341, 'status': None, 'engaged': [], 'lexeme': 'listen to', 'alias': ['listen to'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241e08630>}, 'gkg': 'kg:/m/02qpsx0', 'granular_actor_types': {}, 'granular_entity_types': {'1989 film': 1}, 'gkg_name': 'Listen to Me', 'gkg_type': ['Movie']}, {'name': 'the stuff', 'id': 340, 'status': None, 'engaged': [], 'lexeme': 'the stuff', 'alias': ['the stuff'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241ff9f60>}, 'gkg': 'kg:/m/0765dp', 'granular_actor_types': {}, 'granular_entity_types': {'1985 film': 1}, 'gkg_name': 'The Stuff', 'gkg_type': ['Movie']}, {'name': 'progressive rock', 'id': 342, 'status': None, 'engaged': [], 'lexeme': 'progressive rock', 'alias': ['progressive rock'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fe23d68>}, 'gkg': 'kg:/g/11dyx57f3p', 'granular_actor_types': {'communication': 0.15}, 'granular_entity_types': {'song by the gizmos': 1}, 'gkg_name': 'Progressive Rock', 'gkg_type': ['Thing']}]","[{'name': 'listen to', 'id': 341, 'status': None, 'engaged': [], 'lexeme': 'listen to', 'alias': ['listen to'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241e08630>}, 'gkg': 'kg:/m/02qpsx0', 'granular_actor_types': {}, 'granular_entity_types': {'1989 film': 1}, 'gkg_name': 'Listen to Me', 'gkg_type': ['Movie']}, {'name': 'the stuff', 'id': 340, 'status': None, 'engaged': [], 'lexeme': 'the stuff', 'alias': ['the stuff'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241ff9f60>}, 'gkg': 'kg:/m/0765dp', 'granular_actor_types': {}, 'granular_entity_types': {'1985 film': 1}, 'gkg_name': 'The Stuff', 'gkg_type': ['Movie']}, {'name': 'progressive rock', 'id': 342, 'status': None, 'engaged': [], 'lexeme': 'progressive rock', 'alias': ['progressive rock'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fe23d68>}, 'gkg': 'kg:/g/11dyx57f3p', 'granular_actor_types': {'communication': 0.15}, 'granular_entity_types': {'song by the gizmos': 1}, 'gkg_name': 'Progressive Rock', 'gkg_type': ['Thing']}]","Listen to Me, Progressive Rock, The Stuff",,,,"[('Movie', 269.20425, 'Listen to Me'), ('Movie', 714.336, 'The Stuff'), ('Thing', 291.711822, 'Progressive Rock')]",[],True,True
"there are a ton of progressive rock bands, ",people don't tend to know about them because they don't get played on the radio as much.,comparison,but,mid,"there are a ton of progressive rock bands, but people don't tend to know about them because they don't get played on the radio as much.",I'm always on the lookout for some new stuff to listen to. What other progressive rock bands are there?,Statement,Clarify,None,None,"('Positive', 1.0)","('Negative', 1.0)","[('Thing', 382.00925, 'a ton')]","[('Thing', 727.6425, 'On The Radio')]",['entertainment'],['sport'],['Music'],['Movies_TV'],None,None,[],[],[],['long_parse_time'],None,None,"[{'name': None, 'id': 345, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['rock bands'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdb7668>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'a ton', 'id': 344, 'status': None, 'engaged': [], 'lexeme': 'a ton', 'alias': ['a ton'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fd00c50>}, 'gkg': 'kg:/g/1s05sk2n5', 'granular_actor_types': {}, 'granular_entity_types': {'song by noir d-sir': 1}, 'gkg_name': 'a ton', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['people'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241da8080>}, 'gkg': None, 'granular_actor_types': {'people': 0.8333333333333334}, 'granular_entity_types': {}}, {'name': 'on the radio', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'on the radio', 'alias': ['on the radio'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241dc0c18>}, 'gkg': 'kg:/g/11c37zhlz8', 'granular_actor_types': {}, 'granular_entity_types': {'song by donna summer': 1}, 'gkg_name': 'On The Radio', 'gkg_type': ['Thing']}, {'name': None, 'id': 345, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['rock bands'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdb7668>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'a ton', 'id': 344, 'status': None, 'engaged': [], 'lexeme': 'a ton', 'alias': ['a ton'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fd00c50>}, 'gkg': 'kg:/g/1s05sk2n5', 'granular_actor_types': {}, 'granular_entity_types': {'song by noir d-sir': 1}, 'gkg_name': 'a ton', 'gkg_type': ['Thing']}]",a ton,On The Radio,rock bands,people,"[('Thing', 382.00925, 'a ton')]","[('Thing', 727.6425, 'On The Radio')]",True,True
"there are a ton of progressive rock bands, but people don't tend to know about them ",they don't get played on the radio as much.,contingency,because,mid,"there are a ton of progressive rock bands, but people don't tend to know about them because they don't get played on the radio as much.",I'm always on the lookout for some new stuff to listen to. What other progressive rock bands are there?,nAnswer,Reject,None,None,"('Neutral', 1.0)","('Negative', 1.0)","[('Thing', 382.00925, 'a ton'), ('Thing', 194.6726, 'rock bands')]","[('Thing', 727.6425, 'On The Radio')]",['entertainment'],['sport'],['Music'],['Music'],None,None,[],[],['long_parse_time'],[],None,None,"[{'name': 'a ton', 'id': 344, 'status': None, 'engaged': [], 'lexeme': 'a ton', 'alias': ['a ton'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fd00c50>}, 'gkg': 'kg:/g/1s05sk2n5', 'granular_actor_types': {}, 'granular_entity_types': {'song by noir d-sir': 1}, 'gkg_name': 'a ton', 'gkg_type': ['Thing']}, {'name': 'rock bands', 'id': 345, 'status': None, 'engaged': [], 'lexeme': 'rock bands', 'alias': ['rock bands'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdb7668>}, 'gkg': 'kg:/g/1q6ln306j', 'granular_actor_types': {}, 'granular_entity_types': {'song by gavin osborn': 1}, 'gkg_name': 'rock bands', 'gkg_type': ['Thing']}, {'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['people'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241da8080>}, 'gkg': None, 'granular_actor_types': {'people': 0.8333333333333334}, 'granular_entity_types': {}}, {'name': 'on the radio', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'on the radio', 'alias': ['on the radio'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241dc0c18>}, 'gkg': 'kg:/g/11c37zhlz8', 'granular_actor_types': {}, 'granular_entity_types': {'song by donna summer': 1}, 'gkg_name': 'On The Radio', 'gkg_type': ['Thing']}]","[{'name': 'on the radio', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'on the radio', 'alias': ['on the radio'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241dc0c18>}, 'gkg': 'kg:/g/11c37zhlz8', 'granular_actor_types': {}, 'granular_entity_types': {'song by donna summer': 1}, 'gkg_name': 'On The Radio', 'gkg_type': ['Thing']}, {'name': 'a ton', 'id': 344, 'status': None, 'engaged': [], 'lexeme': 'a ton', 'alias': ['a ton'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fd00c50>}, 'gkg': 'kg:/g/1s05sk2n5', 'granular_actor_types': {}, 'granular_entity_types': {'song by noir d-sir': 1}, 'gkg_name': 'a ton', 'gkg_type': ['Thing']}, {'name': 'rock bands', 'id': 345, 'status': None, 'engaged': [], 'lexeme': 'rock bands', 'alias': ['rock bands'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdb7668>}, 'gkg': 'kg:/g/1q6ln306j', 'granular_actor_types': {}, 'granular_entity_types': {'song by gavin osborn': 1}, 'gkg_name': 'rock bands', 'gkg_type': ['Thing']}, {'name': None, 'id': 346, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['people'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241da8080>}, 'gkg': None, 'granular_actor_types': {'people': 0.8333333333333334}, 'granular_entity_types': {}}]","rock bands, a ton",On The Radio,people,,"[('Thing', 382.00925, 'a ton'), ('Thing', 194.6726, 'rock bands')]","[('Thing', 727.6425, 'On The Radio')]",True,True
"i like to find obscure groups that are very good, ",not well known.,comparison,although,mid,"i get sick of hearing the same hit songs over and over. i like to find obscure groups that are very good, although not well known.","Right, although their music is very creative and even sophistocated. I think it takes a more seasoned musical taste to appreciate it.",Statement,Reject,None,None,"('Positive', 1.0)","('Negative', 1.0)","[('Movie', 160.16525, 'Very Good Girls')]",[],['sport'],['entertainment'],['Other'],['Phatic'],None,None,[],[],['opinion_provide_pos_patterns_group'],[],None,None,"[{'name': None, 'id': 348, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['group'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241e08208>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'very good', 'id': 349, 'status': None, 'engaged': [], 'lexeme': 'very good', 'alias': ['very good'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdd2a58>}, 'gkg': 'kg:/m/0gxqwhv', 'granular_actor_types': {}, 'granular_entity_types': {'2013 film': 1}, 'gkg_name': 'Very Good Girls', 'gkg_type': ['Movie']}, {'name': 'on the radio', 'id': 347, 'status': None, 'engaged': [], 'lexeme': 'on the radio', 'alias': ['on the radio'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241dc0c18>}, 'gkg': 'kg:/g/11c37zhlz8', 'granular_actor_types': {}, 'granular_entity_types': {'song by donna summer': 1}, 'gkg_name': 'On The Radio', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 348, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['group'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241e08208>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'very good', 'id': 349, 'status': None, 'engaged': [], 'lexeme': 'very good', 'alias': ['very good'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdd2a58>}, 'gkg': 'kg:/m/0gxqwhv', 'granular_actor_types': {}, 'granular_entity_types': {'2013 film': 1}, 'gkg_name': 'Very Good Girls', 'gkg_type': ['Movie']}]",Very Good Girls,,group,,"[('Movie', 160.16525, 'Very Good Girls')]",[],True,True
"yeah, finally, ","now they're singing that one from ""moana.""",comparison,but,mid,"yeah, finally, but now they're singing that one from ""moana.""","So have your kids finally gotten that ""Frozen"" song out of their heads.",yAnswer,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)",[],[],['business'],['entertainment'],['Other'],['Music'],None,None,[],[],[],['emphasize_long_parse_time'],None,None,[],"[{'name': None, 'id': 350, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['moana'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdd2cc0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,,moana,[],[],True,True
"yeah, shes actually from country xyz, so she's really big over there, ","this is her first song in english, i think",comparison,but,mid,"yeah, shes actually from country xyz, so she's really big over there, but this is her first song in english, i think",She has?  I've never heard of her before.  She has other songs out?,Other,Statement,None,None,"('Negative', 1.0)","('Neutral', 1.0)",[],[],['sport'],['entertainment'],['Music'],['Music'],None,None,[],['music'],[],[],None,None,"[{'name': None, 'id': 351, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['sh', 'from country xyz'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241d75978>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 350, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['moana'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdd2cc0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': None, 'id': 352, 'status': None, 'engaged': [], 'lexeme': None, 'alias': [', i think'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdd2b70>, 'first song in english': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcbfb70>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 351, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['sh', 'from country xyz'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241d75978>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,sh,", i think, sh",[],[],True,True
"yeah, shes actually from country xyz, ","she's really big over there, but this is her first song in english, i think",contingency,so,mid,"yeah, shes actually from country xyz, so she's really big over there, but this is her first song in english, i think",She has?  I've never heard of her before.  She has other songs out?,nAnswer,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],[],['business'],['entertainment'],['Celebrities'],['Music'],None,None,[],['music'],[],[],None,None,"[{'name': None, 'id': 351, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['sh', 'from country xyz', 'shes'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241d75978>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 352, 'status': None, 'engaged': [], 'lexeme': None, 'alias': [', i think'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdd2b70>, 'first song in english': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcbfb70>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': None, 'id': 352, 'status': None, 'engaged': [], 'lexeme': None, 'alias': [', i think'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdd2b70>, 'first song in english': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcbfb70>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 351, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['sh', 'from country xyz', 'shes'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f1241d75978>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,sh,", i think, sh",[],[],True,True
i wish i know what she was saying ,i really like this song.,contingency,because,mid,i wish i know what she was saying because i really like this song.  it seems like a cool mix of styles.,remember that exchange student from last year?  He listened to her and introduced me to her.,Statement,Statement,None,None,"('Neutral', 1.0)","('Negative', 1.0)","[('Thing', 173.1297241875, 'As I Was Saying')]","[('Thing', 596.8552625, 'This Song')]",['sport'],['entertainment'],['Phatic'],['Phatic'],None,None,[],['music'],[],[],None,None,"[{'name': None, 'id': 354, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['wish'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdd4da0>}, 'gkg': None, 'granular_actor_types': {'feeling': 0.5}, 'granular_entity_types': {}}, {'name': 'was saying', 'id': 355, 'status': None, 'engaged': [], 'lexeme': 'was saying', 'alias': ['was saying'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcdfa58>}, 'gkg': 'kg:/g/11clys_wzz', 'granular_actor_types': {}, 'granular_entity_types': {'song by jack johnson': 1}, 'gkg_name': 'As I Was Saying', 'gkg_type': ['Thing']}, {'name': None, 'id': 352, 'status': None, 'engaged': [], 'lexeme': None, 'alias': [', i think'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdd2b70>, 'first song in english': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcbfb70>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'this song', 'id': 356, 'status': None, 'engaged': [], 'lexeme': 'this song', 'alias': ['this song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fd04eb8>}, 'gkg': 'kg:/g/1s05p5d1l', 'granular_actor_types': {'communication': 0.23076923076923078}, 'granular_entity_types': {'song by george harrison': 1}, 'gkg_name': 'This Song', 'gkg_type': ['Thing']}, {'name': None, 'id': 354, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['wish'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fdd4da0>}, 'gkg': None, 'granular_actor_types': {'feeling': 0.5}, 'granular_entity_types': {}}, {'name': 'was saying', 'id': 355, 'status': None, 'engaged': [], 'lexeme': 'was saying', 'alias': ['was saying'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcdfa58>}, 'gkg': 'kg:/g/11clys_wzz', 'granular_actor_types': {}, 'granular_entity_types': {'song by jack johnson': 1}, 'gkg_name': 'As I Was Saying', 'gkg_type': ['Thing']}]",As I Was Saying,This Song,wish,,"[('Thing', 173.1297241875, 'As I Was Saying')]","[('Thing', 596.8552625, 'This Song')]",True,True
"i think her father is from country abc and her mother is from def, ",it's an interesting mix of cultures.,contingency,so,mid,"yeah. i think her father is from country abc and her mother is from def, so it's an interesting mix of cultures.",I wish I know what she was saying because I really like this song.  it seems like a cool mix of styles.,Statement,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)","[('Book', 300.39718625, 'Ramona and Her Mother')]",[],['entertainment'],['business'],['Movies_TV'],['Food_Drink'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 357, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['country abc'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcbfb00>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'and mother', 'id': 358, 'status': None, 'engaged': [], 'lexeme': 'and mother', 'alias': ['and mother'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcbfc88>}, 'gkg': 'kg:/m/0f3n8m', 'granular_actor_types': {}, 'granular_entity_types': {'book by beverly cleary': 1}, 'gkg_name': 'Ramona and Her Mother', 'gkg_type': ['Book']}, {'name': None, 'id': 359, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['def'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcbfcc0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'this song', 'id': 356, 'status': None, 'engaged': [], 'lexeme': 'this song', 'alias': ['this song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fd04eb8>}, 'gkg': 'kg:/g/1s05p5d1l', 'granular_actor_types': {'communication': 0.23076923076923078}, 'granular_entity_types': {'song by george harrison': 1}, 'gkg_name': 'This Song', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 360, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['an interesting mix of cultures'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fd22898>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 357, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['country abc'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcbfb00>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'and mother', 'id': 358, 'status': None, 'engaged': [], 'lexeme': 'and mother', 'alias': ['and mother'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcbfc88>}, 'gkg': 'kg:/m/0f3n8m', 'granular_actor_types': {}, 'granular_entity_types': {'book by beverly cleary': 1}, 'gkg_name': 'Ramona and Her Mother', 'gkg_type': ['Book']}, {'name': None, 'id': 359, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['def'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcbfcc0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",Ramona and Her Mother,,"country abc, def",an interesting mix of cultures,"[('Book', 300.39718625, 'Ramona and Her Mother')]",[],True,True
"well, i think i read  from another interview that she grew up speaking a little english, ","she didnt really write any songs in english, so this was her first time.",comparison,but,mid,"well, i think i read  from another interview that she grew up speaking a little english, but she didnt really write any songs in english, so this was her first time.",it think it must be so hard for singer to cross over and begin singing in a completely different language,Clarify,Other,None,None,"('Positive', 1.0)","('Negative', 1.0)","[('MusicRecording', 291.194916, 'Another Interview?')]","[('Book', 177.5350329375, 'Songs in Ordinary Time'), ('Movie', 560.300037, 'Her First Time')]",['sport'],['entertainment'],['Literature'],['Music'],None,None,['books'],['music'],[],[],None,None,"[{'name': 'another interview', 'id': 361, 'status': None, 'engaged': [], 'lexeme': 'another interview', 'alias': ['another interview'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcecb38>}, 'gkg': 'kg:/m/013bygn', 'granular_actor_types': {'act': 0.2777777777777778, 'event': 0.2222222222222222}, 'granular_entity_types': {'song by blitzkrieg': 1}, 'gkg_name': 'Another Interview?', 'gkg_type': ['MusicRecording']}, {'name': None, 'id': 360, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['an interesting mix of cultures'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fd22898>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'songs in', 'id': 362, 'status': None, 'engaged': [], 'lexeme': 'songs in', 'alias': ['songs in'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcf4fd0>}, 'gkg': 'kg:/m/09pn8r', 'granular_actor_types': {}, 'granular_entity_types': {'novel by mary mcgarry morris': 1}, 'gkg_name': 'Songs in Ordinary Time', 'gkg_type': ['Book']}, {'name': None, 'id': 363, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['first time'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fd00ac8>}, 'gkg': 'kg:/g/11f_lv8q15', 'granular_actor_types': {}, 'granular_entity_types': {'film': 1}, 'gkg_name': 'Her First Time', 'gkg_type': ['Movie']}, {'name': 'another interview', 'id': 361, 'status': None, 'engaged': [], 'lexeme': 'another interview', 'alias': ['another interview'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f123fcecb38>}, 'gkg': 'kg:/m/013bygn', 'granular_actor_types': {'act': 0.2777777777777778, 'event': 0.2222222222222222}, 'granular_entity_types': {'song by blitzkrieg': 1}, 'gkg_name': 'Another Interview?', 'gkg_type': ['MusicRecording']}]",Another Interview?,"Songs in Ordinary Time, Her First Time",,,"[('MusicRecording', 291.194916, 'Another Interview?')]","[('Book', 177.5350329375, 'Songs in Ordinary Time'), ('Movie', 560.300037, 'Her First Time')]",True,True
