arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"there's a ton of build-up, and he walks away and it makes sense, ",i just didn't care.,comparison,but,mid,"there's a ton of build-up, and he walks away and it makes sense, but i just didn't care.",WHy?
i think i have ,its been a long time.,comparison,but,mid,i think i have but its been a long time.  who is in it?,Yes!  With the guy in the ghost mask.
"i wanted to watch something good and scary, ",not gore focused.,comparison,but,mid,"i wanted to watch something good and scary, but not gore focused.",Yeah - that part was definitely cool.
"my dad told me about it, ",i couldn't believe him.,comparison,but,mid,"oh wow. my dad told me about it, but i couldn't believe him.",Yeah. It was a pretty decent movie as I recall.
"thanks for the info, i've the movie a look, ",don't offer me any of the that drug.,comparison,but,mid,"yikes! thanks for the info, i've the movie a look, but don't offer me any of the that drug.",The downside is the drug isn't common and the withdrawl symptoms can cause hospitalize you or even kill you outright.
"yeah, it was kind of obvious to me.",it is still a decent movie.,comparison,but,begin,"yeah, it was kind of obvious to me.  but it is still a decent movie.",Really?  I had no idea.
"i have heard of it, ",i don't know what it's about,comparison,but,mid,"i have heard of it, but i don't know what it's about",Do you know the movie Donnie Darko?
i think it's ,he is a little crazy,contingency,because,mid,i think it's because he is a little crazy,Why does he see the rabbit?
"yes, and they were definitely fooled at first.",his other personalities always take over before they can be rescued by that particular one.,comparison,but,begin,"yes, and they were definitely fooled at first. but his other personalities always take over before they can be rescued by that particular one.",But wasn't one personality trying to save them?
but his other personalities always take over ,they can be rescued by that particular one.,temporal,before,mid,"yes, and they were definitely fooled at first. but his other personalities always take over before they can be rescued by that particular one.",But wasn't one personality trying to save them?
"i think the disorder is very real, ",it is sort of a far reach.,comparison,but,mid,"oh, no. not at all. i think the disorder is very real, but it is sort of a far reach.",That is so scary. Do you think it's realistic?
"we don't really celebrate much, ",sometimes we'll curl up with snacks and watch halloween.,comparison,but,mid,"we don't really celebrate much, but sometimes we'll curl up with snacks and watch halloween.",Does your family have any traditional movies you watch around Halloween?
"yeah, he in the police force ",has to become a gang member,comparison,but,mid,"yeah, he in the police force but has to become a gang member","Oh yeah, he's a double agent right?"
it's so strange ,really good and scary.,comparison,but,mid,"yes, that one.  it's so strange but really good and scary.",Oh that old movie that is set in a hotel with Jack Nicholson?
i have heard of it ,i haven't seen it.,comparison,but,mid,i have heard of it but i haven't seen it.,"I know.  Have you seen the movie ""Room 237"" that was made about all the conspiracy theories?"
sounds good!,do you think i'll be able to follow the plot even if i haven't seen the previous mummy movies?,comparison,but,begin,sounds good! but do you think i'll be able to follow the plot even if i haven't seen the previous mummy movies?,"Yes. It's also got Russell Crowe playing a character called Dr. Henry Jekyll, and Annabelle Wallis playing a monster-hunting archaeologist called Jennifer Halsey."
"i'm not much of a tom cruise fan, ",i'll see anything with russell crowe.,comparison,but,mid,"agreed, me too. i'm not much of a tom cruise fan, but i'll see anything with russell crowe.","Me too. Plus, Russell Crowe is one of my favorites. I love anything he does."
i mean i know it's an anti-coporate movie.,i feel like there's more.,comparison,but,begin,yea i get that sense too. i mean i know it's an anti-coporate movie. but i feel like there's more.,"No, I do! I just feel like it has this huge meaning that I'm not really getting."
yes where they each have someone they want murdered ,they agree to murder the others person.,contingency,so,mid,yes where they each have someone they want murdered so they agree to murder the others person.,Oh ya that's a good one too with Robert Walker.
"oh that's great, ","if you know beforehand, the whole film would have been ruined for you.",contingency,because,mid,"oh that's great, because if you know beforehand, the whole film would have been ruined for you.","Surprisingly, I didn't figure out the ending, and no one has ever spoiled it for me."
"oh my god yes, hardly anyone knows that movie ",it was great.,comparison,but,mid,"oh my god yes, hardly anyone knows that movie but it was great.",Have you ever seen Momento?
"it took me a second watch to fully get what was going on, ","yes, it turns out that most of the movie is a dream.",comparison,but,mid,"it took me a second watch to fully get what was going on, but yes, it turns out that most of the movie is a dream.","To be honest, I didn't really understand it. Was part of it a dream?"
"it's a difficult film, ",it rewards the repeat viewer,comparison,but,mid,"it's a difficult film, but it rewards the repeat viewer",I remember doing a lot of mental work and being frustrated despite getting really engaged in certain parts of the film.
