arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
i think complexity was always present.,now it's evolving.,comparison,but,begin,i think complexity was always present.  but now it's evolving.,I love how complex Disney movies are getting.,Statement,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)",[],[],['entertainment'],['business'],['Other'],['Games'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 1486, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['complexity'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80583e92b0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 1483, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['luca', 'lucas'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057386588>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 1484, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['ford'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057386b38>}, 'gkg': None, 'granular_actor_types': {'person': 0.2631578947368421}, 'granular_entity_types': {}}, {'name': 'the part', 'id': 1485, 'status': None, 'engaged': [], 'lexeme': 'the part', 'alias': ['the part'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057386a90>}, 'gkg': 'kg:/g/11c3l1vp1f', 'granular_actor_types': {}, 'granular_entity_types': {'song by jamey johnson': 1}, 'gkg_name': 'the part', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 1486, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['complexity'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80583e92b0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,complexity,,[],[],True,True
"i never looked at it that way, ",you're right.,comparison,but,mid,"i never looked at it that way, but you're right.",The whole thing was an allegory for puberty and growing up in the world.,Statement,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('Thing', 584.5534375, 'I Want It That Way')]",[],['sport'],['sport'],['Other'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': 'that way', 'id': 943, 'status': None, 'engaged': [], 'lexeme': 'that way', 'alias': ['that way'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057ee4160>}, 'gkg': 'kg:/g/1q5jqnrgb', 'granular_actor_types': {}, 'granular_entity_types': {'song by wale': 1}, 'gkg_name': 'That Way', 'gkg_type': ['Thing']}]","[{'name': 'that way', 'id': 943, 'status': None, 'engaged': [], 'lexeme': 'that way', 'alias': ['that way'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057ee4160>}, 'gkg': 'kg:/g/1q5jqnrgb', 'granular_actor_types': {}, 'granular_entity_types': {'song by wale': 1}, 'gkg_name': 'That Way', 'gkg_type': ['Thing']}]",I Want It That Way,,,,"[('Thing', 584.5534375, 'I Want It That Way')]",[],True,True
yeah that was odd ,oloaf was my favorite.,comparison,but,mid,yeah that was odd but oloaf was my favorite.,I was really surprised that Anna was more a main character than Elsa.,Accept,Statement,None,None,"('Neutral', 1.0)","('Negative', 1.0)",[],"[('TVSeries', 317.60224999999997, 'My Favorite Martian')]",['sport'],['sport'],['Travel_Geo'],['Other'],None,None,[],[],[],['opinion_provide_pos_patterns_no:match'],None,None,[],"[{'name': 'favorite', 'id': 451, 'status': None, 'engaged': [], 'lexeme': 'favorite', 'alias': ['favorite'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058cc4a58>}, 'gkg': 'kg:/m/02nnt3', 'granular_actor_types': {}, 'granular_entity_types': {'american sitcom': 1}, 'gkg_name': 'My Favorite Martian', 'gkg_type': ['TVSeries']}, {'name': None, 'id': 1487, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['oloaf'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805b20bfd0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,My Favorite Martian,,oloaf,[],"[('TVSeries', 317.60224999999997, 'My Favorite Martian')]",True,True
"it was okay, ",my son loved goofy so we bought it.,comparison,but,mid,"it was okay, but my son loved goofy so we bought it.",I never knew that.,Statement,Clarify,None,None,"('Neutral', 1.0)","('Verypositive', 1.0)","[('MusicRecording', 483.57500000000005, 'It Was Okay')]","[('LandmarksOrHistoricalBuildings', 855.9074999999999, 'my son'), ('MusicRecording', 254.7955515, 'Bought It')]",['entertainment'],['sport'],['Other'],['Movies_TV'],None,None,[],[],[],[],None,None,"[{'name': 'was okay', 'id': 1488, 'status': None, 'engaged': [], 'lexeme': 'was okay', 'alias': ['was okay'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805880a748>}, 'gkg': 'kg:/m/0xdqn6f', 'granular_actor_types': {}, 'granular_entity_types': {'song by the insurance salesmen': 1}, 'gkg_name': 'It Was Okay', 'gkg_type': ['MusicRecording']}, {'name': 'favorite', 'id': 451, 'status': None, 'engaged': [], 'lexeme': 'favorite', 'alias': ['favorite'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058cc4a58>}, 'gkg': 'kg:/m/02nnt3', 'granular_actor_types': {}, 'granular_entity_types': {'american sitcom': 1}, 'gkg_name': 'My Favorite Martian', 'gkg_type': ['TVSeries']}, {'name': None, 'id': 1487, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['oloaf'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805b20bfd0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'son', 'id': 483, 'status': None, 'engaged': [], 'lexeme': 'son', 'alias': ['son'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058b930b8>}, 'gkg': 'kg:/m/04lbh_', 'granular_actor_types': {'person': 0.22727272727272727}, 'granular_entity_types': {'historical landmark in vietnam': 1}, 'gkg_name': 'my son', 'gkg_type': ['LandmarksOrHistoricalBuildings', 'Thing', 'Place', 'TouristAttraction']}, {'name': 'bought', 'id': 1489, 'status': None, 'engaged': [], 'lexeme': 'bought', 'alias': ['bought'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058fafef0>}, 'gkg': 'kg:/m/0q70nr', 'granular_actor_types': {}, 'granular_entity_types': {'song by seaweed': 1}, 'gkg_name': 'Bought It', 'gkg_type': ['MusicRecording']}, {'name': 'was okay', 'id': 1488, 'status': None, 'engaged': [], 'lexeme': 'was okay', 'alias': ['was okay'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805880a748>}, 'gkg': 'kg:/m/0xdqn6f', 'granular_actor_types': {}, 'granular_entity_types': {'song by the insurance salesmen': 1}, 'gkg_name': 'It Was Okay', 'gkg_type': ['MusicRecording']}]",It Was Okay,"Bought It, my son",,,"[('MusicRecording', 483.57500000000005, 'It Was Okay')]","[('LandmarksOrHistoricalBuildings', 855.9074999999999, 'my son'), ('MusicRecording', 254.7955515, 'Bought It')]",True,True
"it was okay, but my son loved goofy ",we bought it.,contingency,so,mid,"it was okay, but my son loved goofy so we bought it.",I never knew that.,nAnswer,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('MusicRecording', 296.1275, 'It Was Okay'), ('LandmarksOrHistoricalBuildings', 855.9074999999999, 'my son')]","[('MusicRecording', 254.79475000000002, 'Bought It')]",['sport'],['sport'],['Religion'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': 'was okay', 'id': 1488, 'status': None, 'engaged': [], 'lexeme': 'was okay', 'alias': ['was okay'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805880a748>}, 'gkg': 'kg:/m/0xdqn6f', 'granular_actor_types': {}, 'granular_entity_types': {'song by the insurance salesmen': 1}, 'gkg_name': 'It Was Okay', 'gkg_type': ['MusicRecording']}, {'name': 'son', 'id': 483, 'status': None, 'engaged': [], 'lexeme': 'son', 'alias': ['son'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058b930b8>}, 'gkg': 'kg:/m/04lbh_', 'granular_actor_types': {'person': 0.22727272727272727}, 'granular_entity_types': {'historical landmark in vietnam': 1}, 'gkg_name': 'my son', 'gkg_type': ['LandmarksOrHistoricalBuildings', 'Thing', 'Place', 'TouristAttraction']}, {'name': 'bought', 'id': 1489, 'status': None, 'engaged': [], 'lexeme': 'bought', 'alias': ['bought'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058fafef0>}, 'gkg': 'kg:/m/0q70nr', 'granular_actor_types': {}, 'granular_entity_types': {'song by seaweed': 1}, 'gkg_name': 'Bought It', 'gkg_type': ['MusicRecording']}]","[{'name': 'bought', 'id': 1489, 'status': None, 'engaged': [], 'lexeme': 'bought', 'alias': ['bought'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058fafef0>}, 'gkg': 'kg:/m/0q70nr', 'granular_actor_types': {}, 'granular_entity_types': {'song by seaweed': 1}, 'gkg_name': 'Bought It', 'gkg_type': ['MusicRecording']}, {'name': 'was okay', 'id': 1488, 'status': None, 'engaged': [], 'lexeme': 'was okay', 'alias': ['was okay'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805880a748>}, 'gkg': 'kg:/m/0xdqn6f', 'granular_actor_types': {}, 'granular_entity_types': {'song by the insurance salesmen': 1}, 'gkg_name': 'It Was Okay', 'gkg_type': ['MusicRecording']}, {'name': 'son', 'id': 483, 'status': None, 'engaged': [], 'lexeme': 'son', 'alias': ['son'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058b930b8>}, 'gkg': 'kg:/m/04lbh_', 'granular_actor_types': {'person': 0.22727272727272727}, 'granular_entity_types': {'historical landmark in vietnam': 1}, 'gkg_name': 'my son', 'gkg_type': ['LandmarksOrHistoricalBuildings', 'Thing', 'Place', 'TouristAttraction']}]","It Was Okay, my son",Bought It,,,"[('MusicRecording', 296.1275, 'It Was Okay'), ('LandmarksOrHistoricalBuildings', 855.9074999999999, 'my son')]","[('MusicRecording', 254.79475000000002, 'Bought It')]",True,True
i told marsha about it ,she didn't seem tto thrilled.,comparison,but,mid,i told marsha about it but she didn't seem tto thrilled.,They were excited. They can hardly wait to see it.,Statement,Statement,None,None,"('Neutral', 1.0)","('Negative', 1.0)",[],[],['business'],['sport'],['Other'],['Sports'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 1490, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['marsha'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80587ae198>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'bought', 'id': 1489, 'status': None, 'engaged': [], 'lexeme': 'bought', 'alias': ['bought'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058fafef0>}, 'gkg': 'kg:/m/0q70nr', 'granular_actor_types': {}, 'granular_entity_types': {'song by seaweed': 1}, 'gkg_name': 'Bought It', 'gkg_type': ['MusicRecording']}]","[{'name': None, 'id': 1491, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['tto'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058e0deb8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 1490, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['marsha'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80587ae198>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,marsha,tto,[],[],True,True
i liked lady ,of her curly haired ears and big eyes.,contingency,because,mid,i liked lady because of her curly haired ears and big eyes. i think she was based off of some kind of spaniel.,"I had a mutt that looked like Tramp when I was a kid. We called him Scoundrel, almost the same meaning.",Clarify,Continuer,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],"[('Movie', 1110.58252, 'Big Eyes')]",['sport'],['entertainment'],['Music'],['Pets_Animals'],None,None,[],[],['opinion_provide_pos_patterns_no:match'],[],None,None,"[{'name': None, 'id': 648, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['lady'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058745400>}, 'gkg': None, 'granular_actor_types': {'person': 0.3125}, 'granular_entity_types': {}}, {'name': None, 'id': 1491, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['tto'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058e0deb8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'big eyes', 'id': 1492, 'status': None, 'engaged': [], 'lexeme': 'big eyes', 'alias': ['big eyes'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80578b6c88>}, 'gkg': 'kg:/m/047d4xh', 'granular_actor_types': {}, 'granular_entity_types': {'2014 film': 1}, 'gkg_name': 'Big Eyes', 'gkg_type': ['Movie']}, {'name': None, 'id': 648, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['lady'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058745400>}, 'gkg': None, 'granular_actor_types': {'person': 0.3125}, 'granular_entity_types': {}}]",,Big Eyes,lady,,[],"[('Movie', 1110.58252, 'Big Eyes')]",True,True
"well, it's a story of friendship between a fox and hound, ",it has a very sad aspect to it.,comparison,but,mid,"well, it's a story of friendship between a fox and hound, but it has a very sad aspect to it.","No, I'm not familiar with that one. What's it about?",Statement,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('Book', 497.36925, 'a story'), ('Movie', 355.67454525, 'The Fox and the Hound')]",[],['entertainment'],['sport'],['Literature'],['Psychology'],None,None,[],[],['invoke_blogman'],[],None,None,"[{'name': 'a story', 'id': 1494, 'status': None, 'engaged': [], 'lexeme': 'a story', 'alias': ['a story'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805811c9b0>}, 'gkg': 'kg:/m/027zkfr', 'granular_actor_types': {'communication': 0.25}, 'granular_entity_types': {'book by gail e. haley': 1}, 'gkg_name': 'a story', 'gkg_type': ['Book']}, {'name': None, 'id': 1493, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['of friendship between a'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805784a668>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'fox and hound', 'id': 1495, 'status': None, 'engaged': [], 'lexeme': 'fox and hound', 'alias': ['fox and hound'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057386dd8>}, 'gkg': 'kg:/m/04xg4z', 'granular_actor_types': {}, 'granular_entity_types': {'1981 film': 1}, 'gkg_name': 'The Fox and the Hound', 'gkg_type': ['Movie']}, {'name': 'big eyes', 'id': 1492, 'status': None, 'engaged': [], 'lexeme': 'big eyes', 'alias': ['big eyes'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80578b6c88>}, 'gkg': 'kg:/m/047d4xh', 'granular_actor_types': {}, 'granular_entity_types': {'2014 film': 1}, 'gkg_name': 'Big Eyes', 'gkg_type': ['Movie']}]","[{'name': None, 'id': 1496, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['aspect'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80589ab3c8>}, 'gkg': None, 'granular_actor_types': {'idea': 0.45454545454545453}, 'granular_entity_types': {}}, {'name': 'a story', 'id': 1494, 'status': None, 'engaged': [], 'lexeme': 'a story', 'alias': ['a story'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805811c9b0>}, 'gkg': 'kg:/m/027zkfr', 'granular_actor_types': {'communication': 0.25}, 'granular_entity_types': {'book by gail e. haley': 1}, 'gkg_name': 'a story', 'gkg_type': ['Book']}, {'name': None, 'id': 1493, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['of friendship between a'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805784a668>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'fox and hound', 'id': 1495, 'status': None, 'engaged': [], 'lexeme': 'fox and hound', 'alias': ['fox and hound'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057386dd8>}, 'gkg': 'kg:/m/04xg4z', 'granular_actor_types': {}, 'granular_entity_types': {'1981 film': 1}, 'gkg_name': 'The Fox and the Hound', 'gkg_type': ['Movie']}]","The Fox and the Hound, a story",,of friendship between a,aspect,"[('Book', 497.36925, 'a story'), ('Movie', 355.67454525, 'The Fox and the Hound')]",[],True,True
"the fox and the hound become friends when they are young, ",when the hound grows up they are split apart.,comparison,but,mid,"the fox and the hound become friends when they are young, but when the hound grows up they are split apart.",How so? What is sad about it?,whQuestion,whQuestion,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('Movie', 1522.1364374999998, 'The Fox and the Hound'), ('Thing', 507.395, 'are young')]","[('Movie', 156.69062499999998, 'The Fox and the Hound')]",['entertainment'],['sport'],['Movies_TV'],['Pets_Animals'],None,None,[],[],[],[],None,None,"[{'name': 'the fox and the hound', 'id': 1497, 'status': None, 'engaged': [], 'lexeme': 'the fox and the hound', 'alias': ['the fox and the hound'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058f90080>}, 'gkg': 'kg:/m/04xg4z', 'granular_actor_types': {}, 'granular_entity_types': {'1981 film': 1}, 'gkg_name': 'The Fox and the Hound', 'gkg_type': ['Movie']}, {'name': 'friends', 'id': 219, 'status': None, 'engaged': [], 'lexeme': 'friends', 'alias': ['friends'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805be72a58>}, 'gkg': None, 'granular_actor_types': {'person': 0.4166666666666667}, 'granular_entity_types': {}}, {'name': 'are young', 'id': 1498, 'status': None, 'engaged': [], 'lexeme': 'are young', 'alias': ['are young'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80588443c8>}, 'gkg': 'kg:/g/1s065zmqh', 'granular_actor_types': {}, 'granular_entity_types': {'song by c. c. catch': 1}, 'gkg_name': 'are young', 'gkg_type': ['Thing']}, {'name': None, 'id': 1496, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['aspect'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80589ab3c8>}, 'gkg': None, 'granular_actor_types': {'idea': 0.45454545454545453}, 'granular_entity_types': {}}]","[{'name': 'the hound', 'id': 1499, 'status': None, 'engaged': [], 'lexeme': 'the hound', 'alias': ['the hound'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805b1482e8>}, 'gkg': 'kg:/m/04xg4z', 'granular_actor_types': {'animal': 0.29411764705882354, 'organism': 0.23529411764705882, 'object': 0.058823529411764705}, 'granular_entity_types': {'1981 film': 1}, 'gkg_name': 'The Fox and the Hound', 'gkg_type': ['Movie']}, {'name': 'the fox and the hound', 'id': 1497, 'status': None, 'engaged': [], 'lexeme': 'the fox and the hound', 'alias': ['the fox and the hound'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058f90080>}, 'gkg': 'kg:/m/04xg4z', 'granular_actor_types': {}, 'granular_entity_types': {'1981 film': 1}, 'gkg_name': 'The Fox and the Hound', 'gkg_type': ['Movie']}, {'name': 'friends', 'id': 219, 'status': None, 'engaged': [], 'lexeme': 'friends', 'alias': ['friends'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805be72a58>}, 'gkg': None, 'granular_actor_types': {'person': 0.4166666666666667}, 'granular_entity_types': {}}, {'name': 'are young', 'id': 1498, 'status': None, 'engaged': [], 'lexeme': 'are young', 'alias': ['are young'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80588443c8>}, 'gkg': 'kg:/g/1s065zmqh', 'granular_actor_types': {}, 'granular_entity_types': {'song by c. c. catch': 1}, 'gkg_name': 'are young', 'gkg_type': ['Thing']}]","are young, The Fox and the Hound",The Fox and the Hound,friends,,"[('Movie', 1522.1364374999998, 'The Fox and the Hound'), ('Thing', 507.395, 'are young')]","[('Movie', 156.69062499999998, 'The Fox and the Hound')]",True,True
"i can't count how many times i watched lion king, ",i always looked away during the scene where mufasa died.,comparison,but,mid,"i can't count how many times i watched lion king, but i always looked away during the scene where mufasa died.","Yes, that is true. Lion King, Bambi, and all of the other movies at that time had some sad parts in the plots.",Clarify,Clarify,None,None,"('Negative', 1.0)","('Negative', 1.0)","[('Book', 1325.65, 'The Lion King')]","[('MusicGroup', 625.702, 'The Scene')]",['entertainment'],['entertainment'],['Movies_TV'],['Psychology'],None,None,[],[],[],[],None,None,"[{'name': 'lion king', 'id': 1187, 'status': None, 'engaged': [], 'lexeme': 'lion king', 'alias': ['lion king'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057f0bd30>}, 'gkg': 'kg:/m/0906pq', 'granular_actor_types': {}, 'granular_entity_types': {'musical by irene mecchi and roger allers': 1}, 'gkg_name': 'The Lion King', 'gkg_type': ['Book']}, {'name': None, 'id': 1198, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['time', 'times'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057c202e8>}, 'gkg': None, 'granular_actor_types': {'time': 0.8571428571428571, 'event': 0.2857142857142857}, 'granular_entity_types': {}}, {'name': 'the hound', 'id': 1499, 'status': None, 'engaged': [], 'lexeme': 'the hound', 'alias': ['the hound'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805b1482e8>}, 'gkg': 'kg:/m/04xg4z', 'granular_actor_types': {'animal': 0.29411764705882354, 'organism': 0.23529411764705882, 'object': 0.058823529411764705}, 'granular_entity_types': {'1981 film': 1}, 'gkg_name': 'The Fox and the Hound', 'gkg_type': ['Movie']}]","[{'name': 'the scene', 'id': 1397, 'status': None, 'engaged': [], 'lexeme': 'the scene', 'alias': ['the scene'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057653630>}, 'gkg': 'kg:/m/01jn7g3', 'granular_actor_types': {'region': 0.5555555555555556, 'location': 0.4444444444444444, 'object': 0.2222222222222222}, 'granular_entity_types': {'musical group': 1}, 'gkg_name': 'The Scene', 'gkg_type': ['MusicGroup']}, {'name': None, 'id': 1159, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['mufasa'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805b192898>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'lion king', 'id': 1187, 'status': None, 'engaged': [], 'lexeme': 'lion king', 'alias': ['lion king'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057f0bd30>}, 'gkg': 'kg:/m/0906pq', 'granular_actor_types': {}, 'granular_entity_types': {'musical by irene mecchi and roger allers': 1}, 'gkg_name': 'The Lion King', 'gkg_type': ['Book']}, {'name': None, 'id': 1198, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['time', 'times'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057c202e8>}, 'gkg': None, 'granular_actor_types': {'time': 0.8571428571428571, 'event': 0.2857142857142857}, 'granular_entity_types': {}}]",The Lion King,The Scene,time,mufasa,"[('Book', 1325.65, 'The Lion King')]","[('MusicGroup', 625.702, 'The Scene')]",True,True
