arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
yeah that was really weird ,it's not like she had anywhere else to go due to the aforementioned homicidal witch.,comparison,but,mid,yeah that was really weird but it's not like she had anywhere else to go due to the aforementioned homicidal witch.,Didn't they just make her their maid or something.,Statement,Statement,None,None,"('Negative', 1.0)","('Negative', 1.0)",[],[],['sport'],['sport'],['Music'],['Movies_TV'],None,None,[],[],[],[],None,None,"[{'name': 'a bunny', 'id': 948, 'status': None, 'engaged': [], 'lexeme': 'a bunny', 'alias': ['a bunny'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057f2ce10>}, 'gkg': 'kg:/g/11b7xmdzdl', 'granular_actor_types': {'person': 0.25}, 'granular_entity_types': {'book by ole risom': 1}, 'gkg_name': 'I Am a Bunny', 'gkg_type': ['Book']}, {'name': 'friends with', 'id': 759, 'status': None, 'engaged': [], 'lexeme': 'friends with', 'alias': ['friends with'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058390240>}, 'gkg': 'kg:/m/0c3xw46', 'granular_actor_types': {}, 'granular_entity_types': {'2011 film': 1}, 'gkg_name': 'Friends with Benefits', 'gkg_type': ['Movie']}, {'name': 'fox', 'id': 949, 'status': None, 'engaged': [], 'lexeme': 'fox', 'alias': ['fox'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057fb5390>}, 'gkg': 'kg:/m/09p7pv', 'granular_actor_types': {'animal': 0.3448275862068966, 'organism': 0.27586206896551724, 'object': 0.06896551724137931}, 'granular_entity_types': {'tv program': 1}, 'gkg_name': 'Fox &amp; Friends', 'gkg_type': ['TVSeries']}]","[{'name': None, 'id': 950, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['witch'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80591dc9b0>}, 'gkg': None, 'granular_actor_types': {'person': 0.35714285714285715}, 'granular_entity_types': {}}]",,,,witch,[],[],True,True
possibly but ill just wish ,i can become a mermaid,contingency,so,mid,possibly but ill just wish so i can become a mermaid,"oh that sucks to hear, i can teach you",Continuer,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],[],['sport'],['sport'],['Music'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 950, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['witch'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80591dc9b0>}, 'gkg': None, 'granular_actor_types': {'person': 0.35714285714285715}, 'granular_entity_types': {}}]","[{'name': None, 'id': 951, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a mermaid'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058098e10>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,,a mermaid,[],[],True,True
"it sounds like you do, ",it was a good movie,comparison,but,mid,"it sounds like you do, but it was a good movie","yes from the little mermaid, i love that movie",Statement,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)","[('Thing', 260.0157675, 'Love Me Like You Do')]","[('Thing', 174.739125, 'Tasting a Good Movie')]",['sport'],['entertainment'],['Music'],['Movies_TV'],None,None,[],['movie'],[],[],None,None,"[{'name': 'like do', 'id': 952, 'status': None, 'engaged': [], 'lexeme': 'like do', 'alias': ['like do'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805802b550>}, 'gkg': 'kg:/g/11b6xcph80', 'granular_actor_types': {}, 'granular_entity_types': {'song by ellie goulding': 1}, 'gkg_name': 'Love Me Like You Do', 'gkg_type': ['Thing']}, {'name': None, 'id': 951, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a mermaid'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058098e10>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'a good movie', 'id': 776, 'status': None, 'engaged': [], 'lexeme': 'a good movie', 'alias': ['a good movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058318240>}, 'gkg': 'kg:/g/1q5j52p31', 'granular_actor_types': {}, 'granular_entity_types': {'song by haymarket riot': 1}, 'gkg_name': 'Tasting a Good Movie', 'gkg_type': ['Thing']}, {'name': 'like do', 'id': 952, 'status': None, 'engaged': [], 'lexeme': 'like do', 'alias': ['like do'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805802b550>}, 'gkg': 'kg:/g/11b6xcph80', 'granular_actor_types': {}, 'granular_entity_types': {'song by ellie goulding': 1}, 'gkg_name': 'Love Me Like You Do', 'gkg_type': ['Thing']}]",Love Me Like You Do,Tasting a Good Movie,,,"[('Thing', 260.0157675, 'Love Me Like You Do')]","[('Thing', 174.739125, 'Tasting a Good Movie')]",True,True
"the bad guys will never succeed, ",once i become a mermaid ill talk to you about swimming,comparison,but,mid,"the bad guys will never succeed, but once i become a mermaid ill talk to you about swimming",oh yeah she was up to no good,Statement,Clarify,None,None,"('Negative', 1.0)","('Neutral', 1.0)","[('BookSeries', 743.48593275, 'The Bad Guys')]",[],['sport'],['sport'],['Other'],['Psychology'],None,None,[],[],[],['invoke_topic_to you about swimming'],None,None,"[{'name': 'the bad guys', 'id': 953, 'status': None, 'engaged': [], 'lexeme': 'the bad guys', 'alias': ['the bad guys'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058c23b00>}, 'gkg': 'kg:/g/11f4pxvv44', 'granular_actor_types': {'person': 0.4166666666666667}, 'granular_entity_types': {'literary series': 1}, 'gkg_name': 'The Bad Guys', 'gkg_type': ['BookSeries']}, {'name': 'a good movie', 'id': 776, 'status': None, 'engaged': [], 'lexeme': 'a good movie', 'alias': ['a good movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058318240>}, 'gkg': 'kg:/g/1q5j52p31', 'granular_actor_types': {}, 'granular_entity_types': {'song by haymarket riot': 1}, 'gkg_name': 'Tasting a Good Movie', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 954, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a mermaid ill talk', 'about swimming'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80585f1e10>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'the bad guys', 'id': 953, 'status': None, 'engaged': [], 'lexeme': 'the bad guys', 'alias': ['the bad guys'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058c23b00>}, 'gkg': 'kg:/g/11f4pxvv44', 'granular_actor_types': {'person': 0.4166666666666667}, 'granular_entity_types': {'literary series': 1}, 'gkg_name': 'The Bad Guys', 'gkg_type': ['BookSeries']}]",The Bad Guys,,,a mermaid ill talk,"[('BookSeries', 743.48593275, 'The Bad Guys')]",[],True,True
belle is beautiful too.,", my number one is ariel",comparison,but,begin,"belle is beautiful too. but, my number one is ariel",What about Belle?,Statement,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)",[],"[('Thing', 519.536875, 'My Number One (Greece)')]",['business'],['sport'],['Travel_Geo'],['Math'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 954, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a mermaid ill talk', 'about swimming'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80585f1e10>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'number one', 'id': 955, 'status': None, 'engaged': [], 'lexeme': 'number one', 'alias': ['number one'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805801cb70>}, 'gkg': 'kg:/g/1s05t11f7', 'granular_actor_types': {'person': 0.38461538461538464}, 'granular_entity_types': {'song by elena paparizou': 1}, 'gkg_name': 'My Number One (Greece)', 'gkg_type': ['Thing']}]",,My Number One (Greece),,,[],"[('Thing', 519.536875, 'My Number One (Greece)')]",True,True
"it was great, ",definitely the first one has my heart!,comparison,but,mid,"it was great, but definitely the first one has my heart!",I think i liked that one even more than the first one.,Statement,Emphasis,None,None,"('Positive', 1.0)","('Positive', 1.0)",[],"[('Thing', 795.6410000000001, 'The First One'), ('TVSeries', 267.7785833333333, 'Autumn in My Heart')]",['sport'],['sport'],['Other'],['Music'],None,None,[],[],[],[],None,None,"[{'name': 'number one', 'id': 955, 'status': None, 'engaged': [], 'lexeme': 'number one', 'alias': ['number one'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805801cb70>}, 'gkg': 'kg:/g/1s05t11f7', 'granular_actor_types': {'person': 0.38461538461538464}, 'granular_entity_types': {'song by elena paparizou': 1}, 'gkg_name': 'My Number One (Greece)', 'gkg_type': ['Thing']}]","[{'name': 'the first one', 'id': 432, 'status': None, 'engaged': [], 'lexeme': 'the first one', 'alias': ['the first one'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058e35278>}, 'gkg': 'kg:/g/1s05ygrfx', 'granular_actor_types': {}, 'granular_entity_types': {'song by boys like girls': 1}, 'gkg_name': 'The First One', 'gkg_type': ['Thing']}, {'name': 'heart', 'id': 956, 'status': None, 'engaged': [], 'lexeme': 'heart', 'alias': ['heart'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805827ce10>}, 'gkg': 'kg:/m/074x_f', 'granular_actor_types': {'belief': 0.6363636363636364, 'feeling': 0.5909090909090909, 'idea': 0.45454545454545453}, 'granular_entity_types': {'south korean television series': 1}, 'gkg_name': 'Autumn in My Heart', 'gkg_type': ['TVSeries']}]",,"Autumn in My Heart, The First One",,,[],"[('Thing', 795.6410000000001, 'The First One'), ('TVSeries', 267.7785833333333, 'Autumn in My Heart')]",True,True
"scar was very manipulative, ",simba looked up to him,comparison,but,mid,"scar was very manipulative, but simba looked up to him","Yes, but his thinking hurt him, believing that he caused Mufassa's death",nAnswer,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],[],['sport'],['sport'],['Movies_TV'],['Movies_TV'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 957, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['scar'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058098550>}, 'gkg': None, 'granular_actor_types': {'symptom': 0.7142857142857143}, 'granular_entity_types': {}}, {'name': 'the first one', 'id': 432, 'status': None, 'engaged': [], 'lexeme': 'the first one', 'alias': ['the first one'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058e35278>}, 'gkg': 'kg:/g/1s05ygrfx', 'granular_actor_types': {}, 'granular_entity_types': {'song by boys like girls': 1}, 'gkg_name': 'The First One', 'gkg_type': ['Thing']}, {'name': 'heart', 'id': 956, 'status': None, 'engaged': [], 'lexeme': 'heart', 'alias': ['heart'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805827ce10>}, 'gkg': 'kg:/m/074x_f', 'granular_actor_types': {'belief': 0.6363636363636364, 'feeling': 0.5909090909090909, 'idea': 0.45454545454545453}, 'granular_entity_types': {'south korean television series': 1}, 'gkg_name': 'Autumn in My Heart', 'gkg_type': ['TVSeries']}]","[{'name': None, 'id': 616, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['simba'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805881d6a0>, 'dad': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805879b1d0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 957, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['scar'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058098550>}, 'gkg': None, 'granular_actor_types': {'symptom': 0.7142857142857143}, 'granular_entity_types': {}}]",,,scar,simba,[],[],True,True
"it wasn't animated, ",it was disney all the same.,comparison,but,mid,"yes, it was. it wasn't animated, but it was disney all the same.",That was a Disney movie?,Statement,Statement,None,None,"('Negative', 1.0)","('Neutral', 1.0)",[],[],['entertainment'],['entertainment'],['Phatic'],['Entertainment'],None,None,[],[],['invoke_games_NumberGame'],[],None,None,"[{'name': None, 'id': 616, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['simba'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805881d6a0>, 'dad': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805879b1d0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",[],,,,,[],[],True,True
i liked it ,it showed a man who cared about rescuing these other men that were stuck out on a sinking ship in the middle of a storm.,contingency,because,mid,i liked it because it showed a man who cared about rescuing these other men that were stuck out on a sinking ship in the middle of a storm.,Why did you like it?,Statement,nAnswer,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('Thing', 156.61233875, 'Because I Liked It')]","[('Book', 597.464, 'A Man'), ('Movie', 249.170964, 'Other Men'), ('MusicRecording', 395.019273, 'A Sinking Ship'), ('TVSeries', 997.7457499999999, 'Stuck in the Middle'), ('MusicGroup', 280.91070175, 'Like a Storm')]",['sport'],['sport'],['Phatic'],['Other'],None,None,[],[],['opinion_provide_pos_patterns_no:match'],[],None,None,"[{'name': 'i liked', 'id': 958, 'status': None, 'engaged': [], 'lexeme': 'i liked', 'alias': ['i liked'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058281b70>}, 'gkg': 'kg:/g/11f26r_yj_', 'granular_actor_types': {}, 'granular_entity_types': {'song by blake neely': 1}, 'gkg_name': 'Because I Liked It', 'gkg_type': ['Thing']}]","[{'name': 'a man', 'id': 959, 'status': None, 'engaged': [], 'lexeme': 'a man', 'alias': ['a man'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805827bfd0>}, 'gkg': 'kg:/m/02q6x4r', 'granular_actor_types': {'person': 0.3333333333333333}, 'granular_entity_types': {'novel by oriana fallaci': 1}, 'gkg_name': 'A Man', 'gkg_type': ['Book']}, {'name': 'other men', 'id': 960, 'status': None, 'engaged': [], 'lexeme': 'other men', 'alias': ['other men'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805849a198>}, 'gkg': 'kg:/g/120n2ryr', 'granular_actor_types': {}, 'granular_entity_types': {'1997 film': 1}, 'gkg_name': 'Other Men', 'gkg_type': ['Movie']}, {'name': 'a sinking ship', 'id': 961, 'status': None, 'engaged': [], 'lexeme': 'a sinking ship', 'alias': ['a sinking ship'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057fdfe10>}, 'gkg': 'kg:/m/0v2c209', 'granular_actor_types': {}, 'granular_entity_types': {'song by heartbreak stereo': 1}, 'gkg_name': 'A Sinking Ship', 'gkg_type': ['MusicRecording']}, {'name': 'in the middle', 'id': 962, 'status': None, 'engaged': [], 'lexeme': 'in the middle', 'alias': ['in the middle'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80582dda20>}, 'gkg': 'kg:/g/11b778qgss', 'granular_actor_types': {}, 'granular_entity_types': {'american comedy series': 1}, 'gkg_name': 'Stuck in the Middle', 'gkg_type': ['TVSeries']}, {'name': 'a storm', 'id': 963, 'status': None, 'engaged': [], 'lexeme': 'a storm', 'alias': ['a storm'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80582dd1d0>}, 'gkg': 'kg:/m/0dpc58s', 'granular_actor_types': {'phenomenon': 0.4}, 'granular_entity_types': {'rock band': 1}, 'gkg_name': 'Like a Storm', 'gkg_type': ['MusicGroup']}, {'name': None, 'id': 425, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['that', 'paint with all the', 'of', ""the giene 's"", 'movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058dc87f0>, 'job': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80589a3fd0>, 'adventures': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80582bbd68>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'i liked', 'id': 958, 'status': None, 'engaged': [], 'lexeme': 'i liked', 'alias': ['i liked'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058281b70>}, 'gkg': 'kg:/g/11f26r_yj_', 'granular_actor_types': {}, 'granular_entity_types': {'song by blake neely': 1}, 'gkg_name': 'Because I Liked It', 'gkg_type': ['Thing']}]",Because I Liked It,"Other Men, Like a Storm, A Sinking Ship, A Man, Stuck in the Middle",,that,"[('Thing', 156.61233875, 'Because I Liked It')]","[('Book', 597.464, 'A Man'), ('Movie', 249.170964, 'Other Men'), ('MusicRecording', 395.019273, 'A Sinking Ship'), ('TVSeries', 997.7457499999999, 'Stuck in the Middle'), ('MusicGroup', 280.91070175, 'Like a Storm')]",True,True
"yeah, it makes it seem more real ",you know this sort of thing really happened and isn't just totally made up for dramatics.,contingency,because,mid,"yeah, it makes it seem more real because you know this sort of thing really happened and isn't just totally made up for dramatics.",I do like to see movies that are based on a true story.,yAnswer,Reject,None,None,"('Positive', 1.0)","('Negative', 1.0)",[],"[('Thing', 762.88, 'really happened'), ('Thing', 253.55360000000002, 'This Sort of Suffering'), ('Thing', 151.5902, 'Thing')]",['sport'],['sport'],['Other'],['Other'],None,None,[],[],[],[],None,None,"[{'name': 'a man', 'id': 959, 'status': None, 'engaged': [], 'lexeme': 'a man', 'alias': ['a man'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805827bfd0>}, 'gkg': 'kg:/m/02q6x4r', 'granular_actor_types': {'person': 0.3333333333333333}, 'granular_entity_types': {'novel by oriana fallaci': 1}, 'gkg_name': 'A Man', 'gkg_type': ['Book']}, {'name': 'other men', 'id': 960, 'status': None, 'engaged': [], 'lexeme': 'other men', 'alias': ['other men'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f805849a198>}, 'gkg': 'kg:/g/120n2ryr', 'granular_actor_types': {}, 'granular_entity_types': {'1997 film': 1}, 'gkg_name': 'Other Men', 'gkg_type': ['Movie']}, {'name': 'a sinking ship', 'id': 961, 'status': None, 'engaged': [], 'lexeme': 'a sinking ship', 'alias': ['a sinking ship'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8057fdfe10>}, 'gkg': 'kg:/m/0v2c209', 'granular_actor_types': {}, 'granular_entity_types': {'song by heartbreak stereo': 1}, 'gkg_name': 'A Sinking Ship', 'gkg_type': ['MusicRecording']}, {'name': 'in the middle', 'id': 962, 'status': None, 'engaged': [], 'lexeme': 'in the middle', 'alias': ['in the middle'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80582dda20>}, 'gkg': 'kg:/g/11b778qgss', 'granular_actor_types': {}, 'granular_entity_types': {'american comedy series': 1}, 'gkg_name': 'Stuck in the Middle', 'gkg_type': ['TVSeries']}, {'name': 'a storm', 'id': 963, 'status': None, 'engaged': [], 'lexeme': 'a storm', 'alias': ['a storm'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80582dd1d0>}, 'gkg': 'kg:/m/0dpc58s', 'granular_actor_types': {'phenomenon': 0.4}, 'granular_entity_types': {'rock band': 1}, 'gkg_name': 'Like a Storm', 'gkg_type': ['MusicGroup']}, {'name': None, 'id': 425, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['that', 'paint with all the', 'of', ""the giene 's"", 'movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058dc87f0>, 'job': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80589a3fd0>, 'adventures': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80582bbd68>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'really happened', 'id': 965, 'status': None, 'engaged': [], 'lexeme': 'really happened', 'alias': ['really happened'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058178400>}, 'gkg': 'kg:/g/1q5jbtcn1', 'granular_actor_types': {}, 'granular_entity_types': {'song by trans-siberian orchestra': 1}, 'gkg_name': 'really happened', 'gkg_type': ['Thing']}, {'name': 'this sort', 'id': 964, 'status': None, 'engaged': [], 'lexeme': 'this sort', 'alias': ['this sort'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058178438>}, 'gkg': 'kg:/g/11bwqmckzl', 'granular_actor_types': {'idea': 0.5}, 'granular_entity_types': {'song by tusks of blood': 1}, 'gkg_name': 'This Sort of Suffering', 'gkg_type': ['Thing']}, {'name': 'thing', 'id': 518, 'status': None, 'engaged': [], 'lexeme': 'thing', 'alias': ['thing'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f8058b15b00>}, 'gkg': 'kg:/m/0k1r0', 'granular_actor_types': {}, 'granular_entity_types': {'fictional superhero': 1}, 'gkg_name': 'Thing', 'gkg_type': ['Thing']}, {'name': None, 'id': 966, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['dramatic'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f80581789b0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,"Thing, This Sort of Suffering, really happened",,dramatic,[],"[('Thing', 762.88, 'really happened'), ('Thing', 253.55360000000002, 'This Sort of Suffering'), ('Thing', 151.5902, 'Thing')]",True,True
