arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"haha, that might work.",i was thinking of something a little more modern.,comparison,but,begin,"haha, that might work. but i was thinking of something a little more modern.","Maybe Etta James, 'At Last'?"
It's a favorite of mine.,do you think it would fit an exercise mix tape?,comparison,but,begin,but do you think it would fit an exercise mix tape?,I'd definitely suggest it. It's a favorite of mine.
they had been very close friends ,before her passing they had been in a fight i think.,comparison,but,mid,they had been very close friends but before her passing they had been in a fight i think. like she was giving him the silent treatment or something.,"They were close friends I believe, right? He and princess diana."
they had been very close friends but ,her passing they had been in a fight i think.,temporal,before,mid,they had been very close friends but before her passing they had been in a fight i think. like she was giving him the silent treatment or something.,"They were close friends I believe, right? He and princess diana."
"well, i think that amy winehouse sounds like billie holiday ",they both had the same drug addiction.,contingency,because,mid,"well, i think that amy winehouse sounds like billie holiday because they both had the same drug addiction.",I think so too.  She really had a beautiful voice.
i have too.,", i don't like beattles covers.",comparison,but,begin,"i have too. but, i don't like beattles covers.",I have found some Youtube vidoes of Winehouse doing some older songs and they were great.
You will be surprised how many songs you actually know when you hear them!,i would have heard them on the radio?,contingency,because,begin,because i would have heard them on the radio?,You will love it! You will be surprised how many songs you actually know when you hear them!
or maybe you had older siblings who listen to it.,what i was thinking was how many cover tunes probably heard of the songs and did not know that they were cover tunes of 60s girl groups.,comparison,but,begin,or maybe you had older siblings who listen to it. but what i was thinking was how many cover tunes probably heard of the songs and did not know that they were cover tunes of 60s girl groups.,Because I would have heard them on the radio?
but what i was thinking was how many cover tunes probably heard of the songs ,did not know that they were cover tunes of 60s girl groups.,expansion,and,mid,or maybe you had older siblings who listen to it. but what i was thinking was how many cover tunes probably heard of the songs and did not know that they were cover tunes of 60s girl groups.,Because I would have heard them on the radio?
"oh, yeah, that's ",marc bolan was a total donovan maniac.,contingency,because,mid,"oh, yeah, that's because marc bolan was a total donovan maniac. donovan could not look up from a show without seeing bolan in the audience.","And did you notice how if you close your eyes and listen to T-Rex, the lyrics could completely be Donovan lyrics?"
"they sounded nothing like the beatles, ","in trying to do so, they totally got their own completely unique sound!",comparison,but,mid,"and it is so cool how people like the byrds say they were just trying to sound like the beatles. they sounded nothing like the beatles, but in trying to do so, they totally got their own completely unique sound!","Oh, yeah, that's because Marc Bolan was a total Donovan Maniac. Donovan could not look up from a show without seeing Bolan in the audience."
"i know, i have always found that kind of sad.",there you have it!,comparison,but,begin,"i know, i have always found that kind of sad. but there you have it! i do love donovan!",It's awesome! I never knew why Donovan always denied having heard of Bob Dylan when he was so obviously copying him to begin with. It's not like he alternately did not make his own completely unique and incredible sound!
it's super boring ,"simple, not offensive at all.",comparison,but,mid,"it's basically a step up from church music. it's super boring but simple, not offensive at all.",Is it nice to listen to?
"that is well known, ","it's swiss in origin, actually, so not completely pa dutch.",comparison,but,mid,"that is well known, but it's swiss in origin, actually, so not completely pa dutch.",Edelweiss?
"that is well known, but it's swiss in origin, actually, ",not completely pa dutch.,contingency,so,mid,"that is well known, but it's swiss in origin, actually, so not completely pa dutch.",Edelweiss?
"man, those guys were awesome.",i thought they were retired.,comparison,but,begin,"man, those guys were awesome. but i thought they were retired.",Yes. It's unbelievable right?
"they have changed their style a bit, ",they still sound very good.,comparison,but,mid,"they have changed their style a bit, but they still sound very good.",Do they still sound like the old days?
"they were actually just called ""blink"" at first ",some irish band wanted to take them to court so they added the numbers.,comparison,but,mid,"me too! they were actually just called ""blink"" at first but some irish band wanted to take them to court so they added the numbers.",They started back in 1992. I use to listen to them all the time.
"paul looks a little bit older now, i noticed.",he can still rock a crowd!,comparison,but,begin,"paul looks a little bit older now, i noticed.  but he can still rock a crowd!","Really, that's awesome. I didn't get to see that performance."
"well, people who have expensive instruments on planes sometimes are forced to check them ",they refuse because they'll be smashed.,comparison,but,mid,"well, people who have expensive instruments on planes sometimes are forced to check them but they refuse because they'll be smashed.",Why is that?
"well, people who have expensive instruments on planes sometimes are forced to check them but they refuse ",they'll be smashed.,contingency,because,mid,"well, people who have expensive instruments on planes sometimes are forced to check them but they refuse because they'll be smashed.",Why is that?
"yup, imagine a $15,000 violin for your concert that you're flying to being completely smashed ",you can't protect it because they won't let you fly with it.,contingency,because,mid,"yup, imagine a $15,000 violin for your concert that you're flying to being completely smashed because you can't protect it because they won't let you fly with it.",Are they?
"yup, imagine a $15,000 violin for your concert that you're flying to being completely smashed because you can't protect it ",they won't let you fly with it.,contingency,because,mid,"yup, imagine a $15,000 violin for your concert that you're flying to being completely smashed because you can't protect it because they won't let you fly with it.",Are they?
that is quick  ,i can see why.,comparison,but,mid,that is quick  but i can see why. he is really loved as a country artist.,"Yea, he is. George Strait is another. I hear his concert tickets sell out in literally two minutes."
"i obviously know who prince is, ",who is jean grae?,comparison,but,mid,"i obviously know who prince is, but who is jean grae?","I'd probably say Prince for male, Jean Grae for female."
"yeah, she's not super mainstream.",her music is top notch!,comparison,but,begin,"yeah, she's not super mainstream. but her music is top notch!",Huh. Never heard of her.
"i heard the song , ",i have not seen the video yet.,comparison,but,mid,"i heard the song , but i have not seen the video yet.","I saw On My Mind Video, it's really a great song."
"love me like you do is a huge hit, i am not sure how many that song received for views ",its big i am sure.,comparison,but,mid,"love me like you do is a huge hit, i am not sure how many that song received for views but its big i am sure.",Which song is your favorite of Ellie's?
"i liked some of his stuff, ",his newer stuff seems a lot less country.,comparison,but,mid,"i liked some of his stuff, but his newer stuff seems a lot less country.","Oh, I've got an old Luke Bryan CD playing."
"i think there is value in both, ","what is kid rock doing making country music, or nelly?",comparison,but,mid,"i think there is value in both, but what is kid rock doing making country music, or nelly?",You don't like the crossover? Too much of a purist?
"well that is pretty country, ",its still recreational.,comparison,but,mid,"well that is pretty country, but its still recreational. it's not living off the land.",It's an older Luke Bryan. It's about deer hunting.
"that's right, he is canadian, ",i won't hold that against him.,comparison,but,mid,"that's right, he is canadian, but i won't hold that against him.",garble goof ferby snot plah
i have heard a few songs.,i do not know their music well.,comparison,but,begin,i have heard a few songs. but i do not know their music well.,I am! Do you know their music?
it is.,the music is fantastic.,comparison,but,begin,i agree. it is. but the music is fantastic.,That is an odd name.
you've got to give him credit.,don't forget keith richards.,comparison,but,begin,you've got to give him credit. but don't forget keith richards.,I wonder if he ever imagined how successful the Stones would be.
i should have been a rock drummer.,i'd probably lose my hearing.,comparison,but,begin,i should have been a rock drummer. but i'd probably lose my hearing.,That's true. I think they just get in a rhythmic zone and don't have to think too much.
"she did have a break, as she became a mother and had to focus on that for a bit.",she's actually just released a new song recently.,comparison,but,begin,"she did have a break, as she became a mother and had to focus on that for a bit. but she's actually just released a new song recently.",I haven't heard anything about her in a while though. Did she take a break from making music?
"it's a bit different than her other material, ",still very beautiful.,comparison,but,mid,"it's called love exists. it's a bit different than her other material, but still very beautiful.",What's the song called?
"that's true, ",she heard the song while working on a project in italy and loved it.,comparison,but,mid,"that's true, but she heard the song while working on a project in italy and loved it.",Interesting. Amy Lee usually writes her own songs.
i do too!,that's not the best song on the album.,comparison,but,begin,i do too! but that's not the best song on the album.,"No way? Already? I love the song ""Green Light."""
she's 20 now.,"she was 16 when ""pure heroine"" came out.",comparison,but,begin,"yeah, she was 18 and 19 i think. she's 20 now. but she was 16 when ""pure heroine"" came out.","She was still a teenager when she wrote it though, right?"
"there's a lot more heartbreak on this album.there's still a sense of youthful recklessness, ",she's more jaded.,comparison,but,mid,"there's a lot more heartbreak on this album.there's still a sense of youthful recklessness, but she's more jaded.",How does it feel more mature?
they are.,did you see the comment lorde just made about their relationship?,comparison,but,begin,they are. but did you see the comment lorde just made about their relationship? a lot of people are quite angry.,"They're good friends, aren't they?"
lorde should know better.,here comes the public apology!,comparison,but,begin,i don't know! lorde should know better. but here comes the public apology!,That's rather insensitive. Why did she say that?
"i did not bring enough cash for anymore, ","i only bought whitney's, a great deal.",contingency,so,mid,"i did not bring enough cash for anymore, so i only bought whitney's, a great deal.",I will need to go down there and see what treasures I can find too!
it is very good ,now it's kind of old.,comparison,but,mid,yes. it is very good but now it's kind of old.,Really? I just heard it recently.
it is amazing how music goes out of date ,quickly now a days.,contingency,so,mid,it is amazing how music goes out of date so quickly now a days.,Yes. It is very good but now it's kind of old.
i did too ,i was sixteen and my mother would not let me.,comparison,but,mid,i did too but i was sixteen and my mother would not let me.,I sure do. I wanted to go.
"so, music in all forms doesn't keep proper grammar ",it doesn't work.,contingency,because,mid,"so, music in all forms doesn't keep proper grammar because it doesn't work.",So?
"they're both really great, ",also very different.,comparison,but,mid,"you should. they're both really great, but also very different.",That is sad. I definitely want to check them out though.
"well the first one is like a jazz hip-hop mix, which is really cool.",it has a more jazzy feel to it.,comparison,but,begin,"well the first one is like a jazz hip-hop mix, which is really cool. but it has a more jazzy feel to it.",How are they different?
her sound changes a bit ,she plays around a lot with melodies.,comparison,but,mid,her second album is a bit more experimental in my opinion. her sound changes a bit but she plays around a lot with melodies.,And what about the second album?
well i can't choose just one.,"some include wake up alone, me and mr. jones, and some unholy war.",comparison,but,begin,"well i can't choose just one. but some include wake up alone, me and mr. jones, and some unholy war.",That is very cool. What is your favorite song of hers?
"i think she was influenced a lot by the type of music she listened to, ",i know she loved frank sinatra and donny hathaway.,comparison,but,mid,"i think she was influenced a lot by the type of music she listened to, but i know she loved frank sinatra and donny hathaway.",I'll have to listen to those. I wonder what kinds of music she listened to.
