arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"i'm not a big country music fan, ",i like some of her songs.,comparison,but,mid,"i'm not a big country music fan, but i like some of her songs.",She really is. I like Carrie Underwood too.
"anyways i like him though,",i generally love rnb songs,comparison,although,mid,"anyways i like him though,although i generally love rnb songs","yeah, aside that i haven't really enjoyed his recent works and i don't even keep up with news about him"
oh really?,who's on number one on billboard then.,contingency,so,begin,oh really? so who's on number one on billboard then.,"yes you're right, ""love in the air"" its already number 2 on billboard for 2 weeks now."
"i still really love paramore, ",that sounds awesome.,contingency,so,mid,"i still really love paramore, so that sounds awesome.","Yeah, that's them! Actually, I think some of the songs on Tancred's new album sound a little bit like Paramore."
yeah i like them a lot ,didn't realize how popular they are.,comparison,but,mid,yeah i like them a lot but didn't realize how popular they are.,Oh same!
"i know, ",he feels that he's done enough.,comparison,but,mid,"i know, but he feels that he's done enough.",You belong to the people when your famous.
it is good ,not as good as his earlier work.,comparison,but,mid,it is good but not as good as his earlier work.,How does it compare to his other albums?
"i heard that they are bases out of utah, ",they're just hitting the western states.,contingency,so,mid,"i heard that they are bases out of utah, so they're just hitting the western states.",Why limited?
"he's about a hundred, ",it's now or never.,contingency,so,mid,"he's about a hundred, so it's now or never.",Why would you want to see his show?
"no my favorite, ",i'd like to be able to say i saw him in concert.,comparison,but,mid,"no my favorite, but i'd like to be able to say i saw him in concert.",I guess. I didn't know you liked country.
"i listened to him a bit in high school, ",what new material does he have?,comparison,but,mid,"i listened to him a bit in high school, but what new material does he have?","Oh, you know how much I love Andrew Bird."
"he's fantastic on recordings, ",even more so live!,comparison,but,mid,"actually, yes! i just saw conor oberst. he's fantastic on recordings, but even more so live!",Have you been to any concerts recently?
i wouldnt say they dont have mass appeal ,its just not there with sales.,comparison,but,mid,i wouldnt say they dont have mass appeal but its just not there with sales.,So their music doesnt have mass appeal?
i'm not sure about her nominations ,"she did win an emmy award for her performance on the talk show, good morning america.",comparison,but,mid,"i'm not sure about her nominations but she did win an emmy award for her performance on the talk show, good morning america.",Has she won any other nominations and awards?
probably you didn't like it ,the leak is just the unfinished version.,contingency,because,mid,probably you didn't like it because the leak is just the unfinished version.,ok got it.
"maybe true,","am not really a weekend fan,although i love the song he did for the movie ""50 shades of grey""",comparison,although,mid,"maybe true,although am not really a weekend fan,although i love the song he did for the movie ""50 shades of grey""",probably you didn't like it because the leak is just the unfinished version.
"maybe true,although am not really a weekend fan,","i love the song he did for the movie ""50 shades of grey""",comparison,although,mid,"maybe true,although am not really a weekend fan,although i love the song he did for the movie ""50 shades of grey""",probably you didn't like it because the leak is just the unfinished version.
"you often hear ""we are the champions"" ",", or ""we will rock you"".",expansion,for example,mid,"yes. you often hear ""we are the champions"" for example, or ""we will rock you"".",I noticed you still hear there music all over the place on TV and in the movies.
"those are good songs, ",in my opinion not even his best even though they are played the most.,comparison,but,mid,"that's excactly what i mean. those are good songs, but in my opinion not even his best even though they are played the most.","Well, I know Born to Run, Born in the USA, Dancing in the Dark, and probably a few others."
i love jazz ,i also listen to rock,comparison,but,mid,i love jazz but i also listen to rock,What do you like?
"it's the guy's name, ",he has a band.,comparison,but,mid,"it's the guy's name, but he has a band. he spells it catapillar.",Buckwheat Caterpillar? A band?
"i did see a live video, ",he was only playing in front of his house.,comparison,but,mid,"i'm not sure. i did see a live video, but he was only playing in front of his house.",Does he tour?
"they are similar, ",a bit more edge to them.,comparison,but,mid,"maybe, the xx. they are similar, but a bit more edge to them.",Do you know any more I might like if I like him?
"lorde is more pop, ",she really does have an other world sound.,comparison,but,mid,"lorde is more pop, but she really does have an other world sound.",I like those almost etheral songs.Like Lorde sings.
"i have heard her, of course, ",never really got into any of her stuff beyond what is on the radio.,comparison,but,mid,"i have heard her, of course, but never really got into any of her stuff beyond what is on the radio.","If you like that, there may be a few Taylor Swift songs you might like."
i know.,it was great.,comparison,but,begin,i know. but it was great.,"I was afraid it would be terrible, since they hadn't recorded anything in years."
"i would like to see him or the band, ","in lieu of that, maybe another album?",comparison,but,mid,"i would like to see him or the band, but in lieu of that, maybe another album?",I would love to see that.  It would be so cool.
"yes, but anyways, they did that, and ",that they also did a song for max payne 2.,temporal,before,mid,"yes, but anyways, they did that, and before that they also did a song for max payne 2.",May he rest in peace.
"well, just the two, ","they've been around since 2003 or so, and have released several albums since then.",comparison,but,mid,"well, just the two, but they've been around since 2003 or so, and have released several albums since then.",So it sounds like they do a lot of game music.
"okay, i did not understand any of that, ",it sounds good!,comparison,but,mid,"okay, i did not understand any of that, but it sounds good!","Not really. Nightwish has more of a orchestral, harmonic metal sound similar to Within Temptation though a bit harder edged. While Poets are more alt or prog rock."
"i did, it is very different, ",it is really good.,comparison,but,mid,"i did, it is very different, but it is really good.",Did you hear the new Childish Gambino album?
"i did, it is pretty good, ",not as good as their old stuff.,comparison,but,mid,"i did, it is pretty good, but not as good as their old stuff.",Did you listen to the new Tribe Called Quest album?
"you are probably right, ",i still liked it.,comparison,but,mid,"you are probably right, but i still liked it.","I did, it is pretty good, but not as good as their old stuff."
"me too, ",i will not revisit it like i do their other albums.,comparison,but,mid,"me too, but i will not revisit it like i do their other albums.","You are probably right, but I still liked it."
i don't remeber the song ,it was country.,comparison,but,mid,i don't remeber the song but it was country.,What was it?
"i've heard of musicians becoming actors, ",not so much the other way around.,comparison,but,mid,"i've heard of musicians becoming actors, but not so much the other way around.",Always!
i can't remember ,it was by of monsters and men.,comparison,but,mid,i can't remember but it was by of monsters and men.,So what song did you guys slowed danced to?
i would argue the 70's ,the 80's did have blondie.,comparison,but,mid,i would argue the 70's but the 80's did have blondie.,Is it me or did the 80's have like the best music?
"well i'm a drummer, ",anything but a drummer!,contingency,so,mid,"well i'm a drummer, so anything but a drummer!",Yeah totally. I'll ask him if he wants to play. What musicians are you looking for?
"i think about the same, ",i know he started playing music altogether when he was like 6.,comparison,but,mid,"i think about the same, but i know he started playing music altogether when he was like 6.",About 10 years. What about ypur roommate?
i dont know specifics ,alot of their former roster sues them eventually.,comparison,but,mid,i dont know specifics but alot of their former roster sues them eventually.,How so?
"yes, some do, ",it's impossible to watch the lyrics and the action.,comparison,but,mid,"yes, some do, but it's impossible to watch the lyrics and the action.",Don't they provide subtitles or text?
"well, everyone sings about the latter.",you don't need songs about cars in any genre.,comparison,but,begin,"well, everyone sings about the latter. but you don't need songs about cars in any genre.",What's wrong with trucks and bad relationships?
don't care for most of it ,eminimem does have some clever lyrics,comparison,but,mid,don't care for most of it but eminimem does have some clever lyrics,What do you think of rap.
"i was going to spend $400 to see a concert last year, ",i couldn't get the time off work.,comparison,but,mid,"i was going to spend $400 to see a concert last year, but i couldn't get the time off work.","No, have you seen ticket prices. Wow!"
i like that song ,haven't heard it for a while.,comparison,but,mid,i like that song but haven't heard it for a while.,You got it!
i can't dance ,i'll definitely find a taylor swift cd to listen too!,comparison,but,mid,i can't dance but i'll definitely find a taylor swift cd to listen too!,"Well, turn it on and lets start dancing."
"yeah, pretty interesting, ",i've gotta beleive there was some bias in there.,comparison,but,mid,"yeah, pretty interesting, but i've gotta beleive there was some bias in there.",I didn't! Thats why he looked the part.
"i agree, ",it was still good.,comparison,but,mid,"i agree, but it was still good.",Would have been better if they had more outside influence.
"i didn't say it wasn't, ",the historical facts might need investigated.,comparison,but,mid,"i didn't say it wasn't, but the historical facts might need investigated.","I agree, but it was still good."
"he does not really have a lot of hits in the states, ",his stuff is really good.,comparison,but,mid,"he does not really have a lot of hits in the states, but his stuff is really good.","Oh, I heard that. Never knew who sung it."
"it is deep, ",has a great beat.,comparison,but,mid,"coming up easy. it is deep, but has a great beat.",I liked it in the shoes song. What is his best song?
"he has a lot, ","he does a cover, of ""no woman, no cry"".",comparison,but,mid,"he has a lot, but he does a cover, of ""no woman, no cry"".",What does he sing?
there are.,his is the only one i know that has a didgeridoo.,comparison,but,begin,there are. but his is the only one i know that has a didgeridoo.,There are alot of covers of that one.
It's a wonder their managers don't do them in.,then they couldn't keep grinding out those hits.,comparison,but,begin,but then they couldn't keep grinding out those hits.,Yeah. It's a wonder their managers don't do them in.
"of course, maybe we just like him ",he reminds us of our lost youth.,contingency,because,mid,"of course, maybe we just like him because he reminds us of our lost youth.","Yeah. It's strange. Poets, like he was, are supposed to peak in their twenties."
"a lot of people tend to think that, ",it was actually their 4th.,comparison,but,mid,"a lot of people tend to think that, but it was actually their 4th.",I always thought that Blurry Face was their debut album.
"yup, they'd released 2 self titled albums ",that and an album called vessel.,temporal,before,mid,"yup, they'd released 2 self titled albums before that and an album called vessel.",I never knew!
"i haven't hear anything yet, ",its totally possible.,comparison,but,mid,"i haven't hear anything yet, but its totally possible.",I wonder if they'll be shooting any videos there.
"yes, yes, ","to be an instrument, it has to be fabricated.",comparison,but,mid,"yes, yes, but to be an instrument, it has to be fabricated.","Well, what is a musical instrument? A device? Or a tool? Does it have to be fabricated? Human voice has been used to make music for all of humanity for all we know."
"i'm sure there are, ",i have no idea what they're called.,comparison,but,mid,"i'm sure there are, but i have no idea what they're called.",I wonder if there are academics who specialize on such things.
she was all white ,still with them.,comparison,but,mid,i just saw a video with her a few months ago. she was all white but still with them.,She's been gone for years. Many years.
i never knew that.,that's when they got this new girl?,contingency,so,begin,i never knew that. so that's when they got this new girl?,"Probably before I was born, sometime in the 70s."
"i don't know, ",i do like def lepard.,comparison,but,mid,"i don't know, but i do like def lepard.",My favorite rock band is Def Leppard. What's yours?
oh for sure ,sometimes a good video sticks.,comparison,but,mid,oh for sure but sometimes a good video sticks.,I dont know I still just listen for the music
"i do too, ","i also like the 90s, early rap, alternative and grunge",comparison,but,mid,"i do too, but i also like the 90s, early rap, alternative and grunge",I like music from the late 60s early 70s
"oh, i remember that one!","i love the who, the beatles, the stones",comparison,but,begin,"oh, i remember that one!  but i love the who, the beatles, the stones",I like Sex and Candy
i would say mostly the same ,i sometimes listen to country?,comparison,but,mid,i would say mostly the same but i sometimes listen to country?,"Mostly hip hop, and pop what about you?"
"i heard people say that, ","i didn't hear anything from her last album besides that song ""million reasons.""",comparison,but,mid,"i heard people say that, but i didn't hear anything from her last album besides that song ""million reasons.""",What do you mean by that? I know her last album was kind of country.
"she has a great voice, ",i don't get what she was trying to do.,comparison,but,mid,"i didn't care for that one too much. she has a great voice, but i don't get what she was trying to do. she's not a country artist.","I heard people say that, but I didn't hear anything from her last album besides that song ""Million Reasons."""
"i cant's think of any right now, ",i will check it out for you.,comparison,but,mid,"i cant's think of any right now, but i will check it out for you.",DO YOU NO ANY MORE OF HIS MUSIC?
"well, he started rapping ",he writes long lyrics.,contingency,because,mid,"well, he started rapping because he writes long lyrics. it's the only way to get all the words in. i like the genre blending, personally. i don't think rappers need to hard or ""authentic"" in any way. it's just a music style.",That guy thinks he's a rapper. He sucks.
i heard that dumb song on the radio where they are whining ,they don't to pay their bills.,contingency,because,mid,i heard that dumb song on the radio where they are whining because they don't to pay their bills.,That's not how it works. No one is going to pay you a million dollars to write a song. How many 21 Pilots albums have you heard?
"i don't believe you, ",that's totally okay.,comparison,but,mid,"ha. i don't believe you, but that's totally okay. you do you. their first album vessel is really good.",Ok. I will do that.
i guess they are christian ,the songs do not revolve around christ worship.,comparison,but,mid,no. i guess they are christian but the songs do not revolve around christ worship. i am not religious at all and i like them a lot.,Aren't they like Christian rock?
"well, you are certainly entitled to your opinion on that, ",i would not classify it as christian rock.,comparison,but,mid,"well, you are certainly entitled to your opinion on that, but i would not classify it as christian rock.",I don't want to listen to religious propaganda. Christian rock is lame.
i only do ,i saw the album on amazon.,contingency,because,mid,i only do because i saw the album on amazon.,I love that band. I didn't know that about them.
so do i ,now she has a new one called essential.,comparison,but,mid,so do i but now she has a new one called essential.,I have that album.
"drake is huge now, ",i think he is garbage,comparison,but,mid,"drake is huge now, but i think he is garbage","I know, rap music sucks now"
"He has usually been able to get really great, talented singers.",the don't stay too long?,comparison,but,begin,but the don't stay too long?,"Yes, that's true.  And most of them are amazing!  He has usually been able to get really great, talented singers."
he joined the band after the second album was recorded ,the first singer had already been fired.,contingency,because,mid,he was!  he joined the band after the second album was recorded because the first singer had already been fired.,"Wow, that's ridiculous!  I remember my friend said Mark Boals was his best singer."
"he starred in the music video for the single, ",the audio featured the first singer!,comparison,but,mid,"yep.  he starred in the music video for the single, but the audio featured the first singer!","Wow, that's crazy!"
"she seems fun, but ditsy.",", what about her music?",comparison,but,begin,"she seems fun, but ditsy. but, what about her music?",I think she'd be fun at parties.
"yes, but as we've established, you have awful taste ",can't tell when someone is out of tune or not.,expansion,and,mid,"yes, but as we've established, you have awful taste and can't tell when someone is out of tune or not.",I thought she sounded good.
"no one could replace freddy, ","adam does well, i think.",comparison,but,mid,"no one could replace freddy, but adam does well, i think.",What do you think of Adam Lambert as their lead?
i've heard of her ,i don't think i've listened to any of her songs.,comparison,but,mid,lorde? i've heard of her but i don't think i've listened to any of her songs.,"Eh, about the same. Just listening to some Lorde."
"i love stevie nicks too, ",it's hard to compare different styles and genres.,comparison,but,mid,"good! i love stevie nicks too, but it's hard to compare different styles and genres.","Well, if you say she's really that good, then I'll give her a listen."
"she developed this sophisticated voice, ",she was a prairie girl from north dakota.,comparison,but,mid,"she developed this sophisticated voice, but she was a prairie girl from north dakota.",And her?
"it's music, ",of course they're playing together.,contingency,so,mid,"yeah? i don't understand you. it's music, so of course they're playing together.",It's because they're playing together.
"i dont like taylor swift that much, ","i love miranda lamberts song, kerosene.",comparison,but,mid,"i dont like taylor swift that much, but i love miranda lamberts song, kerosene.","He's pretty good, I like Taylor Swift and Miranda lambert."
"no he doesn't, ",he's one of the best new artists.,comparison,but,mid,"no he doesn't, but he's one of the best new artists.",Yea he doesn't look like he sings country.
"it was ok, ",its a little overplayed.,comparison,but,mid,"it was ok, but its a little overplayed.",Did you like that Justin Timberlake song from Trolls?
"i try, ",she is insistent.,comparison,but,mid,"i try, but she is insistent.",I've seen her. Maybe you should expose her to some other music.
"that is very true, ",the have good beats.,comparison,but,mid,"that is very true, but the have good beats.",Now they have no talent.
"i told you, ",you never believed me.,comparison,but,mid,"i told you, but you never believed me.",That was you?
i like it ,it varies and has many different forms.,contingency,because,mid,i like it because it varies and has many different forms.,Why do you like hip hop?
"no, he actually started in the seventies, ",got popular later on.,comparison,but,mid,"no, he actually started in the seventies, but got popular later on.","Yea since the eightees, right?"
yes and vip tickets ,we really enjoyed it.,contingency,so,mid,yes and vip tickets so we really enjoyed it.,Did you have good seats?
"last i heard was 2016, ",haven't heard anything since!,comparison,but,mid,"no idea.  last i heard was 2016, but haven't heard anything since!",When is their next album coming out?
i've never had someone take it as a throwaway class ,they always fail.,contingency,because,mid,i've never had someone take it as a throwaway class because they always fail. you can't wing this class.,"Oh, right, the throwaway class."
i took music appreciation ,didn't really do any work and got a c.,comparison,but,mid,i took music appreciation but didn't really do any work and got a c.,You really should study music more. It's a pretty simple concept.
"i don't, ",the book looked good.,comparison,but,mid,"i don't, but the book looked good.",I didn't know you liked him.
"johnson's good too, ",scott was classic!,comparison,but,mid,"oh definitely bon scott! johnson's good too, but scott was classic!",They're one of mine too. Johnson or Scott?
"good song, ",he's goofy and nowhere near as good as scott or johnson!,comparison,but,mid,"good song, but he's goofy and nowhere near as good as scott or johnson!",I just found one for a song called Can I Sit Next To You Girl!
my brother gave me the impression they just had cool makeup ,were generic rock n' roll.,comparison,but,mid,my brother gave me the impression they just had cool makeup but were generic rock n' roll.,How so? Hmm.
"he has some slow stuff that's alright, ",i liked these best.,comparison,but,mid,"well, they are the most rock. he has some slow stuff that's alright, but i liked these best.","Ok, are those the best on the album?"
i've heard a lot about them ,haven't listened to them much.,comparison,but,mid,i've heard a lot about them but haven't listened to them much. what made them so good?,"Yes, I just saw Twenty One Pilots a couple weeks ago."
"it has to be heard to understand, ",i'll try.,comparison,but,mid,"it has to be heard to understand, but i'll try. they incorporate a lot of things from different genres but they're mostly pop-punk,",Wow! That is definitely unique. Could you describe their music to me?
they incorporate a lot of things from different genres ,"they're mostly pop-punk,",comparison,but,mid,"it has to be heard to understand, but i'll try. they incorporate a lot of things from different genres but they're mostly pop-punk,",Wow! That is definitely unique. Could you describe their music to me?
"there's that extra layer of meaning if you can relate to it, ",pretty much every song is still relatable even if you aren't religious.,comparison,but,mid,"not at all! there's that extra layer of meaning if you can relate to it, but pretty much every song is still relatable even if you aren't religious.","Okay! I've heard that they're Christian, would I not get a lot out of their lyrics if I'm not?"
they're really just that unique ,not in an off-putting way.,comparison,but,mid,"oh, yes. they're really just that unique but not in an off-putting way.",Really? Are they that popular?
They are amazing.,who's your favorite rapper?,contingency,so,begin,so who's your favorite rapper?,You're welcome! They are amazing.
haha i know!,she's in for sure!,contingency,so,begin,haha i know! so she's in for sure!,"Yeah, she went to the Adam Lambert tour about 10 time!"
"oh okay, ",like bluegrass and country?,contingency,so,mid,"oh okay, so like bluegrass and country?",Tennessee.
"i mean, i like carrie underwood obviously ",other than that....,comparison,but,mid,"the vibe in general. i mean, i like carrie underwood obviously but other than that....",Like the voices?
