arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"we saw them in va beach, ",they play all over the country.,comparison,but,mid,"we saw them in va beach, but they play all over the country.",That's cool. Where do they play?
"yeah, ajj actually stands for andrew jackson jihad.",they decided to be more politically correct.,comparison,but,begin,"yeah, ajj actually stands for andrew jackson jihad. but they decided to be more politically correct.",That's an interesting name for a band...
he had a huge book ,really they are interpretations of others songs.,comparison,but,mid,he had a huge book but really they are interpretations of others songs. what is your favorite?,he did have enough hits for two or three lifetimes.
i used to really like country music.,lately it just doesn't feel the same.,comparison,but,begin,i used to really like country music. but lately it just doesn't feel the same.,"sorry, at least his music lives on."
His song Try Not to Look so Pretty was one of my favourites.,that was so long ago.,comparison,but,begin,but that was so long ago.,"Yes, Dwight Yoakum was fantastic. His song Try Not to Look so Pretty was one of my favourites."
"i liked him too, ","only his earlier stuff, he got weird after awhile.",comparison,but,mid,"i liked him too, but only his earlier stuff, he got weird after awhile.",It was. I also really liked Gary Allen.
"and their solo stuff, ",now i prefer his acting over his music.,comparison,but,mid,"me too. and their solo stuff, but now i prefer his acting over his music.",It is terrible! I used to love their songs together.
"it sounds like a lot of modern rap, ",there's definitely a quirky and sort of nerdy personality in his lyrics.,comparison,but,mid,"it sounds like a lot of modern rap, but there's definitely a quirky and sort of nerdy personality in his lyrics.","Oh, that's cool. He's pretty funny on ""Community."" What's his music like?"
"it seems like so much music on the radio right now is catchy, ",pretty dumb when you get down to it.,comparison,but,mid,"that's impressive. it seems like so much music on the radio right now is catchy, but pretty dumb when you get down to it.","Well, he never really loses the complexity and subtlety when he's going in that direction. Even the radio hits are still appealing on many different levels."
"sometimes it seems like you can't have music that's both catchy and smart, ",i think childish gambino manages to pull it off.,comparison,but,mid,"i agree! sometimes it seems like you can't have music that's both catchy and smart, but i think childish gambino manages to pull it off.","That's impressive. It seems like so much music on the radio right now is catchy, but pretty dumb when you get down to it."
sometimes it seems like you can't have music that's both catchy ,"smart, but i think childish gambino manages to pull it off.",expansion,and,mid,"i agree! sometimes it seems like you can't have music that's both catchy and smart, but i think childish gambino manages to pull it off.","That's impressive. It seems like so much music on the radio right now is catchy, but pretty dumb when you get down to it."
"it is, ",i memorized it all.,comparison,but,mid,"it is, but i memorized it all. i can't sing burn without bursting into tears.",Even Act 2? Act 2 is so tragic!
"he was brilliant, ",what about daveed diggs?,comparison,but,mid,"he was brilliant, but what about daveed diggs?",The one that gets me is One Last Time. Christopher Jackson's George Washington was so comforting and noble.
"when he sings, ""","we'll never be truly free, until those in bondage have the same rights as you and me.""",comparison,but,mid,"when he sings, ""but we'll never be truly free, until those in bondage have the same rights as you and me.""",He was so brave to fight for that cause when so many people around him were against it.
"we have got to be around the same age to remember them, ","the cure, big country, and the great dance club hits.",expansion,and,mid,"i do too. we have got to be around the same age to remember them, and the cure, big country, and the great dance club hits.","I do. It was the music of my formative years, and I still listen to it."
"i saw so many shows there, and a lot of the big names, like, men at work, legendary pink dots, echo ","the bunnymen, nina hagen, toad the wet sprocket and many others i can't remember",expansion,and,mid,"i saw so many shows there, and a lot of the big names, like, men at work, legendary pink dots, echo and the bunnymen, nina hagen, toad the wet sprocket and many others i can't remember","I know that venue, they hosted a lot of great concerts in the 80's."
"i don't think i've seen that many, ","i did have front row for flock of seagulls, and managed to catch squeeze when i was on a trip to england.",comparison,but,mid,"wow. i don't think i've seen that many, but i did have front row for flock of seagulls, and managed to catch squeeze when i was on a trip to england.","I saw so many shows there, and a lot of the big names, like, Men at Work, Legendary Pink Dots, Echo and the Bunnymen, Nina Hagen, Toad the Wet Sprocket and many others I can't remember"
"i don't think i've seen that many, but i did have front row for flock of seagulls, ",managed to catch squeeze when i was on a trip to england.,expansion,and,mid,"wow. i don't think i've seen that many, but i did have front row for flock of seagulls, and managed to catch squeeze when i was on a trip to england.","I saw so many shows there, and a lot of the big names, like, Men at Work, Legendary Pink Dots, Echo and the Bunnymen, Nina Hagen, Toad the Wet Sprocket and many others I can't remember"
"check out the song ex-girlfriend, ",be sure to watch the music video!,comparison,but,mid,"check out the song ex-girlfriend, but be sure to watch the music video!",What should I listen to first?
ya it is hard ,once the public views you one way very hard to change that molded vision.,contingency,because,mid,ya it is hard because once the public views you one way very hard to change that molded vision.,True. I think they may have helped her be accepted as both singer and actor.
i enjoy some of her work ,i don't fully buy her as a pop singer.,comparison,but,mid,i enjoy some of her work but i don't fully buy her as a pop singer.,Ya I was surprised to learn she sang most girls.
yes it's been out for a little while ,it's still a great song.,comparison,but,mid,yes it's been out for a little while but it's still a great song.  my kids love singing it.,"Oh yeah, that came out about a year ago didn't it?"
i wanna say it was 2011 ,it's been a little while.,contingency,so,mid,i wanna say it was 2011 so it's been a little while.,"Oh yeah, he had so many hits on that one.  It came out pretty recently didn't it?"
"it was a dumb song, ",also it was great.,comparison,but,mid,"it was a dumb song, but also it was great. everything about it was perfect 90's.","Oh, man! Better than Ezra. Good? I used to blast that song. So dumb."
"i'm not sure, i listen to all kinds of music.",i'd have to say tycho,comparison,but,begin,"i'm not sure, i listen to all kinds of music. but i'd have to say tycho",Who's your favorite artist of all time?
"you probably haven't heard of him, ","he's an indie rock, chill electronic guy.",comparison,but,mid,"you probably haven't heard of him, but he's an indie rock, chill electronic guy.",Who's tycho?
it's really relaxing ,has a certain pace to it.,comparison,but,mid,"it's mellow guitar, electronic ambient sounds. it's really relaxing but has a certain pace to it.",What's his music like?
"i like that one off their black album, ","for their older work, i like one the best.",comparison,but,mid,"i like that one off their black album, but for their older work, i like one the best.",Really? I would have thought you would have said the unforgiven.
"after a really long guitar solo, the lyrics say that another docotr comes in to have a look ","tells them it is not a eye spasm, but morse code.",expansion,and,mid,"after a really long guitar solo, the lyrics say that another docotr comes in to have a look and tells them it is not a eye spasm, but morse code.","wow, thats some powerful stuff."
"i just got chills, ",it makes you listen to the song in a whole new light.,comparison,but,mid,"i just got chills, but it makes you listen to the song in a whole new light.","Kill me, please kill me... over and over."
"very true, ",its not the same as the boy band days.,comparison,but,mid,"very true, but its not the same as the boy band days.","Me too, well at least we still have Justin Timberlake."
"it is, ",her music is all dreamy and beautiful and it's easy to forget sometimes that they are kind of tragic.,comparison,but,mid,"it is, but her music is all dreamy and beautiful and it's easy to forget sometimes that they are kind of tragic.","Isn't that kind of Lana's style though, pretty but sad?"
it is.,is that a bad thing?,comparison,but,begin,it is. but is that a bad thing?,The whole song is like a love letter to this rose-coloured version of Hollywood and music history.
she often explores dark things ,with that dreamy pretty quality that makes them seem less scary.,comparison,but,mid,that's true. she often explores dark things but with that dreamy pretty quality that makes them seem less scary.,"No, because since it's Lana del Rey, it comes across as more subversive than if it were a more conventional pop star."
"yes she was born to very wealthy parents in tokyo, japan ",after the was they fell onto harder times.,comparison,but,mid,"yes she was born to very wealthy parents in tokyo, japan but after the was they fell onto harder times.",Really?
she is still doing art and music today ,she is not out in front of the public much at all.,comparison,although,mid,she is still doing art and music today although she is not out in front of the public much at all.,Me either.
"""little miss muffet sat on a tuffet, eating her curds ","whey; along came a spider and sat down beside her.....she threw it out the window!!!""",expansion,and,mid,"""little miss muffet sat on a tuffet, eating her curds and whey; along came a spider and sat down beside her.....she threw it out the window!!!""",Do another!
"""little miss muffet sat on a tuffet, eating her curds and whey; along came a spider ","sat down beside her.....she threw it out the window!!!""",expansion,and,mid,"""little miss muffet sat on a tuffet, eating her curds and whey; along came a spider and sat down beside her.....she threw it out the window!!!""",Do another!
