arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"i like rock too, ",i have a thing for 80's music.,comparison,but,mid,"i like rock too, but i have a thing for 80's music.",I like rock the best.  Classic Rock.  How about you?
i like that one too ,i like some of the fast songs like burning like a flame.,comparison,but,mid,i like that one too but i like some of the fast songs like burning like a flame.,"I like that song of theirs, Alone Again."
my mom used to think i was into bad things ,i had the shout at the devil album.,contingency,because,mid,my mom used to think i was into bad things because i had the shout at the devil album.,I am so jealous.  I love that song Kickstart My Heart.
"he is probably delusional about himself, ",most of his songs are just mediocre stuff.,contingency,because,mid,"he is probably delusional about himself, because most of his songs are just mediocre stuff.",Only a god can do that. And that is what he considers himself to be.
oh yes i totally remember that.,i think kanye deserves to be called that.,comparison,but,begin,oh yes i totally remember that. but i think kanye deserves to be called that.,"I totally agree, Reminds me when our previous president called him something he would never call anyone."
"well, you can't say they get along with each other just ",they met for one time.,contingency,because,mid,"well, you can't say they get along with each other just because they met for one time.","Yes, it is rare to see two people with god complex getting along with each other."
"some of the songs, yes.",i really love some of the more recent musicals.,comparison,but,begin,"some of the songs, yes. but i really love some of the more recent musicals.","Oh, are you a fan of Phantom of the Opera?"
i like them too ,now they are only fourth harmony.,comparison,but,mid,i like them too but now they are only fourth harmony.,I love Fifth Harmony.
i just want to make me dance ,i kind of want to next time i go for a run.,comparison,but,mid,i haven't. i just want to make me dance but i kind of want to next time i go for a run.,Do you ever listen to it when running?
"i used to listen to a lot of edm when i run, ",since the edm station went off the air i don't know any songs.,comparison,but,mid,"i used to listen to a lot of edm when i run, but since the edm station went off the air i don't know any songs.",Sometimes!
"me neither, ",some of the country singers are pretty cute!,comparison,but,mid,"me neither, but some of the country singers are pretty cute!","I know, I don't even have a single friend that listens to country music!"
"she doesn't write her own music, ",she's at the mercy of her team.,contingency,so,mid,"she doesn't write her own music, so she's at the mercy of her team.","Well, I think she's a bit boring."
i like lots of different kinds of music ,that one song is a favorite of mine at the moment.,comparison,but,mid,i like lots of different kinds of music but that one song is a favorite of mine at the moment.,That sounds pretty great!
i like a few songs from today ,really like older music too.,comparison,but,mid,right! i like a few songs from today but really like older music too.,Yes! So you get a good taste of everything there is.
"chris looks like an old sailor in it, ",its a great track.,comparison,but,mid,"me too. chris looks like an old sailor in it, but its a great track.",I just watched the video for Sunburns the other day. I really like that video.
i can't help ,"like the older country hits, too, though.",comparison,but,mid,"i know!  i can't help but like the older country hits, too, though.","He just has a great voice overall, and his lyrics are always so catchy."
"i have heard of him, ",i do not know his music.,comparison,but,mid,"i have heard of him, but i do not know his music.",Machine Gun Kelly is his name.
"it resembles a guitar, ",has a unique sound.,comparison,but,mid,"it's this interesting looking instrument. it resembles a guitar, but has a unique sound.",What's a sitar?
"not only can she sing, ",she plays piano and guitar.,comparison,but,mid,"not only can she sing, but she plays piano and guitar.","Oh yeah, that's a good one... real mellow sound."
"yeah, jazz and blues, his father had some influence on that ","i think it was the marsalis brothers, wynton and branford, that arranged it.",comparison,but,mid,"yeah, jazz and blues, his father had some influence on that but i think it was the marsalis brothers, wynton and branford, that arranged it.",I remember Mo' Better Blues.  That was kind of jazzy.
"there was a lot of 1970's soul in that film, ",it took place in the 70's.,contingency,because,mid,"i was thinking of crooklyn, especially.  there was a lot of 1970's soul in that film, because it took place in the 70's.",I don't remember the songs.
"i'm sure they would, ",i've always thought she sounded awful live.,comparison,but,mid,"i'm sure they would, but i've always thought she sounded awful live.",Really? I think millions of people would say differently!
"well, she was always more of a pop country artist, ",i think her album red really started getting away from country.,comparison,but,mid,"well, she was always more of a pop country artist, but i think her album red really started getting away from country.",When did she make the crossover from country to pop?
"i don't know, ","i know she identified her latest album, 1989, as a true pop album.",comparison,but,mid,"i don't know, but i know she identified her latest album, 1989, as a true pop album.",I see. Did she ever officially say she was no longer a country artist.
"i know, ",i guess her subject matter lends itself better to pop anyway.,comparison,but,mid,"i know, but i guess her subject matter lends itself better to pop anyway.",It's too bad that she went away from her country roots.
"i remember that one, ",i didn't think it was by rick springfield.,comparison,but,mid,"oh, yes.  i remember that one, but i didn't think it was by rick springfield.",Do you remember a song called Human Touch?
he's older ,he still sounds great.,comparison,but,mid,"yes, he does.  he's older but he still sounds great.",He still performs now?
i hate it when i see somebody from the 80's ,their voice sounds different.,comparison,but,mid,that is great.  i hate it when i see somebody from the 80's but their voice sounds different.,"Yes, he does.  He's older but he still sounds great."
"rick springfield's voice is bit rougher than it was in the past, ",it makes his sound interesting.,comparison,but,mid,"rick springfield's voice is bit rougher than it was in the past, but it makes his sound interesting.",That is great.  I hate it when I see somebody from the 80's but their voice sounds different.
i saw him at the arkansas state fair last year.,"that, i saw him in atlanta several times, and i saw him first in little rock in the 80's.",temporal,before,begin,"i saw him at the arkansas state fair last year.  before that, i saw him in atlanta several times, and i saw him first in little rock in the 80's.  i also saw him in las vegas.",When did you see him in concert?
"well alot of their songs deal with soliders, and i can see that, ",it applies to others as well.,comparison,but,mid,"well alot of their songs deal with soliders, and i can see that, but it applies to others as well.",What do you mean?
"biker clubs around here are known to listen to hard rock music, and i can visualize someone trying to do good ",that is no angel.,comparison,but,mid,"biker clubs around here are known to listen to hard rock music, and i can visualize someone trying to do good but that is no angel.",Really? how so?
"biker clubs around here are known to listen to hard rock music, ",i can visualize someone trying to do good but that is no angel.,expansion,and,mid,"biker clubs around here are known to listen to hard rock music, and i can visualize someone trying to do good but that is no angel.",Really? how so?
"you mean, like raising money for school kids, ",still in the biker life?,comparison,but,mid,"you mean, like raising money for school kids, but still in the biker life?","Biker clubs around here are known to listen to hard rock music, and I can visualize someone trying to do good but that is no angel."
"actually they all sang, ",paul mccartney and john lennon sang the most.,comparison,but,mid,"actually they all sang, but paul mccartney and john lennon sang the most.",Who is their lead singer?
"mostly country, ",i like just about all kinds of music.,comparison,but,mid,"mostly country, but i like just about all kinds of music.",What kind of mucis do you listen to?
"george straight, ",alan jackson is a close second.,comparison,but,mid,"george straight, but alan jackson is a close second.",Who is your favorite country singer?
"i agree, ",i also think it's a new style and we should have open minds.,comparison,but,mid,"i agree, but i also think it's a new style and we should have open minds.",Eww why? It sounds like they are mumbling and I can't understand anything.
"well no, ",styles change and adapt.,comparison,but,mid,"well no, but styles change and adapt.",Fine. Does that sound like anything he does now?
"because the whole game was changing at the time, ",he adjusted to it.,contingency,so,mid,"because the whole game was changing at the time, so he adjusted to it.",Why did it change though?
a lot of my favorites.,tool also played which was weird.,comparison,but,begin,a lot of my favorites. but tool also played which was weird.,Awesome. Who played?
"i have never been a big fan, ",i also have never given it a chance.,comparison,but,mid,"maybe i should do that. i have never been a big fan, but i also have never given it a chance.",I just started to really listen to it and give it a chance and like what I heard.
"not just that, ",they're the composers who wrote our first textbooks and taught our first generation of true professional music researchers.,comparison,but,mid,"not just that, but they're the composers who wrote our first textbooks and taught our first generation of true professional music researchers.",So they brought their music?
"sort of electronica, ",with classic music interwoven.,comparison,but,mid,"sort of electronica, but with classic music interwoven.","Sound a bit familiar, what kind of stuff does she do?"
