arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"the scythe, hands down, ",they have some really good songs.,comparison,but,mid,"the scythe, hands down, but they have some really good songs.","That's new... It could be interesting, what's your favorite album?"
"well, the scythe of course, ",have you heard skywards yet?,comparison,but,mid,"well, the scythe of course, but have you heard skywards yet?",Oh? Like?
I can't get enough of them.,of the music?,contingency,because,begin,because of the music?,"When in doubt, they have stuff on youtube. I can't get enough of them."
"they have been making music for longer than just the 90s, ",they were definitely most popular then.,comparison,but,mid,"they have been making music for longer than just the 90s, but they were definitely most popular then.","Sure, they're that 90s band, right?"
it's a band i really used to like when i was younger.,it's been a while since i've listened to them.,comparison,but,begin,it's a band i really used to like when i was younger. but it's been a while since i've listened to them.,I've heard some of their music. Why do you ask?
"i can see why you'd be a bit apprehensive, though.",that kind of thing can become a bad thing very easily.,contingency,because,begin,"i can see why you'd be a bit apprehensive, though. because that kind of thing can become a bad thing very easily.","For sure. They made a lot of jokes and said goofy, absurd stuff in their songs."
"no, we were given this song title, ",we gotta use this with what we have for our dance materials.,contingency,so,mid,"no, we were given this song title, so we gotta use this with what we have for our dance materials.","And what, we can't change it up a bit?"
i have heard it ,i do not know the title.,comparison,but,mid,i have heard it but i do not know the title.,I like that one too. What about his newest hit?
i like that one too ,i think it is called something else.,comparison,but,mid,i like that one too but i think it is called something else.,That's what I like?
i like that ,no its not that one.,comparison,but,mid,i like that but no its not that one.,The Lazy song?
"you might think so, ",it personally helps me focus.,comparison,but,mid,"you might think so, but it personally helps me focus. i only listen to underground music.",It seems music might seem distracting for certain games.
"there are not really words, ",it might give you an energy boost while you play.,comparison,but,mid,"try aphex twin. there are not really words, but it might give you an energy boost while you play.",I wonder if I just haven't found the right gaming music.
"i have bought some cds at thrift stores, ",most of the music i own is torrented.,comparison,but,mid,"i have bought some cds at thrift stores, but most of the music i own is torrented.",What do you mean?
I really like Jonny Greenwood's film music as well.,if you are not a fan of the singing then they are never going to be a band that you love.,comparison,but,begin,but if you are not a fan of the singing then they are never going to be a band that you love.,But then I quite like some of their music. I really like Jonny Greenwood's film music as well.
"i suppose that's true, all my friends are smiths fans ",i could never stand morrissey's voice.,comparison,but,mid,"i suppose that's true, all my friends are smiths fans but i could never stand morrissey's voice.",But if you are not a fan of the singing then they are never going to be a band that you love.
"i'm the same way with the doors, the music can be great ",then he starts crooning his terrible lyrics and i have to switch it off.,comparison,but,mid,"i'm the same way with the doors, the music can be great but then he starts crooning his terrible lyrics and i have to switch it off.","I suppose that's true, all my friends are Smiths fans but I could never stand Morrissey's voice."
then again there are singers that i'm not fond of ,i got used to over the years.,comparison,but,mid,luckily i've never seen that. then again there are singers that i'm not fond of but i got used to over the years.,"Exactly! That was the only film I ever walked out of the cinema during, the Oliver Stone one."
well you just adjust your ears over time.,i couldn't stand bjork when i first heard her.,expansion,for example,begin,well you just adjust your ears over time. for example i couldn't stand bjork when i first heard her.,"Really? I can't imagine putting myself through that, sounds too much like homework."
"oh i get that, i enjoyed the sugarcubes ",i've found most of her solo stuff impenetrable..,comparison,but,mid,"oh i get that, i enjoyed the sugarcubes but i've found most of her solo stuff impenetrable..",Well you just adjust your ears over time. For example I couldn't stand Bjork when I first heard her.
"i remember that, ",she still makes great music.,comparison,but,mid,"i remember that, but she still makes great music.",She went crazy after all that fame.
yes that is a great song ,her song crazy is my favorite!,comparison,but,mid,yes that is a great song but her song crazy is my favorite!,Mine too!  I love the song Lucky!
