arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"i know her song dirty and beautiful, ",that's about it.,comparison,but,mid,"i don't know much of her stuff. i know her song dirty and beautiful, but that's about it.",Mostly pop. Do you like Christina Aguilera?
"i don't have glory, ","i have britney jean, britney the remixes, and circus.",comparison,but,mid,"i don't have glory, but i have britney jean, britney the remixes, and circus.","I do! I actually have them all, even Glory which is her newest one."
"well, i wasn't expecting that answer, ",i can see why you like it.,comparison,but,mid,"well, i wasn't expecting that answer, but i can see why you like it.",All Sons and Daughters.
"it's really different stuff, sort of between alternative rock and pop, ",they're really fun to listen to.,comparison,but,mid,"they're fantastic. i can lend you their album. it's really different stuff, sort of between alternative rock and pop, but they're really fun to listen to.","Oh, Animal, I've heard that song! Are they good?"
i like some of her songs ,they're fun.,contingency,because,mid,that meghan trainor girl seems to have a really good voice as well. i like some of her songs because they're fun.,You can say that again. That woman's got some pipes on her.
"i agree, i had a chance to listen to our whole album ",a lot of the songs on there really fun and made you want to dance,expansion,and,mid,"i agree, i had a chance to listen to our whole album and a lot of the songs on there really fun and made you want to dance",That Meghan Trainor girl seems to have a really good voice as well. I like some of her songs because they're fun.
i think she has a decent voice ,i deathly think there's a lot of help behind it.,comparison,but,mid,not a huge fan there. i think she has a decent voice but i deathly think there's a lot of help behind it.,What about someone like Reanna.
"she was like, she didn't get accepted by the black community ",she doesn't appear to be fully black.,contingency,because,mid,"she was like, she didn't get accepted by the black community because she doesn't appear to be fully black.","Ah, yes, her! What did she say?"
"i know she's a trained dancer, ",her voice is really nice actually.,comparison,but,mid,"i know she's a trained dancer, but her voice is really nice actually.",Oh yeah? How so?
"the newer stuff is alright, ",nothing like the old music they did.,comparison,but,mid,"the newer stuff is alright, but nothing like the old music they did.","I really like the older stuff they did, I have not heard any of their newer music though."
"as do i, ",if i had to pick one it would be metallica.,comparison,but,mid,"as do i, but if i had to pick one it would be metallica.",I like songs from both groups.
"i think you are right, ",i could of sworn i heard something about them doing a tour.,comparison,although,mid,"i think you are right, although i could of sworn i heard something about them doing a tour.",I do not think ACDC makes music anymore.
"well, i love guitar, ",the sweet sound of the mandolin is great.,comparison,but,mid,"well, i love guitar, but the sweet sound of the mandolin is great.",What is your favorite instrument?
yeah touring was the only way some of these bands made money ,the record companies kept most of the royalties.,contingency,because,mid,yeah touring was the only way some of these bands made money because the record companies kept most of the royalties.,Really?
their music was legendary for sure.,beyond the music they took pride in their craft.,comparison,but,begin,their music was legendary for sure.  but beyond the music they took pride in their craft.,Yes they were both so talented.
"yeah, i can't remember the story ",he was convinced by someone to release the song and it didn't become famous until jeff buckley covered it.,comparison,but,mid,"yeah, i can't remember the story but he was convinced by someone to release the song and it didn't become famous until jeff buckley covered it.",Really? That would have been a lost.
it's weird ,i don't think the song is about religion.,contingency,because,mid,it's weird because i don't think the song is about religion.,"Yeah, I can't remember the story but he was convinced by someone to release the song and it didn't become famous until Jeff Buckley covered it."
"i suppose so, ",can you guess what it was about?,comparison,but,mid,"i suppose so, but can you guess what it was about?",But do you say so?
"i'm sorry, ",the includes the best singer and the best rapper of that decade.,comparison,but,mid,"i'm sorry, but the includes the best singer and the best rapper of that decade. also, it's my go to karaoke song.","With all due respect, that's such a conventional choice."
"his music could be very dirty, ",no one had a better understanding of music that could play in the club than him.,comparison,but,mid,"his music could be very dirty, but no one had a better understanding of music that could play in the club than him.",It's hard to argue with that. I am a huge fan of Lil Jon and find him to be one of the most talented hip hop producers of that period.
"however, missy elliot was able to make such good dance music ",she had timbaland as her producer.,contingency,because,mid,"that assessment seems fair. however, missy elliot was able to make such good dance music because she had timbaland as her producer.","Don't make me pick between the two! While I think Nicki Minaj is probably the better rapper, Missy Elliot was way better at making dance music."
"that was a great album, ",i still prefer gwen stefani's album love.,comparison,but,mid,"that was a great album, but i still prefer gwen stefani's album love. angel. music. baby.","I didn't mind that at all. The played a pivotal role in making FutureSex/LoveSounds, which is my favorite pop album of the decade."
"that's a good album, ",i heard hollaback girl way too much to ever want to listen to it again.,comparison,but,mid,"that's a good album, but i heard hollaback girl way too much to ever want to listen to it again.","That was a great album, but I still prefer Gwen Stefani's album Love. Angel. Music. Baby."
she was like... huddling in a corner of her room ,her dad was scary or something?,contingency,because,mid,oh i remember the music video for that one. she was like... huddling in a corner of her room because her dad was scary or something?,"No, no. Confessions of a Broken Heart."
I don't want to call him a one hit wonder.,it's starting to look that way.,comparison,but,begin,but it's starting to look that way.  although there were many good songs on one album.,Tell me about it.  I don't want to call him a one hit wonder.
but it's starting to look that way.,there were many good songs on one album.,comparison,although,begin,but it's starting to look that way.  although there were many good songs on one album.,Tell me about it.  I don't want to call him a one hit wonder.
"yeah, a much harder sound for sure, ",enjoyable once you get used to it.,comparison,but,mid,"yeah, a much harder sound for sure, but enjoyable once you get used to it.","Heavy metal came around in the 90's like AC/DC, Metallic and others."
me too.,after a year or two i came to really appreciate their talents.,comparison,but,begin,me too. but after a year or two i came to really appreciate their talents.,"Yeah, my sons started listening to Green Day and Nirvana, etc and I hated at first."
"because they are talented showmen, ",lack instrumental skills.,comparison,but,mid,"because they are talented showmen, but lack instrumental skills.",Why is that?
"i suspect the music will come full circle in the next 50 years or so, ",i'm not sure.,comparison,but,mid,"i suspect the music will come full circle in the next 50 years or so, but  i'm not sure.","Hmmm....interesting, I wish I knew why that was."
certainly pop has gotten more popular ,"of all the coverage on mtv, award shows, etc.",contingency,because,mid,"certainly pop has gotten more popular because of all the coverage on mtv, award shows, etc.","I suspect the music will come full circle in the next 50 years or so, but  I'm not sure."
the rockers are having to still play to make a living ,the music indusrty has been dramatically ltered.,contingency,because,mid,the rockers are having to still play to make a living because the music indusrty has been dramatically ltered.,"Certainly pop has gotten more popular because of all the coverage on MTV, award shows, etc."
he has a raspy and gruff voice ,it is not the normal screaming in some of the other hard rock bands.,comparison,but,mid,he has a raspy and gruff voice but it is not the normal screaming in some of the other hard rock bands.,What kind of voice does he have?
my parents let me listen to nysnc ,not spice girls.,comparison,but,mid,my parents let me listen to nysnc but not spice girls.,"Sure, but he's so dreamy."
i feel old ,i can barely remember it.,comparison,but,mid,nineties music was the best. i feel old but i can barely remember it.,"Sure, his name is Aaron. He did some song about candy that was popular, I think."
"i do like that, ",i do not understand what they are saying.,comparison,although,mid,"i do like that, although i do not understand what they are saying.","Yes, that song."
"same here, ","like you, i like the instrumental part of it.",comparison,but,mid,"same here, but like you, i like the instrumental part of it.","I do like that, although I do not understand what they are saying."
"i have been known to listen to some, ",i like the way it sounds.,contingency,because,mid,"i have been known to listen to some, because i like the way it sounds.","What about you, do you listen to foreign music?"
"if you like metal, or if you like classical music, ","both, you'd probably find at least some of their stuff enjoyable.",expansion,or,mid,"definitely. if you like metal, or if you like classical music, or both, you'd probably find at least some of their stuff enjoyable.",We should listen to them together!
"no, i don't think so.",she's getting to be more well known.,comparison,but,begin,"no, i don't think so. but she's getting to be more well known.",Oh. I think maybe I've heard of her. Is she really popular?
"drowning is probably her most popular, ",gemini feed is the latest one.,comparison,but,mid,"drowning is probably her most popular, but gemini feed is the latest one. it's pretty popular, too.","Well, what's one of her songs?"
"it's less sophisticated than the altar, ",it's so good.,comparison,but,mid,"both! but, seriously. i think you should start with goddess. it's less sophisticated than the altar, but it's so good.",Which one would you recommend?
and you should listen to it a lot ,you try the new one.,temporal,before,mid,"yes, do. and you should listen to it a lot before you try the new one. don't worry. you'll be addicted.","Oh, I understand. I'll buy Goddess and let you know what I think."
"aww, thanks.","you already knew about banks, silly.",comparison,but,begin,"aww, thanks. but you already knew about banks, silly. you just forgot about her.",You're always so great for new music.
"mostly in japanese, ",with some english in it.,comparison,but,mid,"mostly in japanese, but with some english in it.",Do they sing in Japanese or English?
"i wouldn't go that far, ","i would say that i'd rather focus on the album's better songs, such as blank space, style, and wildest dreams.",comparison,but,mid,"i wouldn't go that far, but i would say that i'd rather focus on the album's better songs, such as blank space, style, and wildest dreams.",Really? I found singles like Shake it Off and Out of the Woods to be very cliche and vapid.
