arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"yes, i suppose most of the stuff i listen to is progressive rock, ",i am also pretty eclectic in my tastes as well.,comparison,but,mid,"yes, i suppose most of the stuff i listen to is progressive rock, but i am also pretty eclectic in my tastes as well.",If you mean stuff like Pink Floyd and Emerson Lake and Palmer then yes. Is that your favorite kind of music?
"there are a ton of progressive rock bands, ",people don't tend to know about them because they don't get played on the radio as much.,comparison,but,mid,"there are a ton of progressive rock bands, but people don't tend to know about them because they don't get played on the radio as much.",I'm always on the lookout for some new stuff to listen to. What other progressive rock bands are there?
"there are a ton of progressive rock bands, but people don't tend to know about them ",they don't get played on the radio as much.,contingency,because,mid,"there are a ton of progressive rock bands, but people don't tend to know about them because they don't get played on the radio as much.",I'm always on the lookout for some new stuff to listen to. What other progressive rock bands are there?
"i like to find obscure groups that are very good, ",not well known.,comparison,although,mid,"i get sick of hearing the same hit songs over and over. i like to find obscure groups that are very good, although not well known.","Right, although their music is very creative and even sophistocated. I think it takes a more seasoned musical taste to appreciate it."
"yeah, finally, ","now they're singing that one from ""moana.""",comparison,but,mid,"yeah, finally, but now they're singing that one from ""moana.""","So have your kids finally gotten that ""Frozen"" song out of their heads."
"yeah, shes actually from country xyz, so she's really big over there, ","this is her first song in english, i think",comparison,but,mid,"yeah, shes actually from country xyz, so she's really big over there, but this is her first song in english, i think",She has?  I've never heard of her before.  She has other songs out?
"yeah, shes actually from country xyz, ","she's really big over there, but this is her first song in english, i think",contingency,so,mid,"yeah, shes actually from country xyz, so she's really big over there, but this is her first song in english, i think",She has?  I've never heard of her before.  She has other songs out?
i wish i know what she was saying ,i really like this song.,contingency,because,mid,i wish i know what she was saying because i really like this song.  it seems like a cool mix of styles.,remember that exchange student from last year?  He listened to her and introduced me to her.
"i think her father is from country abc and her mother is from def, ",it's an interesting mix of cultures.,contingency,so,mid,"yeah. i think her father is from country abc and her mother is from def, so it's an interesting mix of cultures.",I wish I know what she was saying because I really like this song.  it seems like a cool mix of styles.
"well, i think i read  from another interview that she grew up speaking a little english, ","she didnt really write any songs in english, so this was her first time.",comparison,but,mid,"well, i think i read  from another interview that she grew up speaking a little english, but she didnt really write any songs in english, so this was her first time.",it think it must be so hard for singer to cross over and begin singing in a completely different language
"well, i think i read  from another interview that she grew up speaking a little english, but she didnt really write any songs in english, ",this was her first time.,contingency,so,mid,"well, i think i read  from another interview that she grew up speaking a little english, but she didnt really write any songs in english, so this was her first time.",it think it must be so hard for singer to cross over and begin singing in a completely different language
"that would be really good, ","lets buy her album before we see her live, though.",comparison,but,mid,"that would be really good, but lets buy her album before we see her live, though.","i've been wanting to go to that festival, lets try to get tickets and see her live."
"that would be really good, but lets buy her album ","we see her live, though.",temporal,before,mid,"that would be really good, but lets buy her album before we see her live, though.","i've been wanting to go to that festival, lets try to get tickets and see her live."
"well, i'm only aware of it ",it was on the movie heavy metal.,contingency,because,mid,"well, i'm only aware of it because it was on the movie heavy metal.",Dunno if I've heard that one.
"uh... probably, ",i really couldn't tell you what it is.,comparison,but,mid,"uh... probably, but i really couldn't tell you what it is.  that can be a problem when you have a real popular song you're known for.","That reminds me, did they ever had a hit besides that song?"
"no, i haven't, ",my sister bought it.,comparison,but,mid,"no, i haven't, but my sister bought it.",Have you heard the new Ed Sheeran album?
"i didn't really pay attention though, ",she's a big ed sheeran fan anyway.,contingency,because,mid,"not really.  i didn't really pay attention though, because she's a big ed sheeran fan anyway.",Did she say anything else about it?
"that's a good one, ",they've got tons of other good stuff too.,comparison,but,mid,"that's a good one, but they've got tons of other good stuff too.","I've heard the song about time, I liked that one."
"some songs are like that, ",most of it is like light rock.,comparison,but,mid,"some songs are like that, but most of it is like light rock.",Don't they have some really psychedelic stuff?
"it's a real primitive song, with lots of echo and some electrical hum, ",i think it's great.,comparison,but,mid,"it's a real primitive song, with lots of echo and some electrical hum, but i think it's great.","I saw that on some Cartoon Network show about short, weird animation videos."
"he's got a couple of albums, ",he's pretty obscure.,comparison,but,mid,"he's got a couple of albums, but he's pretty obscure.",His album's selling for $100 on Amazon?! I've got to add that to my list.
i think it may be a cover ,i am not entirely sure.,comparison,but,mid,i think it may be a cover but i am not entirely sure.,I have not heard that before
it was auto tuned ,it sounded actually pretty decent.,comparison,but,mid,it was auto tuned but it sounded actually pretty decent.,No I have not
i like both actually ,i prefer old school.,comparison,but,mid,i like both actually but i prefer old school.,Kanye rap or old school?
"she died, ","she also sang 10,000 angels",comparison,but,mid,"she died, but she also sang 10,000 angels",I dont know if I've heard of her
"i think if you are a yes fan, you should check out some of the solo albums ",other spinoff albums that were done by the members of the group.,expansion,and,mid,"i think if you are a yes fan, you should check out some of the solo albums and other spinoff albums that were done by the members of the group.",I was a big fan of them also during their hayday. I've often wondered what other bands were in the same league with their creativity and ability.
"rick wakeman's journey to the center of the earth is well known, ","he did an album called no earthly connection, which is really terrific.",expansion,and,mid,"rick wakeman's journey to the center of the earth is well known, and he did an album called no earthly connection, which is really terrific.",Really? Which ones would you recommend?
"he created some great jazz-rock fusion albums, ",it bares no resemblance to the yes sound.,comparison,although,mid,"bill bruford is definitely one of the greatest drummers to ever play in a rock band. he created some great jazz-rock fusion albums, although it bares no resemblance to the yes sound.",That's nice to know. What about Bill Bruford?
"it sounds mostly like jazz, ",the instrumentation and structure is somewhat rock influenced.,comparison,but,mid,"it sounds mostly like jazz, but the instrumentation and structure is somewhat rock influenced. it seems he is primarily a jazz artist.",What do his solo albums sound like?
"i haven't gotten into jazz-rock fusion very much, ",i do like jazz and progressive rock in general.,comparison,but,mid,"i haven't gotten into jazz-rock fusion very much, but i do like jazz and progressive rock in general.","It sounds mostly like jazz, but the instrumentation and structure is somewhat rock influenced. It seems he is primarily a Jazz artist."
she's not a band ,"she was part of the british invasion, so yeah.",comparison,but,mid,"she's not a band but she was part of the british invasion, so yeah.",Does Petula Clark count?
the song is good ,i have heard better.,comparison,but,mid,the song is good but i have heard better.,What about the song?
i think they're from germany ,i'm not sure.,comparison,but,mid,"yes, it is.  i think they're from germany but i'm not sure.",Is that another European metal group?
it something done in electronic music ,on in certain parts.,comparison,but,mid,yes.  it something done in electronic music but on in certain parts.,It's like he puts it an octave higher or something.
"i can't believe it, ",we got to go to new york and march in the macy's thanksgiving parade.,comparison,but,mid,"i can't believe it, but we got to go to new york and march in the macy's thanksgiving parade.",Did you get to go anywhere interesting to play during marching band season?
"you earned your name ""the pride of west virginia"" ",we sure were proud of you guys.,contingency,because,mid,"i saw you leading it off.  you earned your name ""the pride of west virginia"" because we sure were proud of you guys.","I can't believe it, but we got to go to New York and march in the Macy's Thanksgiving Parade."
"it was a long march, ",we had a great time.,comparison,but,mid,"it was a long march, but we had a great time.  we played our usual standards.","I saw you leading it off.  You earned your name ""The Pride of West Virginia"" because we sure were proud of you guys."
"they like the current, contemporary tunes.",we don't play many of those.,comparison,but,begin,"they like the current, contemporary tunes.  but we don't play many of those.",What do you think the fans like best of the music you guys play?
i can't define one favorite ,there are some that i really like.,comparison,but,mid,i can't define one favorite but there are some that i really like.,Do you have an favorite bands?
yes i do know that ,it's one i had not thought of in a while.,comparison,but,mid,yes i do know that but it's one i had not thought of in a while.,Oh you probably know this one . Brand New Key by Melanie.
"i really like zedd , alessia cara ",it has not only good lyrics but also interesting instrumentals,contingency,because,mid,"i really like zedd , alessia cara because it has not only good lyrics but also interesting instrumentals",Who else do you like that sings pop music
That makes sense.,"i do love music, too.",comparison,but,begin,"but i do love music, too. what i love most, in fact, are comedy songs.","Oh, I see. That makes sense."
"what i love most, ",", are comedy songs.",expansion,in fact,mid,"but i do love music, too. what i love most, in fact, are comedy songs.","Oh, I see. That makes sense."
when you do let me know if you like her ,i heard she is going to las vegas in a couple months to do a small show.,contingency,because,mid,when you do let me know if you like her because i heard she is going to las vegas in a couple months to do a small show.,Okay I will listen to them.
oh my goodness okay i will let you know.,i have a feeling that i am going to like her so lets plan a road trip.,comparison,but,begin,oh my goodness okay i will let you know. but i have a feeling that i am going to like her so lets plan a road trip.,When you do let me know if you like her because I heard she is going to Las Vegas in a couple months to do a small show.
yes it is ,you never know.,comparison,but,mid,yes it is but you never know. grace already has a big musical following so i hear ed sheeran might make an appearance too.,Oh so it is an Americas Got Talent show?
"i tend to like indie music, ",not so much indie-pop.,comparison,but,mid,"i tend to like indie music, but not so much indie-pop.",She does a beautiful version of it. It's what got me originally listening to her.
"well, some of her more popular stuff is indie-pop, ",her personal stuff is more indie.,comparison,but,mid,"well, some of her more popular stuff is indie-pop, but her personal stuff is more indie.","I tend to like indie music, but not so much indie-pop."
"it sounds very old, ",special and powerful.,comparison,but,mid,"it sounds very old, but special and powerful.",What does it sound like.
"yeah, i know, there's some people who don't like because they say it's not ""real"" country, ",i don't really judge songs by that.,comparison,but,mid,"yeah, i know, there's some people who don't like because they say it's not ""real"" country, but i don't really judge songs by that.  i just think it's a lot of fun to listen to.",Ahhh interesting choice.
