arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"yeah sure love them, ",also newer ones as well?,comparison,but,mid,"yeah sure love them, but also newer ones as well?",Oh okay.  The Grateful Dead?
"yes, i did ",it is worth it.,comparison,but,mid,"yes, i did but it is worth it.",You must have spent a fortune!
"i know, yeezus is a close second ",it doesn't beat graduation.,comparison,but,mid,"i know, yeezus is a close second but it doesn't beat graduation.","I sure hope so, those are his best songs."
that is a fantastic song and it was amazing it got played on the radio ,it is so long.,contingency,because,mid,that is a fantastic song and it was amazing it got played on the radio because it is so long.,My favorite is Scenes From an Italian Restaurant.
"i love that not only did he use pianos in his music, ",also used a multitude of instruments like wind.,comparison,but,mid,"i love that not only did he use pianos in his music, but also used a multitude of instruments like wind.","Yep, Billy Joel is a true artistic genius."
i like her as an actress ,not a singer.,comparison,but,mid,i like her as an actress but not a singer.,Do you like hilary duff?
"it always felt pop like even in the original playful, ",duff's was so overproduced.,comparison,but,mid,"it always felt pop like even in the original playful, but duff's was so overproduced.","oh yes, our lips are sealed. It was very pop in their version."
i know there is not much to her singing ,i do enjoy it.,comparison,but,mid,i know there is not much to her singing but i do enjoy it.,I think she should stick to acting.
she had to turn down a big song ,she could not hit the high notes.,contingency,because,mid,she had to turn down a big song because she could not hit the high notes.,I know there is not much to her singing but I do enjoy it.
so have i.  i like that type of music ,it always puts me in a good mood.,contingency,because,mid,so have i.  i like that type of music because it always puts me in a good mood.,I have actually. I have been listening to new pop music recently.
"pretty much every song on that album was good, ",those two really stood out.,comparison,but,mid,"me too. pretty much every song on that album was good, but those two really stood out.","You might be right. I really liked ""Thunder"" too. That was a great track."
"hey, not too change genres or anything, ",have you heard anything from the new dj khaled album?,comparison,but,mid,"hey, not too change genres or anything, but have you heard anything from the new dj khaled album?","Me too. Pretty much every song on that album was good, but those two really stood out."
"haha, i know, it's not everyone's cup of tea, ",really it's genius and the roots of a lot of modern music.,comparison,but,mid,"haha, i know, it's not everyone's cup of tea, but really it's genius and the roots of a lot of modern music.","It's not my genre, but okay."
"i'm not expert, ","haydn is another one - mozart, bach and beethoven all have uplifting pieces i like.",comparison,but,mid,"i'm not expert, but haydn is another one - mozart, bach and beethoven all have uplifting pieces i like.",Who else did stuff like that?
"i think country isn't the best, ",i don't hate it.,comparison,but,mid,"i think country isn't the best, but i don't hate it.",Really? How can you stand country?
i usually listen to music when i'm working or just trying to relax ,i do like his music.,comparison,but,mid,i usually listen to music when i'm working or just trying to relax but i do like his music.,That's true.
"yeah, i didn't like it as much as their old stuff ",it was still okay.,comparison,but,mid,"yeah, i didn't like it as much as their old stuff but it was still okay.",I haven't heard them.
i wouldn't recognize their music ,i have heard of them.,comparison,but,mid,i wouldn't recognize their music but i have heard of them.,Do you know about the band Rage Against the Machine?
i am not sure ,the do some artist we like.,comparison,but,mid,i am not sure but the do some artist we like.,Okay. Is it like a big label over there?
i do i come from a latin family ,i was exposed to this type of music a lot.,contingency,so,mid,i do i come from a latin family so i was exposed to this type of music a lot.,It looks like you really like this genre.
"i hope so,",i doubt it.,comparison,but,mid,"i hope so,but i doubt it.","Yes,that's what I mean."
"well, i don't think garfuncle was around in that time, ","definitely paul simon had that one cool song, call me, al.",comparison,but,mid,"well, i don't think garfuncle was around in that time, but definitely paul simon had that one cool song, call me, al.","For sure, they were incredible. How about Simon and Garfuncle?"
"i love it, ",more important was his personality which he expressed in his music.,comparison,but,mid,"i love it, but more important was his personality which he expressed in his music.",He had a great voice?
their first album was pop punk ,they have gotten a little heavier over the years.,comparison,but,mid,they play different types of rock music. their first album was pop punk but they have gotten a little heavier over the years.,What genres do they play?
i couldn't name ,a handful of elvis songs.,comparison,but,mid,definitely the beatles.  i couldn't name but a handful of elvis songs.,Which one do you like better?
"i like elvis, and respect what he's done, ",there's no comparison to the beatles.,comparison,but,mid,"agreed.  i like elvis, and respect what he's done, but there's no comparison to the beatles.",Definitely the Beatles.  I couldn't name but a handful of Elvis songs.
"woodstock 99. it was 3 days of crazy, ",it was an awesome crazy.,comparison,but,mid,"woodstock 99. it was 3 days of crazy, but it was an awesome crazy.",What's the craziest concert you ever went to?
"yes, and it was all ",of stupid limp bizkit.,contingency,because,mid,"yes, and it was all because of stupid limp bizkit.",Oh how funny. But- wait- wasn't that the Woodstock where they had a fire?
"the staff handed out candles to everyone for a sunset vigil, and everyone used the candles instead to start fires.",they wouldn't have done it if stupid fred from limp bizkit wasn't yelling at everyone to tear the place down.,comparison,but,begin,"the staff handed out candles to everyone for a sunset vigil, and everyone used the candles instead to start fires. but they wouldn't have done it if stupid fred from limp bizkit wasn't yelling at everyone to tear the place down.",And so the fans did?
i stayed at the back of the field ,i knew that band had a reputation for violent mosh pits.,contingency,because,mid,some girls supposedly were raped in the mosh pit during that set. i stayed at the back of the field because i knew that band had a reputation for violent mosh pits.,He sounds like a jerk.
at the end everyone started breaking off pieces of the plywood ,they could all take home small painting sized pieces of the mural.,contingency,so,mid,the plywood wall around the event was painted with murals. at the end everyone started breaking off pieces of the plywood so they could all take home small painting sized pieces of the mural. and i took a piece too.,What was something crazy YOU did?
"oh yes, ","it was like a different world, and everyone felt so free, which is why they went naked, and it felt so alive and such an adventure.",contingency,because,mid,"oh yes, because it was like a different world, and everyone felt so free, which is why they went naked, and it felt so alive and such an adventure.","If you had the chance to do it again, would you?"
it's odd ,the median level of music as come up.,contingency,because,mid,no they don't.  it's odd because the median level of music as come up.,One thing I've noticed is they just don't have as many brilliant talents anymore.
"i think there was just one, ",he was pretty cute.,comparison,but,mid,"i think there was just one, but he was pretty cute.",Me too! I loved her little raccoon friends.
"yes i have, ",if i didn't know almost all of the songs from the sinatra time period i wouldn't pick them out as new.,comparison,but,mid,"yes i have, but if i didn't know almost all of the songs from the sinatra time period i wouldn't pick them out as new.",Have you heard any of his original songs?
"i like that one, ","i love ""everything"" as well.",comparison,but,mid,"i like that one, but i love ""everything"" as well.","My husband said it reminds him of me, and I just think that it is such a beautiful song."
i think it spread widely ,of it's beauty and message.,contingency,because,mid,i think it spread widely because of it's beauty and message.,That is probably the most famous too.
i don't like country either ,i can appreciate some singers old and new and see why they are loved.,comparison,but,mid,i don't like country either but i can appreciate some singers old and new and see why they are loved.,He's definitely a very talented man and he seems really nice.Would I buy his album? Probably not
patsy cline was an incredible singer ,"she also was very articulate and not what i call ""twangy"".",comparison,but,mid,"patsy cline was an incredible singer but she also was very articulate and not what i call ""twangy"".",That's pretty much how I feel.
that's pretty harsh ,i can see your point,comparison,but,mid,that's pretty harsh but i can see your point,The intelligence level of the people who are entertained by such simplistic ramblings are the people influencing our country.
there is this new song by muse out ,i can't for the life of me remember the name.,comparison,but,mid,there is this new song by muse out but i can't for the life of me remember the name.,"It's not just you, most of it is unlistenable unless you are a 15 year-old girl."
"ok. i've got a beach trip coming up, and i'm panning on doing lots of reading, ",i'd like some good reading music.,contingency,so,mid,"ok. i've got a beach trip coming up, and i'm panning on doing lots of reading, so i'd like some good reading music.","Go for it, I love recommending music!"
"that sounds fun, ",we should listen to something a little different!,comparison,but,mid,"that sounds fun, but we should listen to something a little different!","Me to, how about we listen to some music?"
"me either, ",it is fun to think back on music we used to love.,comparison,but,mid,"me either, but it is fun to think back on music we used to love.",I have not thought about those groups in such a long time!
"they have one album called ""the lumineers.""",i think you've at least heard ho hey.,comparison,but,begin,"they have one album called ""the lumineers."" but i think you've at least heard ho hey.",I don't know them?
"i think of them as chamber pop, ",i do like them.,comparison,but,mid,"i think of them as chamber pop, but i do like them.",How about The Decemberists? They're also kind of folk-rock in the same way.
"personally i would recommend the album, ""untrue"" ","it really has something to suit most tastes in music, and is a really solid work of art.",contingency,because,mid,"personally i would recommend the album, ""untrue"" because it really has something to suit most tastes in music, and is a really solid work of art.",What albums are a good place to start? I am really interested now!
"the one that most people know and love is called ""archangel"", which is a great introduction, ",my personal favorite is ghost hardware because of the dark atmosphere.,comparison,but,mid,"the one that most people know and love is called ""archangel"", which is a great introduction, but my personal favorite is ghost hardware because of the dark atmosphere.","You had me when you mentioned ""soulful vocals"". What are some stand out tracks from this album?"
"the one that most people know and love is called ""archangel"", which is a great introduction, but my personal favorite is ghost hardware ",of the dark atmosphere.,contingency,because,mid,"the one that most people know and love is called ""archangel"", which is a great introduction, but my personal favorite is ghost hardware because of the dark atmosphere.","You had me when you mentioned ""soulful vocals"". What are some stand out tracks from this album?"
"in certain ways burial reminds me of massive attack, ",only a little bit.,comparison,but,mid,"in certain ways burial reminds me of massive attack, but only a little bit. his sound is unique and unlike anything you have ever heard.",Dark music is something that I have always gravitated towards. Are the songs similar to say... Massive Attack?
fantastic to hear that ,i am a big fan of music like that.,contingency,because,mid,fantastic to hear that because i am a big fan of music like that.,"In certain ways Burial reminds me of Massive Attack, but only a little bit. His sound is unique and unlike anything you have ever heard."
"it's not really very well known, ",i think that is one that you should look for.,comparison,but,mid,"it's not really very well known, but i think that is one that you should look for.",Oh my god! Why Have I not heard of this?
"i loved that song, ",raw and powerful.,contingency,so,mid,"yes! i loved that song, so raw and powerful.",Is that the one with Blood and Fire on it?
"i enjoy their music, for some reason, avenged sevenfold just has a bit that i love, ",i workout to their music quite often.,contingency,so,mid,"i enjoy their music, for some reason, avenged sevenfold just has a bit that i love, so i workout to their music quite often.",Same here! Are you a Skrillex fan?
"that is a good way to discover new artists, ",i applaud that idea.,contingency,so,mid,"that is a good way to discover new artists, so i applaud that idea.","I definitely agree with that. Sometimes I'll just take my earbuds out and listen to whatever music the gym is playing, as well."
i mean you may not think it's better ,it's really good.,comparison,but,mid,i mean you may not think it's better but it's really good.,Well I gotta check it out then.
"no i haven't, ",i hear they put on a good show.,comparison,but,mid,"no i haven't, but i hear they put on a good show.",Yeah.
Considering you've never listened to it.,that's what it's alway been about.,contingency,because,begin,because that's what it's alway been about.,And you know this how? Considering you've never listened to it.
well that's probably ,drinking problem is their debut single.,contingency,because,mid,well that's probably because drinking problem is their debut single.,I've never heard of them.
their first album came out in 2016 ,i don't think it's done too well.,comparison,but,mid,i guess it's possible.  their first album came out in 2016 but i don't think it's done too well.,Maybe they'll have more good music in the future.
"yes, so far.",that's not a good sign.,contingency,so,begin,"yes, so far.  so that's not a good sign.",Is that the only popular song from it?
"he could not sing well, ",he could make a great song.,comparison,but,mid,"no. he could not sing well, but he could make a great song.",Is he one of the best singers ever?
yeah that's one you have to see and experience for yourself ,words are not suffcient.,contingency,because,mid,yeah that's one you have to see and experience for yourself because words are not suffcient.,No. What's he all about?
i haven't a clue ,they do sound very earthy and primal,comparison,but,mid,i haven't a clue but they do sound very earthy and primal,I wonder if it is played along with didgeridoo in traditional Australian music?
weird sounding music coming from never ,seen instruments is always a treat.,temporal,before,mid,weird sounding music coming from never before seen instruments is always a treat.,I haven't a clue but they do sound very earthy and primal
"maybe for some, ","positve rapper was still quite popular, the negative rap was pushed and pushed and it eventually became popular.",comparison,but,mid,"maybe for some, but positve rapper was still quite popular, the negative rap was pushed and pushed and it eventually became popular.",Maybe that is what the people wanted to hear.
"i don't know about most of her music, ",the song badlands by alyssa reid is kind of similar to lorde.,comparison,but,mid,"hm. i don't know about most of her music, but the song badlands by alyssa reid is kind of similar to lorde.",Okay. Are there any other artist out there similar to Lorde?
"me too, ",it seems like that's the only popular song she has.,comparison,but,mid,"me too, but it seems like that's the only popular song she has.","Oh, I know that song. I really like it."
well a couple of people sang more solo parts than the rest ,it was a cast number.,comparison,but,mid,well a couple of people sang more solo parts than the rest but it was a cast number. lots of people soloed.,It didn't have a lead?
"haha yeah, john denver is pretty cringworthy, ",still he was really good and fitting for his time.,comparison,but,mid,"haha yeah, john denver is pretty cringworthy, but still he was really good and fitting for his time.","My favorites from childhood/youth were James Taylor, Cat Stevens, and, yes. John Denver. eek."
"nah, i did a little at first ",didn't like the nylong strings and wider guitar neck and all that long fingernail stuff haha.,comparison,but,mid,"nah, i did a little at first but didn't like the nylong strings and wider guitar neck and all that long fingernail stuff haha.",Do you play classical at all?
"no way, ",we took it to school and let the girls listen to it.,comparison,but,mid,"no way, but we took it to school and let the girls listen to it. we became more popular because of it.","Do you still have it, the song?"
their music is so beautiful.,their lead singer is different then the original.,comparison,although,begin,they are. their music is so beautiful. although their lead singer is different then the original.,They sound really cool.
"yeah, but she was way better ",she became known in the states.,temporal,before,mid,"yeah, but she was way better before she became known in the states.","I remember that New York, New York song she did."
"some are worse, ",some hit it out of the park.,comparison,but,mid,"some are worse, but some hit it out of the park.",Do you think their covers are better than the originals?
i was feeling tame.,the crowd really got into it.,comparison,but,begin,i was feeling tame. but the crowd really got into it.,"Oh, that does sound like fun. Did you ask for anything?"
"i have her on my pandora playlist, ",i havent heard this one,comparison,but,mid,"i have her on my pandora playlist, but i havent heard this one",They used to play that constantly on the radio
"i do like them a lot, ",sometimes i miss her old stuff.,comparison,but,mid,"i do like them a lot, but sometimes i miss her old stuff.",So did I! What do you think of Rihanna's newest tracks anyways?
"yeah, she has a lot of spunk now which is so cool, ",sometimes the songs can get repetitive.,comparison,but,mid,"yeah, she has a lot of spunk now which is so cool, but sometimes the songs can get repetitive.","I do like them a lot, but sometimes I miss her old stuff."
"i usually don't like drake, ",on that he was good.,comparison,but,mid,"i agree. that was an awesome single. i usually don't like drake, but on that he was good.","Yeah, I did. I think I like, ""No Frauds"" better though, to be honest."
