arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
I don't understand why people think that Rey is a Mary Sue.,"she can do everything so easily, without any training.",contingency,because,begin,"because she can do everything so easily, without any training.",I just came back from Seeing The Force Awakens. I don't understand why people think that Rey is a Mary Sue.,Clarify,Other,None,None,"('Negative', 1.0)","('Positive', 1.0)","[('Person', 373.821564, 'Mary Sue Hubbard')]",[],['sport'],['sport'],['Psychology'],['Pets_Animals'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 499, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['person', 'people', 'tons'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bcba748>}, 'gkg': None, 'granular_actor_types': {'person': 0.45454545454545453}, 'granular_entity_types': {}}, {'name': 'Mary Sue', 'id': 895, 'status': None, 'engaged': [], 'lexeme': 'Mary Sue', 'alias': ['mary sue'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bef1da0>}, 'gkg': 'kg:/m/02shj7', 'granular_actor_types': {}, 'granular_entity_types': {""l. ron hubbard's wife"": 1}, 'gkg_name': 'Mary Sue Hubbard', 'gkg_type': ['Person']}, {'name': None, 'id': 527, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['rey'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bba14a8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 893, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['ment'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b12b898>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'the good guys', 'id': 894, 'status': None, 'engaged': [], 'lexeme': 'the good guys', 'alias': ['the good guys'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b0fd0f0>}, 'gkg': 'kg:/m/03cy7wm', 'granular_actor_types': {'person': 0.4166666666666667}, 'granular_entity_types': {'company': 1}, 'gkg_name': 'The Good Guys', 'gkg_type': ['Thing', 'Organization', 'Corporation']}]","[{'name': None, 'id': 648, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['everything'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b7ebda0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 896, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['any training'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90c122e10>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 499, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['person', 'people', 'tons'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bcba748>}, 'gkg': None, 'granular_actor_types': {'person': 0.45454545454545453}, 'granular_entity_types': {}}, {'name': 'Mary Sue', 'id': 895, 'status': None, 'engaged': [], 'lexeme': 'Mary Sue', 'alias': ['mary sue'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bef1da0>}, 'gkg': 'kg:/m/02shj7', 'granular_actor_types': {}, 'granular_entity_types': {""l. ron hubbard's wife"": 1}, 'gkg_name': 'Mary Sue Hubbard', 'gkg_type': ['Person']}, {'name': None, 'id': 527, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['rey'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bba14a8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",Mary Sue Hubbard,,rey,"everything, any training","[('Person', 373.821564, 'Mary Sue Hubbard')]",[],False,True
"maybe it wasn't, ",the signs are there.,comparison,but,mid,"maybe it wasn't, but the signs are there.  she doesn't start beating kylo until she's angry. that's dark side right there.",I don't think that's the intent.,Statement,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],"[('MusicRecording', 784.36728825, 'The Signs Are There')]",['business'],['entertainment'],['Music'],['Psychology'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 648, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['everything'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b7ebda0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 896, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['any training'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90c122e10>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'the signs are there', 'id': 897, 'status': None, 'engaged': [], 'lexeme': 'the signs are there', 'alias': ['the signs are there'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bb96eb8>}, 'gkg': 'kg:/m/012pzhyz', 'granular_actor_types': {}, 'granular_entity_types': {'song by mercury tilt switch': 1}, 'gkg_name': 'The Signs Are There', 'gkg_type': ['MusicRecording']}]",,The Signs Are There,,,[],"[('MusicRecording', 784.36728825, 'The Signs Are There')]",True,True
i wouldn't put that past them.,that's why we have death of the author.,comparison,but,begin,true. it's possible that they completely missed the point.  i wouldn't put that past them. but that's why we have death of the author.,"That's a good point.  Rey is flirting with the Dark Side.  I don't think the guys at Disney are that subtle, either.",nAnswer,Statement,None,None,"('Neutral', 1.0)","('Negative', 1.0)",[],"[('Book', 1120.6786797500001, 'The Death of the Author')]",['business'],['entertainment'],['Phatic'],['Literature'],None,None,[],[],[],[],None,None,"[{'name': 'the signs are there', 'id': 897, 'status': None, 'engaged': [], 'lexeme': 'the signs are there', 'alias': ['the signs are there'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bb96eb8>}, 'gkg': 'kg:/m/012pzhyz', 'granular_actor_types': {}, 'granular_entity_types': {'song by mercury tilt switch': 1}, 'gkg_name': 'The Signs Are There', 'gkg_type': ['MusicRecording']}]","[{'name': 'death of the author', 'id': 898, 'status': None, 'engaged': [], 'lexeme': 'death of the author', 'alias': ['death of the author'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b784d68>}, 'gkg': 'kg:/m/048d4t', 'granular_actor_types': {}, 'granular_entity_types': {'essay by roland barthes': 1}, 'gkg_name': 'The Death of the Author', 'gkg_type': ['Book', 'Article', 'Thing']}]",,The Death of the Author,,,[],"[('Book', 1120.6786797500001, 'The Death of the Author')]",True,True
"she was, ","there was also the force at play, the danger of the dark side and the light side pushing them to one another.",comparison,but,mid,"she was, but there was also the force at play, the danger of the dark side and the light side pushing them to one another.","I think she was too smart for him, all the things she did.",Statement,nAnswer,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('TVSeries', 309.75975, 'She Was Pretty')]",[],['entertainment'],['sport'],['Other'],['SciTech'],None,None,[],[],[],[],None,None,"[{'name': 'was', 'id': 549, 'status': None, 'engaged': [], 'lexeme': 'was', 'alias': ['was'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bab6518>}, 'gkg': 'kg:/g/1s05wr5zh', 'granular_actor_types': {'region': 0.2631578947368421, 'location': 0.21052631578947367, 'object': 0.10526315789473684}, 'granular_entity_types': {'song by martha and the vandellas': 1}, 'gkg_name': 'he was', 'gkg_type': ['Thing']}, {'name': 'death of the author', 'id': 898, 'status': None, 'engaged': [], 'lexeme': 'death of the author', 'alias': ['death of the author'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b784d68>}, 'gkg': 'kg:/m/048d4t', 'granular_actor_types': {}, 'granular_entity_types': {'essay by roland barthes': 1}, 'gkg_name': 'The Death of the Author', 'gkg_type': ['Book', 'Article', 'Thing']}]","[{'name': 'was', 'id': 549, 'status': None, 'engaged': [], 'lexeme': 'was', 'alias': ['was'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bab6518>}, 'gkg': 'kg:/g/1s05wr5zh', 'granular_actor_types': {'region': 0.2631578947368421, 'location': 0.21052631578947367, 'object': 0.10526315789473684}, 'granular_entity_types': {'song by martha and the vandellas': 1}, 'gkg_name': 'he was', 'gkg_type': ['Thing']}]",She Was Pretty,,,,"[('TVSeries', 309.75975, 'She Was Pretty')]",[],True,True
i mean luke skywalker is going to be in the last jedi movie ,kylo ren is han solo's son which makes han solo relevant despite his death.,expansion,and,mid,that's true. i mean luke skywalker is going to be in the last jedi movie and kylo ren is han solo's son which makes han solo relevant despite his death.,I think The first Star Wars movie remains my favorite. It introduced us to the space opera with wonderful characters that to this day remain relevant.,Statement,Clarify,None,None,"('Neutral', 1.0)","('Negative', 1.0)","[('Thing', 1457.64, 'Luke Skywalker')]","[('Thing', 1192.117066, 'Kylo Ren'), ('Thing', 1245.45, 'Han Solo')]",['entertainment'],['entertainment'],['Movies_TV'],['Movies_TV'],None,None,['movie'],[],[],[],None,None,"[{'name': 'luke skywalker', 'id': 459, 'status': None, 'engaged': [], 'lexeme': 'luke skywalker', 'alias': ['luke skywalker'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bdd7a90>}, 'gkg': 'kg:/m/0f1bg', 'granular_actor_types': {}, 'granular_entity_types': {'star wars character': 1}, 'gkg_name': 'Luke Skywalker', 'gkg_type': ['Thing']}, {'name': None, 'id': 899, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['jedi movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b8ce390>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'kylo ren', 'id': 900, 'status': None, 'engaged': [], 'lexeme': 'kylo ren', 'alias': ['kylo ren'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90ba0ec50>}, 'gkg': 'kg:/g/11bwdf9jzh', 'granular_actor_types': {}, 'granular_entity_types': {'star wars character': 1}, 'gkg_name': 'Kylo Ren', 'gkg_type': ['Thing']}, {'name': 'han solo', 'id': 500, 'status': None, 'engaged': [], 'lexeme': 'han solo', 'alias': ['han solo'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bcbaeb8>}, 'gkg': 'kg:/m/0fjn8', 'granular_actor_types': {}, 'granular_entity_types': {'star wars character': 1}, 'gkg_name': 'Han Solo', 'gkg_type': ['Thing']}, {'name': None, 'id': 901, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['solo'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b8b6cc0>}, 'gkg': None, 'granular_actor_types': {'act': 0.45454545454545453, 'event': 0.36363636363636365}, 'granular_entity_types': {}}, {'name': 'luke skywalker', 'id': 459, 'status': None, 'engaged': [], 'lexeme': 'luke skywalker', 'alias': ['luke skywalker'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bdd7a90>}, 'gkg': 'kg:/m/0f1bg', 'granular_actor_types': {}, 'granular_entity_types': {'star wars character': 1}, 'gkg_name': 'Luke Skywalker', 'gkg_type': ['Thing']}, {'name': None, 'id': 899, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['jedi movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b8ce390>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",Luke Skywalker,"Kylo Ren, Han Solo",jedi movie,solo,"[('Thing', 1457.64, 'Luke Skywalker')]","[('Thing', 1192.117066, 'Kylo Ren'), ('Thing', 1245.45, 'Han Solo')]",True,True
rey will make a great jedi ,they need to show more of her powers than they did in the force awakens.,comparison,but,mid,rey will make a great jedi but they need to show more of her powers than they did in the force awakens.,I guess they wanted to continue the story with a new generation of Jedi.,Other,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)",[],"[('Movie', 886.3967484166666, 'Star Wars: The Force Awakens')]",['sport'],['entertainment'],['Phatic'],['Movies_TV'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 527, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['rey'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bba14a8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 475, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['jedi'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bd57780>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'kylo ren', 'id': 900, 'status': None, 'engaged': [], 'lexeme': 'kylo ren', 'alias': ['kylo ren'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90ba0ec50>}, 'gkg': 'kg:/g/11bwdf9jzh', 'granular_actor_types': {}, 'granular_entity_types': {'star wars character': 1}, 'gkg_name': 'Kylo Ren', 'gkg_type': ['Thing']}, {'name': 'han solo', 'id': 500, 'status': None, 'engaged': [], 'lexeme': 'han solo', 'alias': ['han solo'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bcbaeb8>}, 'gkg': 'kg:/m/0fjn8', 'granular_actor_types': {}, 'granular_entity_types': {'star wars character': 1}, 'gkg_name': 'Han Solo', 'gkg_type': ['Thing']}, {'name': None, 'id': 901, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['solo'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b8b6cc0>}, 'gkg': None, 'granular_actor_types': {'act': 0.45454545454545453, 'event': 0.36363636363636365}, 'granular_entity_types': {}}]","[{'name': 'the force awakens', 'id': 456, 'status': None, 'engaged': [], 'lexeme': 'the force awakens', 'alias': ['the force awakens'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90beb8c88>}, 'gkg': 'kg:/m/0nb2r_p', 'granular_actor_types': {}, 'granular_entity_types': {'2015 film': 1}, 'gkg_name': 'Star Wars: The Force Awakens', 'gkg_type': ['Movie']}, {'name': None, 'id': 527, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['rey'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bba14a8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 475, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['jedi'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bd57780>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,Star Wars: The Force Awakens,"rey, jedi",,[],"[('Movie', 886.3967484166666, 'Star Wars: The Force Awakens')]",True,True
"i don't know for sure, ",they probably did.,comparison,but,mid,"i don't know for sure, but they probably did.",Did they replace these with computer generated imagery?,Statement,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('Thing', 405.71574999999996, 'Know for Sure')]",[],['sport'],['sport'],['Other'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': 'know for sure', 'id': 902, 'status': None, 'engaged': [], 'lexeme': 'know for sure', 'alias': ['know for sure'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b1dc208>}, 'gkg': 'kg:/g/1s05qfqn_', 'granular_actor_types': {}, 'granular_entity_types': {'song by the temperance movement': 1}, 'gkg_name': 'Know for Sure', 'gkg_type': ['Thing']}, {'name': 'the force awakens', 'id': 456, 'status': None, 'engaged': [], 'lexeme': 'the force awakens', 'alias': ['the force awakens'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90beb8c88>}, 'gkg': 'kg:/m/0nb2r_p', 'granular_actor_types': {}, 'granular_entity_types': {'2015 film': 1}, 'gkg_name': 'Star Wars: The Force Awakens', 'gkg_type': ['Movie']}]","[{'name': 'know for sure', 'id': 902, 'status': None, 'engaged': [], 'lexeme': 'know for sure', 'alias': ['know for sure'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b1dc208>}, 'gkg': 'kg:/g/1s05qfqn_', 'granular_actor_types': {}, 'granular_entity_types': {'song by the temperance movement': 1}, 'gkg_name': 'Know for Sure', 'gkg_type': ['Thing']}]",Know for Sure,,,,"[('Thing', 405.71574999999996, 'Know for Sure')]",[],True,True
that wasy weird ,the dark vader scene.,comparison,but,mid,that wasy weird but the dark vader scene.,I also didn't care for the way they put Peter Cushing's Grand Moff Tarkin in with digital effects.,Statement,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],[],['business'],['entertainment'],['Psychology'],['Movies_TV'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 903, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['that wasy'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90c105ac8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': None, 'id': 904, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['vader scene'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b92a6d8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 903, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['that wasy'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90c105ac8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,that wasy,vader scene,[],[],True,True
i was shocked that happened ,i thought it would be luke skywalker or darth vader to die.,contingency,because,mid,i was shocked that happened because i thought it would be luke skywalker or darth vader to die.,I especially love when the Sith Lord was thrown over the railing.,nAnswer,Continuer,None,None,"('Neutral', 1.0)","('Negative', 1.0)",[],"[('Thing', 1457.64, 'Luke Skywalker'), ('Thing', 2330.68, 'Darth Vader'), ('MusicAlbum', 351.980125, 'Born to Die')]",['sport'],['sport'],['Other'],['Movies_TV'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 904, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['vader scene'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b92a6d8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'luke skywalker', 'id': 459, 'status': None, 'engaged': [], 'lexeme': 'luke skywalker', 'alias': ['luke skywalker'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bdd7a90>}, 'gkg': 'kg:/m/0f1bg', 'granular_actor_types': {}, 'granular_entity_types': {'star wars character': 1}, 'gkg_name': 'Luke Skywalker', 'gkg_type': ['Thing']}, {'name': 'Darth Vader', 'id': 536, 'status': None, 'engaged': [], 'lexeme': 'darth vader', 'alias': ['darth vader'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90ba80e10>}, 'gkg': 'kg:/m/0f2y0', 'granular_actor_types': {}, 'granular_entity_types': {'star wars character': 1}, 'gkg_name': 'Darth Vader', 'gkg_type': ['Thing']}, {'name': 'to die', 'id': 905, 'status': None, 'engaged': [], 'lexeme': 'to die', 'alias': ['to die'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b8cea20>}, 'gkg': 'kg:/m/0hnf97w', 'granular_actor_types': {}, 'granular_entity_types': {'studio album by lana del rey': 1}, 'gkg_name': 'Born to Die', 'gkg_type': ['MusicAlbum']}]",,"Born to Die, Luke Skywalker, Darth Vader",,,[],"[('Thing', 1457.64, 'Luke Skywalker'), ('Thing', 2330.68, 'Darth Vader'), ('MusicAlbum', 351.980125, 'Born to Die')]",True,True
"i saw force awakens, ",i haven't seen rogue one.,comparison,but,mid,"yeah! i saw force awakens, but i haven't seen rogue one.",The new ones in theaters.,Statement,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('Movie', 510.97, 'Star Wars: The Force Awakens')]","[('Movie', 313.666, 'Rogue One: A Star Wars Story')]",['business'],['sport'],['Movies_TV'],['Games'],None,None,[],[],[],[],None,None,"[{'name': 'force awakens', 'id': 589, 'status': None, 'engaged': [], 'lexeme': 'force awakens', 'alias': ['force awakens'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b97ba58>}, 'gkg': 'kg:/m/0nb2r_p', 'granular_actor_types': {}, 'granular_entity_types': {'2015 film': 1}, 'gkg_name': 'Star Wars: The Force Awakens', 'gkg_type': ['Movie']}, {'name': 'luke skywalker', 'id': 459, 'status': None, 'engaged': [], 'lexeme': 'luke skywalker', 'alias': ['luke skywalker'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bdd7a90>}, 'gkg': 'kg:/m/0f1bg', 'granular_actor_types': {}, 'granular_entity_types': {'star wars character': 1}, 'gkg_name': 'Luke Skywalker', 'gkg_type': ['Thing']}, {'name': 'Darth Vader', 'id': 536, 'status': None, 'engaged': [], 'lexeme': 'darth vader', 'alias': ['darth vader'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90ba80e10>}, 'gkg': 'kg:/m/0f2y0', 'granular_actor_types': {}, 'granular_entity_types': {'star wars character': 1}, 'gkg_name': 'Darth Vader', 'gkg_type': ['Thing']}, {'name': 'to die', 'id': 905, 'status': None, 'engaged': [], 'lexeme': 'to die', 'alias': ['to die'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b8cea20>}, 'gkg': 'kg:/m/0hnf97w', 'granular_actor_types': {}, 'granular_entity_types': {'studio album by lana del rey': 1}, 'gkg_name': 'Born to Die', 'gkg_type': ['MusicAlbum']}]","[{'name': 'rogue one', 'id': 495, 'status': None, 'engaged': [], 'lexeme': 'rogue one', 'alias': ['rogue one'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90bcba2b0>}, 'gkg': 'kg:/g/11b7ck8r7s', 'granular_actor_types': {}, 'granular_entity_types': {'2016 film': 1}, 'gkg_name': 'Rogue One: A Star Wars Story', 'gkg_type': ['Movie']}, {'name': 'force awakens', 'id': 589, 'status': None, 'engaged': [], 'lexeme': 'force awakens', 'alias': ['force awakens'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fd90b97ba58>}, 'gkg': 'kg:/m/0nb2r_p', 'granular_actor_types': {}, 'granular_entity_types': {'2015 film': 1}, 'gkg_name': 'Star Wars: The Force Awakens', 'gkg_type': ['Movie']}]",Star Wars: The Force Awakens,Rogue One: A Star Wars Story,,,"[('Movie', 510.97, 'Star Wars: The Force Awakens')]","[('Movie', 313.666, 'Rogue One: A Star Wars Story')]",True,True
