arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"so, the basic idea is to go back to episode iv, a new hope, ","follow the implicit and expected plot points and developments, as if the other movies didn't exist in their current form.",expansion,and,mid,"so, the basic idea is to go back to episode iv, a new hope, and follow the implicit and expected plot points and developments, as if the other movies didn't exist in their current form.",I cant get enough
"so, the basic idea is to go back to episode iv, a new hope, and follow the implicit ","expected plot points and developments, as if the other movies didn't exist in their current form.",expansion,and,mid,"so, the basic idea is to go back to episode iv, a new hope, and follow the implicit and expected plot points and developments, as if the other movies didn't exist in their current form.",I cant get enough
"so, the basic idea is to go back to episode iv, a new hope, and follow the implicit and expected plot points ","developments, as if the other movies didn't exist in their current form.",expansion,and,mid,"so, the basic idea is to go back to episode iv, a new hope, and follow the implicit and expected plot points and developments, as if the other movies didn't exist in their current form.",I cant get enough
"yeah, peter cushing was awesome as tarkin and i've always thought it was neat that both he ","christopher lee were involved in star wars, given their past history together.",expansion,and,mid,"yeah, peter cushing was awesome as tarkin and i've always thought it was neat that both he and christopher lee were involved in star wars, given their past history together.","No and Vader's power was a bit more limited than one might expect, seeing that in the first movie he had to obey an order from Grand Moff Tarkin."
"personally, i though they could have given a bit more to princess leia, ",what they did do was pretty good.,comparison,but,mid,"personally, i though they could have given a bit more to princess leia, but what they did do was pretty good.","Yeah, the actor got Peter Cushing's mannet down very well, and the CGI did wonders superimposing his face on to him."
"it was okay, ",i'd have liked cassian and jyn to have survived.,comparison,but,mid,"it was okay, but i'd have liked cassian and jyn to have survived.",Did you like the ending?
"that would have been okay, ",you have to admit the the darth vader comabt scene was great.,comparison,but,mid,"that would have been okay, but you have to admit the the darth vader comabt scene was great.","It was okay, but I'd have liked Cassian and Jyn to have survived."
"okay, thats fine...",whats your favorite vader scene?,comparison,but,mid,"okay, thats fine...but whats your favorite vader scene?","to be honest, i like annakins scenes better."
the part with han talking to jaba ,he take luke and obi wan away from tattooine.,temporal,before,mid,the part with han talking to jaba before he take luke and obi wan away from tattooine.,Like what?
"yea that part was really cool, ","remember, han shot first.",comparison,but,mid,"yea that part was really cool, but remember, han shot first.",The part with Han talking to Jaba before he take Luke and Obi Wan away from Tattooine.
"emperor palpatine is a great villain, ",i'd have to go with luke.,comparison,but,mid,"emperor palpatine is a great villain, but i'd have to go with luke.",Who is your favorite character out of all of the movies?
"the phantom menace, ",has true political intrigue.,expansion,for instance,mid,"well, i actually think they are the smartest of the series, in terms of the plot. the phantom menace, for instance has true political intrigue.","Ha! You are a fool, the prequels are the worst and people who like them are dumb!"
"The Phantom Menace, for instance has true political intrigue.",jar jar is awful.,comparison,but,begin,but jar jar is awful.,"Well, I actually think they are the smartest of the series, in terms of the plot. The Phantom Menace, for instance has true political intrigue."
you just like chewie more because ,he can shoot a gun.,contingency,because,mid,"jar jar is no worse than the ewoks, or even chewbacca. you just like chewie more because because he can shoot a gun.",But Jar Jar is awful.
He was just shrill and awful.,george lucas ruined the original series to try to make the prequels better.,comparison,but,begin,but george lucas ruined the original series to try to make the prequels better.,Are you telling me that Mark Hamill was not a whiny little brat as Luke Skywalker? He was just shrill and awful.
"people say star wars was all made up as it went, and it kind of was, ",a lot of things were actually planned way ahead of time.,comparison,but,mid,"people say star wars was all made up as it went, and it kind of was, but a lot of things were actually planned way ahead of time.","No, he owns them and made his original vision a reality after years of being patient."
"people say star wars was all made up as it went, ","it kind of was, but a lot of things were actually planned way ahead of time.",expansion,and,mid,"people say star wars was all made up as it went, and it kind of was, but a lot of things were actually planned way ahead of time.","No, he owns them and made his original vision a reality after years of being patient."
of course.,", during the making of the first film, george lucas had the idea that the stormtroopers were all clones.",expansion,for example,begin,"of course. for example, during the making of the first film, george lucas had the idea that the stormtroopers were all clones.","But you do have some examples, otherwise you wouldn't bring it up."
"For example, during the making of the first film, George Lucas had the idea that the stormtroopers were all clones.",they aren't though.,comparison,but,begin,but they aren't though. i guess not until the prequels anyway.,"Of course. For example, during the making of the first film, George Lucas had the idea that the stormtroopers were all clones."
"well, at the time, in '70s, it was just impractical to do that.","by the 2000s technology advanced, and he had a bigger budget, so his idea of a clone army came to fruition.",comparison,but,begin,"well, at the time, in '70s, it was just impractical to do that. but by the 2000s technology advanced, and he had a bigger budget, so his idea of a clone army came to fruition.",But they aren't though. I guess not until the prequels anyway.
"but by the 2000s technology advanced, and he had a bigger budget, ",his idea of a clone army came to fruition.,contingency,so,mid,"well, at the time, in '70s, it was just impractical to do that. but by the 2000s technology advanced, and he had a bigger budget, so his idea of a clone army came to fruition.",But they aren't though. I guess not until the prequels anyway.
"i'm sure a lot of it was still made up way later, ",i see what you're saying.,comparison,but,mid,"i'm sure a lot of it was still made up way later, but i see what you're saying. some of the ideas that were used are pretty old.","Another thing, Anakin getting fried on a volcano planet and becoming Darth Vader was something that dates back to around Empire or Jedi, too."
"i don't know, ","han is gone too, now.",comparison,but,mid,"i don't know, but han is gone too, now. i wonder if they still would have killed him off if they had known.",Do you think they will do that in the future? how will they explain her death in Episode 8?
His double sides light saber was something else.,"i do agree, they were both absolutely awesome.",comparison,but,begin,"but i do agree, they were both absolutely awesome.",I don't know about that.  His double sides light saber was something else.
that is kind of messed up ,that still doesn't make the empire good guys.,comparison,but,mid,"eeeek, i never thought about that. that is kind of messed up but that still doesn't make the empire good guys.",The main reason is that they will take a child that they think is strong with the force and make them become a jedi.
i don't know much about her.,i have heard that they're working on a han solo movie at some point.,comparison,but,begin,i don't know much about her. but i have heard that they're working on a han solo movie at some point.,Have you heard anything about this new character that's getting introduced in The Last Jedi?
it's hard to say ,"i am scared for the worst, given the circumstances.",comparison,but,mid,"it's hard to say but i am scared for the worst, given the circumstances. i hope they give her a good send off.","Yeah, I'm really sad about what happened to his character in The Force Awakens. I wonder what will happen to Leia."
it really feels like the end of an era.,that makes me excited for the beginning of a new one.,comparison,but,begin,it really feels like the end of an era. but that makes me excited for the beginning of a new one.,"It's hard to say but I am scared for the worst, given the circumstances. I hope they give her a good send off."
maul is a bit cooler though ,of his moves with it.,contingency,because,mid,maul is a bit cooler though because of his moves with it.,Thats pretty damn cool too.
"that could explain force sensitive people, they can feel the magic, ",can't use it.,comparison,but,mid,"true. that could explain force sensitive people, they can feel the magic, but can't use it.","I can't imagine how else to think of it. Space Wizards, really, with their own ideas."
"she could always feel it, ",wasn't exactly like her brother.,comparison,but,mid,"yeah, like princess leia. she could always feel it, but wasn't exactly like her brother.","True. That could explain force sensitive people, they can feel the magic, but can't use it."
"you know, that makes me curious, what if she could ",was never really trained?,comparison,but,mid,"you know, that makes me curious, what if she could but was never really trained?","Yeah, like Princess Leia. She could always feel it, but wasn't exactly like her brother."
"well, she was a princess ",that makes sense.,contingency,so,mid,"well, she was a princess so that makes sense. she was still pretty badass.","You know, that makes me curious, what if she could but was never really trained?"
"he's not as memorable as the older robot versions, ",he has some of the similar capabilities to r2-d2.,comparison,but,mid,"he's not as memorable as the older robot versions, but he has some of the similar capabilities to r2-d2.","What did you think of the newest robot introduced, the BB-8?"
i think it's ,"of the original star wars heroine, princess leia.",contingency,because,mid,"i do, too. i think it's because of the original star wars heroine, princess leia.",I agree. I like to see strong women characters.
Why is that your favorite?,you get to see the birth of darth vader.,contingency,because,begin,because you get to see the birth of darth vader.,"Yeah, that was a good one.  Why is that your favorite?"
