arg1,arg2,relation,connective,type,original_utt,original_utt_prev
old samurai flicks.,"once you see them, it totally makes sense.",comparison,but,begin,"old samurai flicks. but once you see them, it totally makes sense.",What are those?
he's not very famous ,he looks like he could be a good fit for the role,comparison,but,mid,he's not very famous but he looks like he could be a good fit for the role,I don't think I know who that is
"not a bad choice, ",what makes return of the jedi number one in your eyes?,comparison,but,mid,"not a bad choice, but what makes return of the jedi number one in your eyes?","Empire is actually my second pick, next to Return of the Jedi."
"i do not disagree with that one bit, ","i just feel it's so popular because of the big ""father bombshell.""",comparison,but,mid,"i do not disagree with that one bit, but i just feel it's so popular because of the big ""father bombshell.""","While I do not disagree, I just feel Empire Strikes Back gave the fans more of what they wanted. It had a little bit of everything."
"i do not disagree with that one bit, but i just feel it's so popular ","of the big ""father bombshell.""",contingency,because,mid,"i do not disagree with that one bit, but i just feel it's so popular because of the big ""father bombshell.""","While I do not disagree, I just feel Empire Strikes Back gave the fans more of what they wanted. It had a little bit of everything."
"it's not for the acting, except for sir alec guinness;  ",for the whole romance of it.,comparison,but,mid,"it's not for the acting, except for sir alec guinness;  but for the whole romance of it.",Why do you like it so much?
"the best moment is the sunset on tatooine, as luke watches the twin suns go down the shadows deepen in the desert, the music swells, ",you feel like you're right there on tatooine with him.,expansion,and,mid,"of course. the best moment is the sunset on tatooine, as luke watches the twin suns go down the shadows deepen in the desert, the music swells, and you feel like you're right there on tatooine with him.",I didn't get that. Can you give me an example?
his voice is pretty unique ,i couldn't imagine it without him.,contingency,so,mid,his voice is pretty unique so i couldn't imagine it without him.,I read that he was he only actor in the franchise to be in all of the movies.
"i guess, ",jj abrams directed both of them so i guess he gets to do that.,comparison,but,mid,"i guess, but jj abrams directed both of them so i guess he gets to do that.",I thought that Star Trek and Star Wars had a big rivalry.
everyone likes wookies ,they're awesome.,contingency,because,mid,why do you think that? everyone likes wookies because they're awesome.,"In Star Wars, I think Princess Leia didn't like wookies at all."
"at the end of a new hope, she gave a medal to han and luke ",chewbaca didn't get a medal.,comparison,but,mid,"at the end of a new hope, she gave a medal to han and luke but chewbaca didn't get a medal. chewbaca had a big part in destroying the death star but no medal.",Why do you think that? Everyone likes wookies because they're awesome.
rey just met han and didn't know him well ,chewbaca and been han's best friend and partner for many years.,comparison,but,mid,that's interesting. rey just met han and didn't know him well but chewbaca and been han's best friend and partner for many years.,"Also in The Force Awakens when Rey and Chewbaca come back after Han Solo's death, Leia gives Rey a hug but not Chewbaca."
chewie was probably very upset over han's death and leia should know that ,she just ignored chewbaca and consoled rey.,comparison,but,mid,exactly. chewie was probably very upset over han's death and leia should know that but she just ignored chewbaca and consoled rey.,That's interesting. Rey just met Han and didn't know him well but Chewbaca and been Han's best friend and partner for many years.
"on one hand, the original movies are groundbreaking and innovative, while the prequels were fairly strong, ",not too suprising.,comparison,but,mid,"on one hand, the original movies are groundbreaking and innovative, while the prequels were fairly strong, but not too suprising.",What do you mean?
"yes, because we knew where everything was going, how we got was put for grabs, ","the destination ""darth vader, the empire, death star"" was known.",comparison,but,mid,"yes, because we knew where everything was going, how we got was put for grabs, but the destination ""darth vader, the empire, death star"" was known.","Okay, but not the same with the prequels?"
"you're just upset, ",you know i'm right.,contingency,because,mid,"you're just upset, because you know i'm right.","Oh, God, I'm going to kill you, then I'm going unfriend you on facebook, stop following you on twitter."
i'm not upset ,you're right.,contingency,because,mid,"i'm not upset because you're right. i'm upset at the thought of redoing a part of americana. the original trilogy is a part of the american heritage. they're not just movies. can you remake ""it's a wonderful life?""","You're just upset, because you know I'm right."
