arg1,arg2,relation,connective,type,original_utt,original_utt_prev
I don't understand why people think that Rey is a Mary Sue.,"she can do everything so easily, without any training.",contingency,because,begin,"because she can do everything so easily, without any training.",I just came back from Seeing The Force Awakens. I don't understand why people think that Rey is a Mary Sue.
"maybe it wasn't, ",the signs are there.,comparison,but,mid,"maybe it wasn't, but the signs are there.  she doesn't start beating kylo until she's angry. that's dark side right there.",I don't think that's the intent.
i wouldn't put that past them.,that's why we have death of the author.,comparison,but,begin,true. it's possible that they completely missed the point.  i wouldn't put that past them. but that's why we have death of the author.,"That's a good point.  Rey is flirting with the Dark Side.  I don't think the guys at Disney are that subtle, either."
"she was, ","there was also the force at play, the danger of the dark side and the light side pushing them to one another.",comparison,but,mid,"she was, but there was also the force at play, the danger of the dark side and the light side pushing them to one another.","I think she was too smart for him, all the things she did."
i mean luke skywalker is going to be in the last jedi movie ,kylo ren is han solo's son which makes han solo relevant despite his death.,expansion,and,mid,that's true. i mean luke skywalker is going to be in the last jedi movie and kylo ren is han solo's son which makes han solo relevant despite his death.,I think The first Star Wars movie remains my favorite. It introduced us to the space opera with wonderful characters that to this day remain relevant.
rey will make a great jedi ,they need to show more of her powers than they did in the force awakens.,comparison,but,mid,rey will make a great jedi but they need to show more of her powers than they did in the force awakens.,I guess they wanted to continue the story with a new generation of Jedi.
"i don't know for sure, ",they probably did.,comparison,but,mid,"i don't know for sure, but they probably did.",Did they replace these with computer generated imagery?
that wasy weird ,the dark vader scene.,comparison,but,mid,that wasy weird but the dark vader scene.,I also didn't care for the way they put Peter Cushing's Grand Moff Tarkin in with digital effects.
i was shocked that happened ,i thought it would be luke skywalker or darth vader to die.,contingency,because,mid,i was shocked that happened because i thought it would be luke skywalker or darth vader to die.,I especially love when the Sith Lord was thrown over the railing.
"i saw force awakens, ",i haven't seen rogue one.,comparison,but,mid,"yeah! i saw force awakens, but i haven't seen rogue one.",The new ones in theaters.
"i have my theories, some may assume is han and leia´s daughter.",i´m thinking more of luke´s daughter or obi-wan kenobi´s granddaughter.,comparison,but,begin,"i have my theories, some may assume is han and leia´s daughter. but i´m thinking more of luke´s daughter or obi-wan kenobi´s granddaughter.","So about the new movies? What do you think of Rey, who is she related to?"
The huge battle on Naboo with he Trade Federation was amazing!,jar jar ruined the movie.,comparison,but,begin,but jar jar ruined the movie.,Ware you nuts?  The huge battle on Naboo with he Trade Federation was amazing!
"i'm not fan of the dark side, ",i am on team luke.,contingency,so,mid,"i'm not fan of the dark side, so i am on team luke.","He is the bot that becomes Darth Vader, how can you not?"
That is a good play.,also jar jar.,comparison,but,begin,but also jar jar.  so maybe droids and tie fighters are the right path,"That means you get Yoda, too.  That is a good play."
"No, he could have decently passed for a storm trooper!",", he had!",expansion,in fact,begin,"in fact, he had!  or so i thought.  he was traipsing around the death star with han solo in storm trooper gear for a while before they managed to make it--basically un-harrassed--to the detention level.  so i would say he didn't draw attention to himself for being short.","Yeah... I know!  No, he could have decently passed for a storm trooper!"
he was traipsing around the death star with han solo in storm trooper gear for a while ,they managed to make it--basically un-harrassed--to the detention level.,temporal,before,mid,"in fact, he had!  or so i thought.  he was traipsing around the death star with han solo in storm trooper gear for a while before they managed to make it--basically un-harrassed--to the detention level.  so i would say he didn't draw attention to himself for being short.","Yeah... I know!  No, he could have decently passed for a storm trooper!"
lots of references to this throughout the film.,", han solo regularly refers to luke as ""kid...""",expansion,for example,begin,"maybe the purpose of that line princess leia used, ""aren't you a little short for a stormtrooper?"" was in there to draw attention to, or further emphasize, the fact that luke was basically still a teenager...a kid.  lots of references to this throughout the film.  for example, han solo regularly refers to luke as ""kid...""","In fact, he had!  Or so I thought.  He was traipsing around the Death Star with Han Solo in storm trooper gear for a while before they managed to make it--basically un-harrassed--to the detention level.  So I would say he DIDN'T draw attention to himself for being short."
i just can't help ,think leia's line there could have been so much more dramatic--even humorous...,comparison,but,mid,you're probably right.  i just can't help but think leia's line there could have been so much more dramatic--even humorous...,"Maybe the purpose of that line Princess Leia used, ""Aren't you a little short for a stormtrooper?"" was in there to draw attention to, or further emphasize, the fact that Luke was basically still a teenager...a kid.  Lots of references to this throughout the film.  For example, Han Solo regularly refers to Luke as ""kid..."""
"i guess, overall, at the end of the day--while the original star wars trilogy had it's ""meh"" dialogue moments ","lackluster acting-- it still, by far, outshines the later prequels george lucas decided to crank out",expansion,and,mid,"i guess, overall, at the end of the day--while the original star wars trilogy had it's ""meh"" dialogue moments and lackluster acting-- it still, by far, outshines the later prequels george lucas decided to crank out","Well, the banter between Obi Wan Kenobi, too, could have used some serious tinkering, too"
yeah but i think it was ,they were targeting kids to become fans.,contingency,because,mid,yeah but i think it was because they were targeting kids to become fans.,Come on seriously. What about the slap stick comedy with Jar Jar and what not.
"hans solo, ",also like cp3o.,comparison,but,mid,"hans solo, but also like cp3o.",Well Darthy Vader of course. Who was yours?
i mean he has powers ,no one made him dark.,comparison,but,mid,why? i mean he has powers but no one made him dark.,"They never really say, I imagine he thinks they have something in common."
"he is very powerful, ",the dark side has more power.,comparison,but,mid,"he is very powerful, but the dark side has more power.",Why? I mean he has powers but no one made him dark.
"i will always love r2-d2, ","as of right now, i like bb-8 more.",comparison,but,mid,"i will always love r2-d2, but as of right now, i like bb-8 more.",You have to chose one or the other!
"yes, he was a great character, ",when he was introduced in the empire strikes back he did not have that many scenes.,comparison,but,mid,"yes, he was a great character, but when he was introduced in the empire strikes back he did not have that many scenes.",Did you like Bobba Fett from Star Wars?
"jango fett, who was bobba's father in star wars: attack of the clones, had a really cool look to his armor ",it was nice and shiney.,contingency,because,mid,"i thought that was terrible, also. jango fett, who was bobba's father in star wars: attack of the clones, had a really cool look to his armor because it was nice and shiney.",I was really upset when he fell into the Sarlacc pit in The Return of The Jedi.
"yes, but bobba, i felt, had a better looking armor ","it was more worn, like he had seen a lot of battles.",contingency,because,mid,"yes, but bobba, i felt, had a better looking armor because it was more worn, like he had seen a lot of battles.","I thought that was terrible, also. Jango Fett, who was Bobba's father in Star Wars: Attack of The Clones, had a really cool look to his armor because it was nice and shiney."
they both looked completely the same ,bobba was a clone of his father.,contingency,because,mid,they both looked completely the same because bobba was a clone of his father.,"Yes, but Bobba, I felt, had a better looking armor because it was more worn, like he had seen a lot of battles."
that's true ,bobba fett and the clone troopers were clones of jango.,contingency,because,mid,that's true because bobba fett and the clone troopers were clones of jango.,They both looked completely the same because Bobba was a clone of his father.
bobba fett was closest to jango ,jango didn't want him altered like the clone troopers were.,contingency,because,mid,bobba fett was closest to jango because jango didn't want him altered like the clone troopers were.,That's true because Bobba Fett and the Clone Troopers were clones of Jango.
"yeah, but he couldn't leave ",his ship was sunk in the mud.,contingency,because,mid,"yeah, but he couldn't leave because his ship was sunk in the mud.","Right? Like, if I was Like and showed up and this slightly crazy alien was supposed to help me, I'd be a little worried."
"he did, ",yoda was the one who helped train luke skywalker.,comparison,but,mid,"he did, but yoda was the one who helped train luke skywalker.",I think he told him about the force.
"neither, really.","when i got older, i thought harrison ford was good looking.",comparison,but,begin,"neither, really.  but when i got older, i thought harrison ford was good looking.",I wasn't even born then! Did you have a crush on either Han Solo or Luke Skywalker?
i get that.,i think i would have liked luke.,comparison,but,begin,i get that. but i think i would have liked luke.,"Neither, really.  But when I got older, I thought Harrison Ford was good looking."
"he was funny sure, ",did he have to be in the movie for the plot to progress?,comparison,but,mid,"he was funny sure, but did he have to be in the movie for the plot to progress?","I think he is underrated, he provided comic relief."
"well with rae she sort of does, ",not as clear if that will develop or not.,comparison,but,mid,"well with rae she sort of does, but not as clear if that will develop or not. but not as overt.",Fair enough reasons. The other newer females don't really have any love interest do they?
"well with rae she sort of does, but not as clear if that will develop or not.",not as overt.,comparison,but,begin,"well with rae she sort of does, but not as clear if that will develop or not. but not as overt.",Fair enough reasons. The other newer females don't really have any love interest do they?
she was not as fun or witty ,did have beautiful costumes.,comparison,but,mid,"oh yes, i did blank on that. she was not as fun or witty but did have beautiful costumes.","That is true, I was just thinking we left out the whole romance of queen amidala."
much stiffer character than lea.,great costume design.,comparison,but,begin,i agree. much stiffer character than lea. but great costume design.,"Oh yes, I did blank on that. She was not as fun or witty but did have beautiful costumes."
you knew they were going to die and they knew that too.,yet such bravery.,comparison,but,begin,you knew they were going to die and they knew that too. but yet such bravery.,Ya  the film especially towards the end had such high stakes.
"i am glad they completed it , ","wished they could have lived somehow just because i enjoyed them so much,",comparison,but,mid,"they were on a mission. i am glad they completed it , but wished they could have lived somehow just because i enjoyed them so much,",You knew they were going to die and they knew that too. But yet such bravery.
"i am glad they completed it , but wished they could have lived somehow just ","i enjoyed them so much,",contingency,because,mid,"they were on a mission. i am glad they completed it , but wished they could have lived somehow just because i enjoyed them so much,",You knew they were going to die and they knew that too. But yet such bravery.
i enjoyed the characters and the actors playing them too.,like i said glad they ended it the way they did had so much impact.,comparison,but,begin,i enjoyed the characters and the actors playing them too. but like i said glad they ended it the way they did had so much impact.,"They were on a mission. I am glad they completed it , but wished they could have lived somehow just because I enjoyed them so much,"
"i like all the classics, ",that's my favorite one.,comparison,but,mid,"i like all the classics, but that's my favorite one.","Oh, that's a classic!"
"oh yeah, ",i heard he isn't directing 8.,comparison,but,mid,"oh yeah, but i heard he isn't directing 8.",J.J. Abrams.
it was good ,i wish han solo hadn't died at the end.,comparison,but,mid,it was good but i wish han solo hadn't died at the end.,I liked the new star wars movie. How about you?
it was really sad ,also a powerful scene.,comparison,but,mid,i know. it was really sad but also a powerful scene.,It was good but I wish Han Solo hadn't died at the end.
they had a chance to give us more insight into what drove kylo towards the dark side of the force ,they just left me confused.,comparison,but,mid,they had a chance to give us more insight into what drove kylo towards the dark side of the force but they just left me confused.,I agree. And what was with that scene where he talked to Darth Vader's remains. It was weird.
"i really like rey, ",princess leia will always be my favorite heroine!,comparison,but,mid,"i really like rey, but princess leia will always be my favorite heroine!",Which Star Wars heroine do you like the most?
"i am thinking so, ",i haven't read ahead in all of the books by george lucas.,comparison,but,mid,"i am thinking so, but i haven't read ahead in all of the books by george lucas.",Do you think Luke is Rey's father?
i've always liked princess leia ,of her dry humor.,contingency,because,mid,i've always liked princess leia because of her dry humor.,I would have to say Han Solo.
"i also like how she's the classic damsel in distress in epsiode iv, ",immediately takes charge upon being rescued.,comparison,but,mid,"i also like how she's the classic damsel in distress in epsiode iv, but immediately takes charge upon being rescued.",She's a good one. I think there was a lot of Carrie Fisher in the character.
i can't help ,think there coule have been some way around having no peter cushing that wouldn't have looked so dumb.,comparison,but,mid,i can't help but think there coule have been some way around having no peter cushing that wouldn't have looked so dumb.,It didn't bother me since it was only one shot. Tarkin was a lot more awkward.
star wars helped his career greatly.,still only a 100 a week was what he was paid,comparison,but,begin,nope. star wars helped his career greatly. but still only a 100 a week was what he was paid,"No way. Well, he wasn't really that well known back then"
"i sure hope so, ",i am more interested in life without han solo.,comparison,but,mid,"i sure hope so, but i am more interested in life without han solo.",I feel like we are finally going to figure out who Rey's parents are.
"i have no idea, ",i think he is going to have a dark storyline.,comparison,but,mid,"i have no idea, but i think he is going to have a dark storyline.",Oh I know I wonder what Kylo Ren is going to do.
"i like when they have serious conflict, ",i hope that rey and the crew battle in out with kylo ren.,contingency,so,mid,"i like when they have serious conflict, so i hope that rey and the crew battle in out with kylo ren.","I have no idea, but I think he is going to have a dark storyline."
"i really like the new generation of characters we are getting, ",i am excited to actually see more of luke skywalker in this one.,comparison,but,mid,"i really like the new generation of characters we are getting, but i am excited to actually see more of luke skywalker in this one.",I agree. I am excited to Finn's storyline in the Last Jedi.
"i love luke skywalker, ",i feel the same.,contingency,so,mid,"i love luke skywalker, so i feel the same.","I really like the new generation of characters we are getting, but I am excited to actually see more of Luke Skywalker in this one."
i was wondering that as well.,the actors don't look anything alike.,comparison,but,begin,i was wondering that as well. but the actors don't look anything alike.,I am convinced they are brother and sister.
i did like the newest one because it had princess leia and han solo ,it was missing luke skywalker.,comparison,but,mid,i did like the newest one because it had princess leia and han solo but it was missing luke skywalker.,Yes! The new ones are just not as good.
i did like the newest one ,it had princess leia and han solo but it was missing luke skywalker.,contingency,because,mid,i did like the newest one because it had princess leia and han solo but it was missing luke skywalker.,Yes! The new ones are just not as good.
i agree and  i like how it gave way to more sequels ,then again 7 was enough.,comparison,but,mid,i agree and  i like how it gave way to more sequels but then again 7 was enough.,I agree and I just don't see Leia and Han's son turning evil.
yes i haven't seen that one yet ,"it goes completely away from the main characters of leia,han,and skywalker and their families.",contingency,because,mid,"yes i haven't seen that one yet because it goes completely away from the main characters of leia,han,and skywalker and their families.",8 if you count Rogue one.
yes and i like that they explained darth vader's back story in those pre-quels ,it  wasn't a nearly as good as the original star wars trilogy.,comparison,but,mid,yes and i like that they explained darth vader's back story in those pre-quels but it  wasn't a nearly as good as the original star wars trilogy.,Yea I didn't care for the actor playing Anakin/ Darth Vader in that one.
it is like they got the general idea ,failed to follow through,comparison,but,mid,it is like they got the general idea but failed to follow through,I know they do not handle it well it goes from the source material so much
"yeah, in empire and jedi he's big, ",in the first film he's pretty much just a lapdog of a grand moff tarkin.,comparison,but,mid,"ahh.. i don't really buy that.  yeah, in empire and jedi he's big, but in the first film he's pretty much just a lapdog of a grand moff tarkin.  he even orders vader around like a minion in a few scenes.","Yeah, but he's a pivot character in the story arc."
"well, the admiral guy, ","everyone on board the death star died, so yeah.",expansion,in fact,mid,"well, the admiral guy, in fact everyone on board the death star died, so yeah.",Doesn't happen in the second film.
"a manichean balance is tempting, ",it feels intuitively right.,contingency,because,mid,"a manichean balance is tempting, because it feels intuitively right. you don't have to delve into the buddhist philosophy that lucas was getting into.",Right. Even Disney was buying into the Light vs Dark dichotomy.
"they, based on the original movies you know everyone dies, ",it was still good.,comparison,but,mid,"they, based on the original movies you know everyone dies, but it was still good.","Yeah, it was really good, even thought you knew the end game."
i kinda feel the same ,wonder if he is really dead,comparison,but,mid,i kinda feel the same but wonder if he is really dead,Nah i think that he is let down by his actions for repeating them and following his footsteps
i like the fact that they're releasing a movie every year ,i can't wait to see the new one in december.,expansion,and,mid,i like the fact that they're releasing a movie every year and i can't wait to see the new one in december.,"Yeah the flashbacks of Han, Chewy, and Leigh were questionable."
"it is complex, ","could be brought down to a fight between dark and light, good and evil.",comparison,but,mid,"it is complex, but could be brought down to a fight between dark and light, good and evil. and lasers.","The plot, what is the plot, on a whole of all of them."
when i saw a new hope ,"it's remaster, i think i remember that greedo shot first.",temporal,before,mid,"when i saw a new hope before it's remaster, i think i remember that greedo shot first.",Do you believe that Han Solo shot first?
"i'm not really sure how han and chewy carry on conversations, ",i think they are cute together.,comparison,but,mid,"i'm not really sure how han and chewy carry on conversations, but i think they are cute together.",It's kind of strange that his best friend is Chewbaka.
"i like both, ",the fantasy in star wars gets me.,comparison,but,mid,"they are really different shows. i like both, but the fantasy in star wars gets me.","Really? Why do you like it so much. I love the tech, and the futuristic points in Star Trek."
he was fun ,he's no r2d2.,comparison,but,mid,he was fun but he's no r2d2.,Did you like BB8?
"i don't know, ",she was pretty hot.,comparison,but,mid,"i don't know, but she was pretty hot.","Yeah, so weird."
probably a mix.,it makes sense for the character to look haggard.,comparison,but,begin,probably a mix. but it makes sense for the character to look haggard.,I wonder how much that is the character choice and how much is due to mark hamil not aging well.
"yes too young, the world still needed princess lea ",at least we had her at all.,comparison,but,mid,"yes too young, the world still needed princess lea but at least we had her at all. no other actress would have done it so well.",Ya her passing away was so sad. Too young for sure.
